Envelope_Name_Corrected,Date,Elevation,Site,destBlockID,Treatment,Taxon,Individual_number,Leaf_number,Wet_Mass_g,Dry_Mass_g,Leaf_Thickness_1_mm,Leaf_Thickness_2_mm,Leaf_Thickness_3_mm,Leaf_Thickness_4_mm,Leaf_Thickness_5_mm,Leaf_Thickness_6_mm,Leaf_Thickness_Ave_mm,Leaf_Area_cm2,SLA_cm2_g,LDMC,StoichLabel,WetFlag,DryFlag,ThickFlag,AreaFlag,GeneralFlag,allComments
NA,2015-08-20,4100,H,HO,LOCAL,Sibbaldia pentaphylla,1,3,NA,0.00478,0.32,NA,NA,NA,NA,NA,0.32,0.724,151.4644351464435,NA,231,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3000,L,LO,LOCAL,Elsholtzia sp,1,4,NA,0.0048,0.093,NA,NA,NA,NA,NA,0.093,1.609,335.20833333333337,NA,NA,NA,NA,NA,Area might be incorrect eaten cut white etc,NA,part of leaf too white
NA,2015-08-20,3000,L,LO,LOCAL,Swertia macrosperma,2,1,NA,0.0048,0.106,0.363,NA,NA,NA,NA,0.2345,NA,NA,NA,122,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Athyrium subtriangulare,1,4,NA,0.0048,0.122,NA,NA,NA,NA,NA,0.122,0.681,141.87500000000003,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Calamagrostis lahulensis,2,1,NA,0.0048,0.22,NA,NA,NA,NA,NA,0.22,1.621,337.70833333333337,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Pedicularis davidii,5,5,NA,0.0048,0.2,NA,NA,NA,NA,NA,0.2,1.133,236.04166666666669,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Veronica szechuanica,3,5,NA,0.0048,0.092,NA,NA,NA,NA,NA,0.092,1.2619999999999998,262.91666666666663,NA,NA,NA,NA,NA,Area might be incorrect eaten cut white etc,NA,part of leaf too white
NA,2015-08-20,3850,A,AO,LOCAL,Arenaria pogonantha,2,1,NA,0.0048,0.496,NA,NA,NA,NA,NA,0.496,1.095,228.12500000000003,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3850,A,AO,LOCAL,Halenia elliptica,1,4,NA,0.0048,0.295,NA,NA,NA,NA,NA,0.295,1.695,353.12500000000006,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Clinopodium polycephalum,2,1,NA,0.00482,0.124,NA,NA,NA,NA,NA,0.124,1.376,285.4771784232365,NA,134,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Clinopodium polycephalum,2,5,NA,0.00482,0.112,NA,NA,NA,NA,NA,0.112,1.536,318.6721991701245,NA,134,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3850,A,AO,LOCAL,Epilobium fangii,2,5,NA,0.00486,0.243,NA,NA,NA,NA,NA,0.243,1.549,318.724279835391,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Clinopodium polycephalum,1,3,NA,0.00488,0.123,NA,NA,NA,NA,NA,0.123,1.151,235.86065573770495,NA,133,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3000,L,LO,LOCAL,Impatiens infirma,1,5,NA,0.0049,0.086,0.098,0.116,NA,NA,NA,0.1,2.039,416.12244897959187,NA,NA,NA,NA,NA,Area might be incorrect eaten cut white etc,NA,leaf folded
NA,2015-08-20,3500,M,MO,LOCAL,Microula sikkimensis,1,3,NA,0.0049,0.185,NA,NA,NA,NA,NA,0.185,1.971,402.24489795918373,NA,156,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Polygonum runcinatum,4,2,NA,0.0049,0.338,NA,NA,NA,NA,NA,0.338,1.591,324.6938775510204,NA,168,NA,NA,NA,Area might be incorrect eaten cut white etc,NA,part of leaf too white
NA,2015-08-20,3500,M,MO,LOCAL,Polygonum runcinatum,5,1,NA,0.0049,0.245,NA,NA,NA,NA,NA,0.245,1.225,250.00000000000003,NA,169,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Youngia racemifera,3,3,NA,0.0049,0.186,NA,NA,NA,NA,NA,0.186,1.101,224.69387755102042,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3850,A,AO,LOCAL,Carex agglomerata,1,1,NA,0.0049,0.212,NA,NA,NA,NA,NA,0.212,0.776,158.3673469387755,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3850,A,AO,LOCAL,Pedicularis sima,2,3,NA,0.0049,0.403,NA,NA,NA,NA,NA,0.403,1.036,211.42857142857144,NA,193,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3850,A,AO,LOCAL,Pedicularis verticillata,4,4,NA,0.00494,0.395,NA,NA,NA,NA,NA,0.395,0.606,122.67206477732793,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3000,L,LO,LOCAL,Clinopodium polycephalum,4,3,NA,0.00498,0.269,NA,NA,NA,NA,NA,0.269,1.009,202.61044176706824,NA,104,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3000,L,LO,LOCAL,Arundinaria faberi,2,3,NA,0.005,0.108,NA,NA,NA,NA,NA,0.108,0.835,167,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3000,L,LO,LOCAL,Hemiphragma heterophyllum,4,4,NA,0.005,0.142,NA,NA,NA,NA,NA,0.142,1.089,217.79999999999998,NA,NA,NA,Area might be incorrect 2015 weighing,NA,NA,NA,NA
NA,2015-08-20,3000,L,LO,LOCAL,Hypericum wightianum,4,2,NA,0.005,0.157,NA,NA,NA,NA,NA,0.157,1.747,349.40000000000003,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3000,L,LO,LOCAL,Lonicera tangutica,1,2,NA,0.005,0.136,NA,NA,NA,NA,NA,0.136,1.237,247.4,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3000,L,LO,LOCAL,Veronica laxa,4,5,NA,0.005,0.208,0.111,0.131,NA,NA,NA,0.15,1.672,334.4,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Aster asteroides,1,4,NA,0.005,0.22,NA,NA,NA,NA,NA,0.22,1.22,244,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Aster asteroides,5,3,NA,0.005,0.211,NA,NA,NA,NA,NA,0.211,1.313,262.59999999999997,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Calamagrostis lahulensis,2,5,NA,0.005,0.189,NA,NA,NA,NA,NA,0.189,1.283,256.59999999999997,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Epilobium fangii,5,2,NA,0.005,0.159,NA,NA,NA,NA,NA,0.159,1.246,249.2,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Hypericum wightianum,4,1,NA,0.005,0.139,NA,NA,NA,NA,NA,0.139,1.336,267.2,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Swertia macrosperma,2,2,NA,0.005,0.188,NA,NA,NA,NA,NA,0.188,NA,NA,NA,177,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3850,A,AO,LOCAL,Carex agglomerata,4,1,NA,0.005,0.214,NA,NA,NA,NA,NA,0.214,0.665,133,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3850,A,AO,LOCAL,Carex agglomerata,4,3,NA,0.005,0.187,NA,NA,NA,NA,NA,0.187,0.349,69.8,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,4100,H,HO,LOCAL,Salix souliei,4,1,NA,0.005,0.103,NA,NA,NA,NA,NA,0.103,0.667,133.4,NA,NA,NA,NA,NA,Area might be incorrect eaten cut white etc,NA,part of leaf too white
NA,2015-08-20,3850,A,AO,LOCAL,Halenia elliptica,3,4,NA,0.005,0.253,NA,NA,NA,NA,NA,0.253,1.161,232.2,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Clinopodium polycephalum,2,3,NA,0.00501,0.138,NA,NA,NA,NA,NA,0.138,1.679,335.1297405189621,NA,134,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3000,L,LO,LOCAL,Hypericum wightianum,3,2,NA,0.0051,0.11,NA,NA,NA,NA,NA,0.11,1.477,289.6078431372549,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3000,L,LO,LOCAL,Hypericum wightianum,3,3,NA,0.0051,0.114,NA,NA,NA,NA,NA,0.114,1.378,270.1960784313725,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3000,L,LO,LOCAL,Impatiens infirma,3,2,NA,0.0051,0.103,0.129,0.185,NA,NA,NA,0.139,3.121,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3000,L,LO,LOCAL,Poa sikkimensis,1,1,NA,0.0051,0.103,0.096,0.108,NA,NA,NA,0.10233333333333333,0.974,190.98039215686273,NA,NA,NA,NA,NA,Area might be incorrect eaten cut white etc,NA,leaf folded
NA,2015-08-20,3000,L,LO,LOCAL,Rubus fragarioides,3,1,NA,0.0051,0.082,0.078,0.083,NA,NA,NA,0.081,1.558,305.4901960784314,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3000,L,LO,LOCAL,Trifolium repens,1,5,NA,0.0051,0.154,NA,NA,NA,NA,NA,0.154,1.709,335.09803921568624,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Veronica szechuanica,4,3,NA,0.0051,0.249,NA,NA,NA,NA,NA,0.249,2.934,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3850,A,AO,LOCAL,Pedicularis sima,3,1,NA,0.0051,0.422,NA,NA,NA,NA,NA,0.422,1.1340000000000001,222.3529411764706,NA,194,NA,NA,NA,Area might be incorrect eaten cut white etc,NA,part too white
NA,2015-08-20,4100,H,HO,LOCAL,Aletris pauciflora,1,5,NA,0.0051,0.399,NA,NA,NA,NA,NA,0.399,1.208,236.8627450980392,NA,206,NA,NA,NA,NA,NA,NA
NA,2015-08-20,4100,H,HO,LOCAL,Salix souliei,5,5,NA,0.0051,0.197,NA,NA,0.222,0.072,0.308,0.19975,0.92,180.39215686274508,NA,NA,NA,NA,NA,Area might be incorrect eaten cut white etc,NA,part of leaf too white
NA,2015-08-20,3850,A,AO,LOCAL,Trisetum clarkei,1,1,NA,0.00511,0.241,NA,NA,NA,NA,NA,0.241,1.212,237.18199608610567,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Carpesium humile,2,5,NA,0.00515,0.263,NA,NA,NA,NA,NA,0.263,0.923,179.2233009708738,NA,129,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3000,L,LO,LOCAL,Lonicera tangutica,1,5,NA,0.0052,0.132,NA,NA,NA,NA,NA,0.132,1.47,282.6923076923077,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3000,L,LO,LOCAL,Polygonum runcinatum,1,5,NA,0.0052,0.365,0.452,NA,NA,NA,NA,0.4085,1.495,287.50000000000006,NA,114,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3000,L,LO,LOCAL,Thalictrum javanicum,2.1,3,NA,0.0052,0.187,NA,NA,NA,NA,NA,0.187,1.163,223.65384615384616,NA,NA,NA,NA,NA,NA,Wrong Ind number due to duplicate FileName,NA
NA,2015-08-20,3500,M,MO,LOCAL,Halenia elliptica,5,4,NA,0.0052,0.261,NA,NA,NA,NA,NA,0.261,1.252,240.76923076923077,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Impatiens infirma,1,5,NA,0.0052,0.191,NA,NA,NA,NA,NA,0.191,2.5,480.7692307692308,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Pedicularis sima,2,2,NA,0.0052,0.234,NA,NA,NA,NA,NA,0.234,1.381,265.5769230769231,NA,160,NA,NA,NA,Area might be incorrect eaten cut white etc,NA,part of leaf too white
NA,2015-08-20,3500,M,MO,LOCAL,Swertia macrosperma,1,4,NA,0.0052,0.153,NA,NA,NA,NA,NA,0.153,NA,NA,NA,176,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3850,A,AO,LOCAL,Saxifraga stellariifolia,4,1,NA,0.0052,0.382,NA,NA,NA,NA,NA,0.382,1.399,269.03846153846155,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3850,A,AO,LOCAL,Pyrethrum tatsienense,1,3,NA,0.0052,0.541,NA,NA,NA,NA,NA,0.541,0.755,145.1923076923077,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3850,A,AO,LOCAL,Veronica ciliata,1,5,NA,0.0052,0.242,NA,NA,NA,NA,NA,0.242,1.722,331.1538461538462,NA,NA,NA,NA,NA,Area might be incorrect eaten cut white etc,NA,part of leaf folded
NA,2015-08-20,4100,H,HO,LOCAL,Aletris pauciflora,2,2,NA,0.0052,0.311,NA,NA,NA,NA,NA,0.311,1.304,250.7692307692308,NA,207,NA,NA,NA,Area might be incorrect eaten cut white etc,NA,part of leaf too white
NA,2015-08-20,4100,H,HO,LOCAL,Anaphalis flavescens,2,5,NA,0.0052,0.308,NA,NA,NA,NA,NA,0.308,1.416,272.3076923076923,NA,209,NA,NA,NA,Area might be incorrect eaten cut white etc,NA,part too white
NA,2015-08-20,3850,A,AO,LOCAL,Halenia elliptica,3,1,NA,0.0052,0.29,NA,NA,NA,NA,NA,0.29,1.242,238.84615384615387,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3850,A,AO,LOCAL,Anaphalis nepalensis,4,2,NA,0.00523,0.615,NA,NA,NA,NA,NA,0.615,2.171,415.1051625239005,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Hypericum wightianum,2,4,NA,0.00525,0.07,NA,NA,NA,NA,NA,0.07,1.559,296.9523809523809,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3850,A,AO,LOCAL,Epilobium fangii,5,5,NA,0.00525,0.261,NA,NA,NA,NA,NA,0.261,1.208,230.09523809523807,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3000,L,LO,LOCAL,Glyceria tonglensis,1,3,NA,0.0053,0.193,0.208,0.199,0.181,0.194,0.196,0.19516666666666665,0.785,148.11320754716982,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3000,L,LO,LOCAL,Swertia macrosperma,5,2,NA,0.0053,0.237,0.175,NA,NA,NA,NA,0.206,NA,NA,NA,125,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Calamagrostis lahulensis,2,2,NA,0.0053,0.264,NA,NA,NA,NA,NA,0.264,1.3,245.28301886792454,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Gentiana yunnanensis,2,4,NA,0.0053,0.322,NA,NA,NA,NA,NA,0.322,1.214,229.0566037735849,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Pedicularis davidii,1,5,NA,0.0053,0.268,NA,NA,NA,NA,NA,0.268,1.36,256.6037735849057,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3850,A,AO,LOCAL,Carex agglomerata,5,2,NA,0.0053,0.358,NA,NA,NA,NA,NA,0.358,0.083,15.660377358490567,NA,NA,Wet mass might be incorrect Wet < Dry #zap,NA,NA,NA,NA,NA
NA,2015-08-20,3850,A,AO,LOCAL,Lonicera sp1,1,5,NA,0.0053,0.398,NA,NA,NA,NA,NA,0.398,0.499,94.15094339622641,NA,NA,NA,NA,NA,Area might be incorrect eaten cut white etc,NA,part of leaf too white
NA,2015-08-20,4100,H,HO,LOCAL,Polygonum macrophyllum,1,2,NA,0.0053,0.295,NA,NA,NA,NA,NA,0.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3850,A,AO,LOCAL,Halenia elliptica,5,4,0.0277,0.0053,0.401,NA,NA,NA,NA,NA,0.401,1.458,275.0943396226415,0.19133574007220217,NA,Wet mass might be too low,NA,NA,NA,NA,partly eaten
NA,2015-08-20,3500,M,MO,LOCAL,Hypericum wightianum,2,2,NA,0.00536,0.087,NA,NA,NA,NA,NA,0.087,1.59,296.64179104477614,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Hypericum wightianum,2,5,NA,0.00539,0.091,NA,NA,NA,NA,NA,0.091,1.917,355.6586270871985,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Artemisia flaccida,2,1,NA,0.0054,0.191,NA,NA,NA,NA,NA,0.191,1.188,219.99999999999997,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Gentiana yunnanensis,2,3,NA,0.0054,0.328,NA,NA,NA,NA,NA,0.328,1.297,240.18518518518516,NA,NA,NA,NA,NA,Area might be incorrect eaten cut white etc,NA,part of leaf too white
NA,2015-08-20,3500,M,MO,LOCAL,Hypericum wightianum,4,3,NA,0.0054,0.111,NA,NA,NA,NA,NA,0.111,1.414,261.85185185185185,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Prunella vulgaris,3,1,NA,0.0054,0.199,NA,NA,NA,NA,NA,0.199,1.539,284.99999999999994,NA,NA,NA,NA,NA,Area might be incorrect eaten cut white etc,NA,part of leaf too white
NA,2015-08-20,3850,A,AO,LOCAL,Ajania tenuifolia,2,1,NA,0.0054,0.242,NA,NA,NA,NA,NA,0.242,1.268,234.8148148148148,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3850,A,AO,LOCAL,Juncus himalensis,2,1,NA,0.0054,0.343,0.274,NA,NA,NA,NA,0.3085,1.4,259.25925925925924,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,4100,H,HO,LOCAL,Salix souliei,3,1,NA,0.0054,0.37,NA,NA,NA,NA,NA,0.37,0.924,171.11111111111111,NA,NA,NA,NA,NA,Area might be incorrect eaten cut white etc,NA,part of leaf too white
NA,2015-08-20,4100,H,HO,LOCAL,Anaphalis flavescens,3,4,NA,0.0054,0.339,NA,NA,NA,NA,NA,0.339,0.823,152.4074074074074,NA,210,NA,NA,NA,Area might be incorrect eaten cut white etc,NA,part too white
NA,2015-08-20,4100,H,HO,LOCAL,Kobresia cercostachys,1,1,0.024,0.0054,0.378,0.328,NA,NA,NA,NA,0.353,0.406,75.18518518518519,0.225,NA,Wet mass might be too low,NA,NA,NA,NA,brown
NA,2015-08-20,3500,M,MO,LOCAL,Hypericum wightianum,2,1,NA,0.00543,0.081,NA,NA,NA,NA,NA,0.081,1.714,315.6537753222836,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3000,L,LO,LOCAL,Swertia macrosperma,4,5,NA,0.0055,0.443,0.422,NA,NA,NA,NA,0.4325,NA,NA,NA,124,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3000,L,LO,LOCAL,Swertia macrosperma,5,3,NA,0.0055,0.112,0.216,NA,NA,NA,NA,0.164,NA,NA,NA,125,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3000,L,LO,LOCAL,Thalictrum javanicum,3.1,1,NA,0.0055,0.138,NA,NA,NA,NA,NA,0.138,1.671,303.81818181818187,NA,NA,NA,NA,NA,NA,Wrong Ind number due to duplicate FileName,NA
NA,2015-08-20,3000,L,LO,LOCAL,Thalictrum javanicum,3.1,2,NA,0.0055,0.135,NA,NA,NA,NA,NA,0.135,1.533,278.72727272727275,NA,NA,NA,NA,NA,NA,Wrong Ind number due to duplicate FileName,NA
NA,2015-08-20,3850,A,AO,LOCAL,Ajania tenuifolia,2,5,NA,0.0055,0.277,NA,NA,NA,NA,NA,0.277,1.171,212.90909090909093,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3850,A,AO,LOCAL,Pedicularis verticillata,4,3,NA,0.0055,0.492,NA,NA,NA,NA,NA,0.492,0.86,156.36363636363637,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3850,A,AO,LOCAL,Veronica ciliata,1,1,NA,0.0055,0.189,NA,NA,NA,NA,NA,0.189,2.152,391.2727272727273,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3850,A,AO,LOCAL,Halenia elliptica,3,2,NA,0.0055,0.445,NA,NA,NA,NA,NA,0.445,1.194,217.0909090909091,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3000,L,LO,LOCAL,Anaphalis nepalensis,2,5,NA,0.0056,0.342,0.196,0.26,NA,NA,NA,0.266,0.717,128.03571428571428,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Calamagrostis lahulensis,1,5,NA,0.0056,0.274,NA,NA,NA,NA,NA,0.274,0.718,128.21428571428572,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Microula sikkimensis,2,2,NA,0.0056,0.411,NA,NA,NA,NA,NA,0.411,1.901,339.4642857142857,NA,157,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Prunella vulgaris,1,1,NA,0.0056,0.297,NA,NA,NA,NA,NA,0.297,1.638,292.5,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Veronica szechuanica,2,5,NA,0.0056,0.15,NA,NA,NA,NA,NA,0.15,1.419,253.39285714285714,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3850,A,AO,LOCAL,Ajania tenuifolia,2,3,NA,0.0056,0.429,NA,NA,NA,NA,NA,0.429,1.248,222.85714285714286,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3850,A,AO,LOCAL,Carex agglomerata,2,1,NA,0.0056,0.247,NA,NA,NA,NA,NA,0.247,0.192,34.285714285714285,NA,NA,NA,NA,NA,NA,NA,
NA,2015-08-20,4100,H,HO,LOCAL,Pyrethrum tatsienense,3,2,NA,0.0056,0.56,0.55,0.37,NA,NA,NA,0.49333333333333335,0.992,177.14285714285714,NA,NA,NA,NA,NA,Area might be incorrect eaten cut white etc,NA,part too white
NA,2015-08-20,3000,L,LO,LOCAL,Elsholtzia sp,1,2,NA,0.0057,0.084,NA,NA,NA,NA,NA,0.084,1.9,333.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3000,L,LO,LOCAL,Epilobium fangii,1,4,NA,0.0057,0.334,0.352,NA,NA,NA,NA,0.34299999999999997,1.1,192.98245614035088,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3000,L,LO,LOCAL,Poa sikkimensis,2,1,NA,0.0057,0.081,0.108,0.113,NA,NA,NA,0.10066666666666667,1.676,294.03508771929825,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3000,L,LO,LOCAL,Polygonatum cirrhifolium,4,5,NA,0.0057,0.176,NA,NA,NA,NA,NA,0.176,1.919,336.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Calamagrostis lahulensis,1,3,NA,0.0057,0.266,NA,NA,NA,NA,NA,0.266,1.202,210.87719298245614,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Hemiphragma heterophyllum,2,3,NA,0.0057,0.13,NA,NA,NA,NA,NA,0.13,1.425,250,NA,142,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Hypericum wightianum,4,2,NA,0.0057,0.139,NA,NA,NA,NA,NA,0.139,1.285,225.43859649122805,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Hypericum wightianum,4,4,NA,0.0057,0.133,NA,NA,NA,NA,NA,0.133,1.286,225.6140350877193,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Pyrethrum tatsienense,1,3,NA,0.0057,0.358,NA,NA,NA,NA,NA,0.358,0.881,154.56140350877192,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Swertia macrosperma,5,5,NA,0.0057,0.245,NA,NA,NA,NA,NA,0.245,NA,NA,NA,180,NA,NA,NA,NA,NA,NA
NA,2015-08-20,4100,H,HO,LOCAL,Potentilla stenophylla,4,4,NA,0.0057,0.473,NA,NA,NA,NA,NA,0.473,0.921,161.57894736842104,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,4100,H,HO,LOCAL,Anaphalis flavescens,2,1,NA,0.0057,0.445,NA,NA,NA,NA,NA,0.445,1.769,310.3508771929824,NA,209,NA,NA,NA,NA,NA,NA
NA,2015-08-20,4100,H,HO,LOCAL,Rhododendron websterianum,2,4,NA,0.00579,0.356,NA,NA,NA,NA,NA,0.356,0.332,57.340241796200345,NA,226,Wet mass might be incorrect Wet < Dry #zap,NA,NA,NA,NA,NA
NA,2015-08-20,3000,L,LO,LOCAL,Arundinaria faberi,1,3,NA,0.0058,0.238,0.252,NA,NA,NA,NA,0.245,1.161,200.17241379310346,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3000,L,LO,LOCAL,Arundinaria faberi,2,1,NA,0.0058,0.128,0.138,NA,NA,NA,NA,0.133,1.135,195.6896551724138,NA,NA,NA,NA,NA,Area might be incorrect eaten cut white etc,NA,leaf folded
NA,2015-08-20,3000,L,LO,LOCAL,Elsholtzia sp,1,3,NA,0.0058,0.076,NA,NA,NA,NA,NA,0.076,1.991,343.2758620689656,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Clinopodium polycephalum,1,1,NA,0.0058,0.123,NA,NA,NA,NA,NA,0.123,1.343,231.55172413793105,NA,133,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Halenia elliptica,5,3,NA,0.0058,0.292,NA,NA,NA,NA,NA,0.292,2.441,420.86206896551727,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Hemiphragma heterophyllum,2,1,NA,0.0058,0.174,NA,NA,NA,NA,NA,0.174,1.398,241.0344827586207,NA,142,NA,NA,NA,Area might be incorrect eaten cut white etc,NA,part of leaf too white
NA,2015-08-20,3500,M,MO,LOCAL,Prunella vulgaris,2,5,NA,0.0058,0.235,NA,NA,NA,NA,NA,0.235,1.376,237.24137931034483,NA,NA,NA,NA,NA,Area might be incorrect eaten cut white etc,NA,part of leaf too white
NA,2015-08-20,3500,M,MO,LOCAL,Prunella vulgaris,4,4,NA,0.0058,0.247,NA,NA,NA,NA,NA,0.247,1.475,254.31034482758625,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3500,M,MO,LOCAL,Youngia racemifera,4,2,NA,0.0058,0.177,0.104,NA,NA,NA,NA,0.14049999999999999,1.06,182.7586206896552,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015-08-20,3850,A,AO,LOCAL,Polystichum frigidicola,3,2,NA,0.0058,0.685,NA,NA,NA,NA,NA,0.685,0.993,171.20689655172416,NA,NA,NA,NA,NA,NA,NA,NA
