site,plot,biomass,cover,height,n,speciesName,authority,genus,family
A,I-10,0.3006,1.8,10.933333333333334,3,Astragalus skythropos,Bunge,Astragalus,Fabaceae
A,I-10,7.3642,6,14.620000000000001,10,Bromus sinensis,Keng ex P. C. Keng,Bromus,Poaceae
A,I-10,16.3613,15,9.11,10,Carex laeta,Boott,Carex,Cyperaceae
A,I-10,0.4167,2.8,12.75,4,Codonopsis foetens,subsp. nervosa (Chipp) D. Y. Hong,Codonopsis,Campanulaceae
A,I-10,1.5195,2,20.333333333333332,6,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
A,I-10,0.0842,0.1,8,1,Festuca sp,,Festuca,Poaceae
A,I-10,1.2056,3,5.17,10,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
A,I-10,0.6912,2.5,8.32,5,Geranium pylzowianum,,Geranium,Geraniaceae
A,I-10,14.3012,30,13.21,10,Ligusticum scapiforme,H. Wolff,Ligusticum,Apiaceae
A,I-10,0.1642,1,11,2,Luzula multiflora,(Ehrhart) Lejeune,Luzula,Juncaceae
A,I-10,0.6832,1,17,4,Poa pratensis,,Poa,Poaceae
A,I-10,NA,0.4,1.9,1,Polygonatum cirrhifolium,(Wallich) Royle,Polygonatum,Asparagaceae
A,I-10,10.9998,18,15.71,10,Persicaria vivipara,Linnaeus,Polygonum,Polygonaceae
A,I-10,2.1852,4,5,1,Potentilla leuconota,D. Don,Potentilla,Rosaceae
A,I-10,1.0459,4,9.3,4,Saussurea hieracioides,J. D. Hooker,Saussurea,Asteraceae
A,I-10,0.5921,3,9.225,4,Taraxacum asiaticum,,Taraxacum,Asteraceae
A,I-10,0.5152,2.5,10.6,2,Unkown species17,,Unkown,NA
A,I-10,0.1209,0.8,5.533333333333333,3,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
A,I-10,0.0085,0.2,5.5,1,Viola biflora var. rockiana,(W. Becker) Y. S. Chen,Viola,Violaceae
A,I-11,0.187,1,5.6,1,Agrostis nervosa,Nees ex Trinius,Agrostis,Poaceae
A,I-11,0.7015,1.8,4.557142857142857,7,Aletris pauciflora,(Klotzsch) Handel-Mazzetti,Aletris,Nartheciaceae
A,I-11,0.6283,2,9.16,10,Allium cyaneum,,Allium,Amaryllidaceae
A,I-11,2.3192,3,15.25,4,Bromus sinensis,Keng ex P. C. Keng,Bromus,Poaceae
A,I-11,7.0985,7,7.23,10,Carex laeta,Boott,Carex,Cyperaceae
A,I-11,1.0992,2,16.333333333333332,6,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
A,I-11,0.2093,0.5,4.5,1,Festuca sp,,Festuca,Poaceae
A,I-11,0.3347,2,2.7285714285714286,7,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
A,I-11,0.0352,0.8,5.566666666666666,3,Gentiana crassula,Harry Smith,Gentiana,Gentianaceae
A,I-11,0.1046,1,6.533333333333333,3,Geranium pylzowianum,,Geranium,Geraniaceae
A,I-11,NA,0.2,2.9,1,Hemiphragma heterophyllum,Wallich,Hemiphragma,Plantaginaceae
A,I-11,0.1016,0.1,12,1,Juncus leucomelas,Royle ex D. Don,Juncus,Juncaceae
A,I-11,5.5942,12,10.14,10,Ligusticum scapiforme,H. Wolff,Ligusticum,Apiaceae
A,I-11,0.0492,0.1,5.2,1,Luzula multiflora,(Ehrhart) Lejeune,Luzula,Juncaceae
A,I-11,0.2248,1.1,11,1,Parasenecio latipes,(Franchet) Y. L. Chen,Parasenecio,Asteraceae
A,I-11,2.2978,5,19.9,10,Poa pratensis,,Poa,Poaceae
A,I-11,NA,0.8,5.2,1,Polygonatum cirrhifolium,(Wallich) Royle,Polygonatum,Asparagaceae
A,I-11,0.0672,1,4,1,Polygonum macrophyllum,D. Don,Polygonum,Polygonaceae
A,I-11,11.9682,35,11.38,10,Persicaria vivipara,Linnaeus,Polygonum,Polygonaceae
A,I-11,2.5288,5,5.84,10,Potentilla leuconota,D. Don,Potentilla,Rosaceae
A,I-11,0.0332,0.2,7.8,1,Ranunculus brotherusii var. tanguticus,(Maximowicz) Ovczinnikov,Ranunculus,Ranunculaceae
A,I-11,0.0641,1.2,5.6,2,Taraxacum asiaticum,,Taraxacum,Asteraceae
A,I-11,1.6645,5,11.216666666666667,6,Unkown species13,,Unkown,NA
A,I-11,0.0315,1,4.2,1,Viola biflora var. rockiana,(W. Becker) Y. S. Chen,Viola,Violaceae
A,I-12,0.1031,0.5,7,1,Agrostis nervosa,Nees ex Trinius,Agrostis,Poaceae
A,I-12,0.1174,0.2,7,1,Allium cyaneum,,Allium,Amaryllidaceae
A,I-12,0.3602,2,10.5,2,Astragalus skythropos,Bunge,Astragalus,Fabaceae
A,I-12,18.7999,15,26.4,10,Bromus sinensis,Keng ex P. C. Keng,Bromus,Poaceae
A,I-12,25.0711,25,22.05,10,Carex laeta,Boott,Carex,Cyperaceae
A,I-12,6.8271,8,23.52,10,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
A,I-12,0.2906,3,8.185714285714285,7,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
A,I-12,0.424,1,12,1,Festuca sp,,Festuca,Poaceae
A,I-12,1.4047,5,8.35,10,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
A,I-12,2.0798,5,15.93,10,Geranium pylzowianum,,Geranium,Geraniaceae
A,I-12,1.6732,4,3.9857142857142858,7,Hemiphragma heterophyllum,Wallich,Hemiphragma,Plantaginaceae
A,I-12,0.3353,0.5,11,1,Juncus leucomelas,Royle ex D. Don,Juncus,Juncaceae
A,I-12,0.7156,2.3,12,2,Pedicularis sima,Maximowicz,Pedicularis,Orobanchaceae
A,I-12,2.4902,2.5,15,1,Poa pratensis,,Poa,Poaceae
A,I-12,12.7481,26,19.47,10,Persicaria vivipara,Linnaeus,Polygonum,Polygonaceae
A,I-12,1.7456,3,10.742857142857142,7,Potentilla leuconota,D. Don,Potentilla,Rosaceae
A,I-12,0.0235,0.8,1,1,Ranunculus brotherusii var. tanguticus,(Maximowicz) Ovczinnikov,Ranunculus,Ranunculaceae
A,I-12,3.4392,6,18.166666666666668,3,Unkown species20,,Unkown,NA
A,I-12,0.1216,1,8.3,3,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
A,I-12,0.1916,2.5,8.733333333333333,6,Viola biflora var. rockiana,(W. Becker) Y. S. Chen,Viola,Violaceae
A,I-13,0.0312,0.3,2.3,1,Acanthocalyx nepalensis,(D. Don) M. J. Cannon,Acanthocalyx,NA
A,I-13,0.0245,0.2,3.6333333333333333,3,Allium prattii,C. H. Wright ex Hemsley,Allium,Amaryllidaceae
A,I-13,1.6084,1.5,13.5,2,Bromus sinensis,Keng ex P. C. Keng,Bromus,Poaceae
A,I-13,6.4763,6,12.57,10,Carex laeta,Boott,Carex,Cyperaceae
A,I-13,0.0045,0.1,5.6,1,Cerastium szechuense,F. N. Williams,Cerastium,Caryophyllaceae
A,I-13,0.0561,0.5,5,1,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
A,I-13,0.1768,1,6.6,5,Festuca sp,,Festuca,Poaceae
A,I-13,0.4593,1.5,3.388888888888889,9,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
A,I-13,0.0967,1,5.6,1,Geranium pylzowianum,,Geranium,Geraniaceae
A,I-13,0.0142,0.1,3.6,1,Halenia elliptica,D. Don,Halenia,Gentianaceae
A,I-13,0.1249,0.5,10.5,2,Juncus leucomelas,Royle ex D. Don,Juncus,Juncaceae
A,I-13,2.1701,9,7.2,10,Ligusticum scapiforme,H. Wolff,Ligusticum,Apiaceae
A,I-13,0.3244,1,17.36,10,Poa pratensis,,Poa,Poaceae
A,I-13,16.6084,22,11.81,10,Persicaria vivipara,Linnaeus,Polygonum,Polygonaceae
A,I-13,15.6792,30,13.72,10,Potentilla leuconota,D. Don,Potentilla,Rosaceae
A,I-13,NA,0.1,2.5,1,Ranunculus brotherusii var. tanguticus,(Maximowicz) Ovczinnikov,Ranunculus,Ranunculaceae
A,I-13,0.0289,0.3,2,1,Pyrethrum tatsienense,(Bureau & Franchet) K. Bremer & Humphries,Tanacetum,Asteraceae
A,I-13,5.2254,10,5.84,10,Taraxacum asiaticum,,Taraxacum,Asteraceae
A,I-14,0.0592,0.3,15,1,Allium cyaneum,,Allium,Amaryllidaceae
A,I-14,1.6672,2.5,26.5,1,Berberis sp,,Berberidaceae,NA
A,I-14,6.2025,6,15.65,10,Bromus sinensis,Keng ex P. C. Keng,Bromus,Poaceae
A,I-14,15.0351,16,30.55,10,Carex laeta,Boott,Carex,Cyperaceae
A,I-14,11.934,14,31.52,10,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
A,I-14,0.0528,0.5,8.85,2,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
A,I-14,1.4846,4,8.76,10,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
A,I-14,4.2174,9,15.92,10,Geranium pylzowianum,,Geranium,Geraniaceae
A,I-14,0.0364,0.5,8,1,Hemiphragma heterophyllum,Wallich,Hemiphragma,Plantaginaceae
A,I-14,0.0457,0.1,12,1,Juncus leucomelas,Royle ex D. Don,Juncus,Juncaceae
A,I-14,0.2073,2,13,1,Ligusticum scapiforme,H. Wolff,Ligusticum,Apiaceae
A,I-14,9.2304,10,32.625,4,Poa pratensis,,Poa,Poaceae
A,I-14,NA,0.5,5.6,1,Polygonatum cirrhifolium,(Wallich) Royle,Polygonatum,Asparagaceae
A,I-14,2.665,6,18.46,5,Persicaria vivipara,Linnaeus,Polygonum,Polygonaceae
A,I-14,36.5613,50,20.01,10,Potentilla leuconota,D. Don,Potentilla,Rosaceae
A,I-14,0.1088,0.3,12,1,Rhodiola yunnanensis,(Franchet) S. H. Fu,Rhodiola,Crassulaceae
A,I-14,0.5615,1.2,12,1,Saussurea hieracioides,J. D. Hooker,Saussurea,Asteraceae
A,I-14,10.3882,20,29.31,10,Unkown species14,,Unkown,NA
A,I-15,0.2364,1.8,17.4625,8,Allium cyaneum,,Allium,Amaryllidaceae
A,I-15,0.3154,1,16,2,Astragalus skythropos,Bunge,Astragalus,Fabaceae
A,I-15,20.4501,10,23.05,10,Carex laeta,Boott,Carex,Cyperaceae
A,I-15,0.0838,0.8,12,1,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
A,I-15,0.676,1.8,13.3375,8,Festuca sp,,Festuca,Poaceae
A,I-15,0.9098,2,7.6875,8,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
A,I-15,0.4974,1.2,11.011111111111111,9,Geranium pylzowianum,,Geranium,Geraniaceae
A,I-15,NA,0.1,1.2,1,Hemiphragma heterophyllum,Wallich,Hemiphragma,Plantaginaceae
A,I-15,0.5244,1,15,1,Juncus leucomelas,Royle ex D. Don,Juncus,Juncaceae
A,I-15,14.8972,18,17.88,10,Ligusticum scapiforme,H. Wolff,Ligusticum,Apiaceae
A,I-15,0.7051,0.8,10,1,Luzula multiflora,(Ehrhart) Lejeune,Luzula,Juncaceae
A,I-15,1.5951,4,29.6,5,Pedicularis mussotii var. lophocentra,(Handel-Mazzetti) H. L. Li,Pedicularis,Orobanchaceae
A,I-15,22.2551,30,21.4,10,Persicaria vivipara,Linnaeus,Polygonum,Polygonaceae
A,I-15,3.0286,3,12.07,10,Potentilla leuconota,D. Don,Potentilla,Rosaceae
A,I-15,0.1258,1.1,13.65,2,Rhodiola yunnanensis,(Franchet) S. H. Fu,Rhodiola,Crassulaceae
A,I-15,0.0665,1,9.233333333333334,3,Taraxacum asiaticum,,Taraxacum,Asteraceae
A,I-15,3.0021,4,16.733333333333334,6,Unkown species15,,Unkown,NA
A,I-15,0.0881,0.8,13,1,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
A,I-15,0.0986,2,7.04,10,Viola biflora var. rockiana,(W. Becker) Y. S. Chen,Viola,Violaceae
A,I-16,0.3178,1,12,1,Agrostis nervosa,Nees ex Trinius,Agrostis,Poaceae
A,I-16,1.2742,3,17.675,4,Allium cyaneum,,Allium,Amaryllidaceae
A,I-16,7.4296,7,23.75,2,Bromus sinensis,Keng ex P. C. Keng,Bromus,Poaceae
A,I-16,13.2586,13,22.34,10,Carex laeta,Boott,Carex,Cyperaceae
A,I-16,0.4478,0.5,15,1,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
A,I-16,0.3404,2,9.475,4,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
A,I-16,3.2044,10,12.04,10,Geranium pylzowianum,,Geranium,Geraniaceae
A,I-16,0.0417,0.8,9.1,1,Hemiphragma heterophyllum,Wallich,Hemiphragma,Plantaginaceae
A,I-16,2.2259,2,24.22222222222222,9,Juncus leucomelas,Royle ex D. Don,Juncus,Juncaceae
A,I-16,3.053,13,19,3,Ligusticum scapiforme,H. Wolff,Ligusticum,Apiaceae
A,I-16,0.5174,2,15.7,2,Pedicularis davidii,Franchet,Pedicularis,Orobanchaceae
A,I-16,1.8926,2,27.45,10,Poa pratensis,,Poa,Poaceae
A,I-16,18.539,35,21.25,10,Persicaria vivipara,Linnaeus,Polygonum,Polygonaceae
A,I-16,3.9165,8,13.36,10,Potentilla leuconota,D. Don,Potentilla,Rosaceae
A,I-16,0.0354,0.6,8,1,Rhodiola yunnanensis,(Franchet) S. H. Fu,Rhodiola,Crassulaceae
A,I-16,0.0651,1.8,12,1,Taraxacum asiaticum,,Taraxacum,Asteraceae
A,I-16,0.0631,0.8,7.2,1,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
A,I-16,NA,0.2,3.85,2,Viola biflora var. rockiana,(W. Becker) Y. S. Chen,Viola,Violaceae
A,I-17,1.4989,7,7.975,4,Acanthocalyx nepalensis,(D. Don) M. J. Cannon,Acanthocalyx,NA
A,I-17,6.6509,4,25,2,Bromus sinensis,Keng ex P. C. Keng,Bromus,Poaceae
A,I-17,14.1138,15,18.77,10,Carex laeta,Boott,Carex,Cyperaceae
A,I-17,0.6048,1.5,8,1,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
A,I-17,0.1212,0.8,5.5,2,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
A,I-17,0.1267,1.2,3.875,4,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
A,I-17,0.1067,4,11.375,4,Geranium pylzowianum,,Geranium,Geraniaceae
A,I-17,1.0881,3,7.42,10,Hemiphragma heterophyllum,Wallich,Hemiphragma,Plantaginaceae
A,I-17,0.0125,0.2,10.475,4,Juncus sp,,Juncus,Juncaceae
A,I-17,3.1197,6,10.33,10,Ligusticum scapiforme,H. Wolff,Ligusticum,Apiaceae
A,I-17,0.1496,1,13,1,Luzula multiflora,(Ehrhart) Lejeune,Luzula,Juncaceae
A,I-17,1.8836,5,11.7875,8,Pedicularis mussotii var. lophocentra,(Handel-Mazzetti) H. L. Li,Pedicularis,Orobanchaceae
A,I-17,0.1644,2.5,5,5,Polygonatum cirrhifolium,(Wallich) Royle,Polygonatum,Asparagaceae
A,I-17,16.3129,33,14.91,10,Persicaria vivipara,Linnaeus,Polygonum,Polygonaceae
A,I-17,0.2391,1,5,1,Potentilla leuconota,D. Don,Potentilla,Rosaceae
A,I-17,NA,0.5,3.433333333333333,3,Rhodiola yunnanensis,(Franchet) S. H. Fu,Rhodiola,Crassulaceae
A,I-17,0.1875,0.8,2,1,Saussurea graminea,,Saussurea,Asteraceae
A,I-17,0.1517,1.2,5.225,4,Pyrethrum tatsienense,(Bureau & Franchet) K. Bremer & Humphries,Tanacetum,Asteraceae
A,I-17,NA,0.2,4,1,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
A,I-18,0.7642,0.5,11,1,Agrostis nervosa,Nees ex Trinius,Agrostis,Poaceae
A,I-18,0.0991,1,1.5,2,Allium cyaneum,,Allium,Amaryllidaceae
A,I-18,0.2942,1,9.75,2,Artemisia flaccida,Handel-Mazzetti,Artemisia,Asteraceae
A,I-18,0.6732,2.5,12,2,Astragalus skythropos,Bunge,Astragalus,Fabaceae
A,I-18,2.4579,5,14.75,4,Berberis sp,,Berberidaceae,NA
A,I-18,0.6981,3,23,2,Bromus sinensis,Keng ex P. C. Keng,Bromus,Poaceae
A,I-18,11.8371,10,16.18,10,Carex laeta,Boott,Carex,Cyperaceae
A,I-18,0.5113,2.5,7.800000000000001,2,Codonopsis foetens,subsp. nervosa (Chipp) D. Y. Hong,Codonopsis,Campanulaceae
A,I-18,1.1355,1.8,14,5,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
A,I-18,0.4922,1.5,5.8,5,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
A,I-18,0.0696,0.8,4.52,5,Gentiana crassula,Harry Smith,Gentiana,Gentianaceae
A,I-18,0.0722,1,6.733333333333333,3,Geranium pylzowianum,,Geranium,Geraniaceae
A,I-18,0.3864,0.9,10,1,Hemiphragma heterophyllum,Wallich,Hemiphragma,Plantaginaceae
A,I-18,10.0984,12,14.19,10,Ligusticum scapiforme,H. Wolff,Ligusticum,Apiaceae
A,I-18,NA,0.8,6.9,1,Polygonatum cirrhifolium,(Wallich) Royle,Polygonatum,Asparagaceae
A,I-18,8.5547,20,12.97,10,Persicaria vivipara,Linnaeus,Polygonum,Polygonaceae
A,I-18,9.7216,25,12.8,10,Potentilla leuconota,D. Don,Potentilla,Rosaceae
A,I-18,NA,1.5,2.82,10,Rhodiola yunnanensis,(Franchet) S. H. Fu,Rhodiola,Crassulaceae
A,I-18,2.003,6,6.93,10,Saussurea hieracioides,J. D. Hooker,Saussurea,Asteraceae
A,I-18,0.4331,2,6.24,10,Pyrethrum tatsienense,(Bureau & Franchet) K. Bremer & Humphries,Tanacetum,Asteraceae
A,I-18,3.2784,10,7.86,10,Taraxacum asiaticum,,Taraxacum,Asteraceae
A,I-18,NA,1.8,2.325,4,Viola biflora var. rockiana,(W. Becker) Y. S. Chen,Viola,Violaceae
A,I-19,0.2264,1,6.64,5,Allium cyaneum,,Allium,Amaryllidaceae
A,I-19,16.3645,15,23.61,10,Bromus sinensis,Keng ex P. C. Keng,Bromus,Poaceae
A,I-19,NA,3,26,2,Carex capilliculmis,S. R. Zhang,Carex,Cyperaceae
A,I-19,20.5942,20,24.55,10,Carex laeta,Boott,Carex,Cyperaceae
A,I-19,NA,0.2,6.7,1,Cerastium szechuense,F. N. Williams,Cerastium,Caryophyllaceae
A,I-19,0.6639,2,14.383333333333333,6,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
A,I-19,0.5838,2,7.38,5,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
A,I-19,2.2383,7,14.73,10,Geranium pylzowianum,,Geranium,Geraniaceae
A,I-19,0.4374,1.3,6.1,3,Hemiphragma heterophyllum,Wallich,Hemiphragma,Plantaginaceae
A,I-19,2.7332,5,22.66,10,Juncus leucomelas,Royle ex D. Don,Juncus,Juncaceae
A,I-19,11.3512,20,21.571428571428573,7,Ligusticum scapiforme,H. Wolff,Ligusticum,Apiaceae
A,I-19,0.1009,1,15.2,1,Parasenecio latipes,(Franchet) Y. L. Chen,Parasenecio,Asteraceae
A,I-19,4.4323,5,22.63,10,Poa pratensis,,Poa,Poaceae
A,I-19,11.8559,26,20.62,10,Persicaria vivipara,Linnaeus,Polygonum,Polygonaceae
A,I-19,1.8506,3.2,15.9,4,Potentilla leuconota,D. Don,Potentilla,Rosaceae
A,I-19,NA,0.2,4.2,1,Ranunculus brotherusii var. tanguticus,(Maximowicz) Ovczinnikov,Ranunculus,Ranunculaceae
A,I-19,0.0052,0.2,4.5,1,Taraxacum asiaticum,,Taraxacum,Asteraceae
A,I-19,0.5714,2,11.875,8,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
A,I-2,0.0547,0.8,7,1,Acanthocalyx nepalensis,(D. Don) M. J. Cannon,Acanthocalyx,NA
A,I-2,0.5101,2,13.1,7,Allium cyaneum,,Allium,Amaryllidaceae
A,I-2,0.3011,2,5.5,1,Anaphalis flavescens,Handel-Mazzetti,Anaphalis,Asteraceae
A,I-2,1.3341,4,10.4,2,Berberis sp,,Berberidaceae,NA
A,I-2,4.449699999999999,8,17.92,10,Carex laeta,Boott,Carex,Cyperaceae
A,I-2,0.0582,0.2,7.4,1,Cerastium szechuense,F. N. Williams,Cerastium,Caryophyllaceae
A,I-2,5.3105,5,13.66,10,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
A,I-2,0.7347,3,10.92,10,Festuca sp,,Festuca,Poaceae
A,I-2,0.3662,2,4.2,5,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
A,I-2,0.1915,3.2,8.825,4,Geranium pylzowianum,,Geranium,Geraniaceae
A,I-2,0.1968,1.2,7.15,2,Hemiphragma heterophyllum,Wallich,Hemiphragma,Plantaginaceae
A,I-2,7.7351,3,13.45,10,Juncus leucomelas,Royle ex D. Don,Juncus,Juncaceae
A,I-2,0.8573,0.5,15.28,10,Juncus sp,,Juncus,Juncaceae
A,I-2,1.0996999999999995,8,12.77,10,Ligusticum scapiforme,H. Wolff,Ligusticum,Apiaceae
A,I-2,4.6497,23,17.3375,8,Parasenecio latipes,(Franchet) Y. L. Chen,Parasenecio,Asteraceae
A,I-2,0.9911,7,7.55,10,Pedicularis davidii,Franchet,Pedicularis,Orobanchaceae
A,I-2,0.1296,2,15.5,2,Poa pratensis,,Poa,Poaceae
A,I-2,4.1597,11,17.97,10,Persicaria vivipara,Linnaeus,Polygonum,Polygonaceae
A,I-2,22.4947,20,13.87,10,Potentilla leuconota,D. Don,Potentilla,Rosaceae
A,I-2,0.5782,4,8.99,10,Ranunculus brotherusii var. tanguticus,(Maximowicz) Ovczinnikov,Ranunculus,Ranunculaceae
A,I-2,0.1001,0.5,9.35,2,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
A,I-20,0.681,2,7,1,Allium cyaneum,,Allium,Amaryllidaceae
A,I-20,0.3244,1,15.5,2,Allium prattii,C. H. Wright ex Hemsley,Allium,Amaryllidaceae
A,I-20,9.0769,8,15,1,Bromus sinensis,Keng ex P. C. Keng,Bromus,Poaceae
A,I-20,13.2846,13,16.46,10,Carex laeta,Boott,Carex,Cyperaceae
A,I-20,0.6223,1,24,1,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
A,I-20,NA,0.1,4.5,2,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
A,I-20,0.0749,0.5,5.1,1,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
A,I-20,0.8471,4,7.955555555555556,9,Geranium pylzowianum,,Geranium,Geraniaceae
A,I-20,3.3168,5,7.61,10,Hemiphragma heterophyllum,Wallich,Hemiphragma,Plantaginaceae
A,I-20,0.7226,4,18.53,10,Juncus leucomelas,Royle ex D. Don,Juncus,Juncaceae
A,I-20,0.5882,1,14.942857142857143,7,Juncus sp,,Juncus,Juncaceae
A,I-20,6.2144,16,11.457142857142857,7,Ligusticum scapiforme,H. Wolff,Ligusticum,Apiaceae
A,I-20,0.3665,0.8,18,1,Luzula multiflora,(Ehrhart) Lejeune,Luzula,Juncaceae
A,I-20,0.5614,1.5,19.4,10,Poa pratensis,,Poa,Poaceae
A,I-20,0.2678,1.8,7.7,3,Polygonatum cirrhifolium,(Wallich) Royle,Polygonatum,Asparagaceae
A,I-20,12.5428,30,15.99,10,Persicaria vivipara,Linnaeus,Polygonum,Polygonaceae
A,I-20,10.854,20,12.67,10,Potentilla leuconota,D. Don,Potentilla,Rosaceae
A,I-20,NA,0.2,2.5,1,Rhodiola yunnanensis,(Franchet) S. H. Fu,Rhodiola,Crassulaceae
A,I-20,0.1467,0.8,4.75,2,Pyrethrum tatsienense,(Bureau & Franchet) K. Bremer & Humphries,Tanacetum,Asteraceae
A,I-20,0.4631,5,8.2,1,Taraxacum asiaticum,,Taraxacum,Asteraceae
A,I-20,0.0776,1.2,5.6,1,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
A,I-20,0.0654,1,8.1,1,Viola biflora var. rockiana,(W. Becker) Y. S. Chen,Viola,Violaceae
A,I-3,15.549699999999998,11,18.51,10,Carex laeta,Boott,Carex,Cyperaceae
A,I-3,0.5821,0.8,5.6,1,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
A,I-3,4.4623,5,10.15,10,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
A,I-3,0.3872,4.5,2.81,10,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
A,I-3,0.0491,2,6.7,5,Geranium pylzowianum,,Geranium,Geraniaceae
A,I-3,2.9414,16,7.08,10,Hemiphragma heterophyllum,Wallich,Hemiphragma,Plantaginaceae
A,I-3,6.2625,3,17.2,10,Juncus leucomelas,Royle ex D. Don,Juncus,Juncaceae
A,I-3,0.5273,7,6.76,10,Pedicularis davidii,Franchet,Pedicularis,Orobanchaceae
A,I-3,0.6907,0.2,8.9,1,Pedicularis mussotii var. lophocentra,(Handel-Mazzetti) H. L. Li,Pedicularis,Orobanchaceae
A,I-3,0.6193000000000001,5,21.154545454545456,11,Poa pratensis,,Poa,Poaceae
A,I-3,0.1251,2,6.5,1,Polygonum macrophyllum,D. Don,Polygonum,Polygonaceae
A,I-3,2.6992,12,9.67,10,Persicaria vivipara,Linnaeus,Polygonum,Polygonaceae
A,I-3,11.959699999999998,15,11.05,10,Potentilla leuconota,D. Don,Potentilla,Rosaceae
A,I-3,NA,0.1,1.6,1,Ranunculus brotherusii var. tanguticus,(Maximowicz) Ovczinnikov,Ranunculus,Ranunculaceae
A,I-3,NA,0.1,3.4,1,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
A,I-4,1.1753,0.1,10.975,4,Agrostis nervosa,Nees ex Trinius,Agrostis,Poaceae
A,I-4,0.3522,2.2,3.4,4,Anaphalis flavescens,Handel-Mazzetti,Anaphalis,Asteraceae
A,I-4,0.1169,0.6,5.6,1,Cerastium szechuense,F. N. Williams,Cerastium,Caryophyllaceae
A,I-4,6.0505,8,5.88,10,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
A,I-4,0.0108,0.2,2.3,1,Geranium pylzowianum,,Geranium,Geraniaceae
A,I-4,0.3001,1.5,7.5,2,Halenia elliptica,D. Don,Halenia,Gentianaceae
A,I-4,9.8667,13,4.84,10,Hemiphragma heterophyllum,Wallich,Hemiphragma,Plantaginaceae
A,I-4,5.694,6,12.39,10,Juncus leucomelas,Royle ex D. Don,Juncus,Juncaceae
A,I-4,0.6155,4,5.4,2,Ligusticum scapiforme,H. Wolff,Ligusticum,Apiaceae
A,I-4,1.1004,1.5,4.5,1,Luzula multiflora,(Ehrhart) Lejeune,Luzula,Juncaceae
A,I-4,0.0121,0.2,6.2,1,Pedicularis mussotii var. lophocentra,(Handel-Mazzetti) H. L. Li,Pedicularis,Orobanchaceae
A,I-4,1.4105,0.5,19.5,2,Poa pratensis,,Poa,Poaceae
A,I-4,8.7208,12,6.32,10,Potentilla leuconota,D. Don,Potentilla,Rosaceae
A,I-4,2.767,18,4.76,10,Ranunculus brotherusii var. tanguticus,(Maximowicz) Ovczinnikov,Ranunculus,Ranunculaceae
A,I-4,0.0846,1.2,1.7333333333333334,6,Taraxacum asiaticum,,Taraxacum,Asteraceae
A,I-4,0.4514,1.8,4.6,6,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
A,I-5,0.5052,4,6.5200000000000005,5,Anaphalis flavescens,Handel-Mazzetti,Anaphalis,Asteraceae
A,I-5,7.7597,5.2,14.49,10,Carex laeta,Boott,Carex,Cyperaceae
