id,date,project,aspect,site_id,elevation_m_asl,plot_id,plant_id,species,traits,value,unit,problem_flag
ECH6704,2023-12-05,TS,east,1,2000,5,1,Helichrysum pilosellum,leaf_area,10.079,cm2,NA
ECH6704,2023-12-05,TS,east,1,2000,5,1,Helichrysum pilosellum,leaf_thickness,0.5276666666666666,mm,NA
ECH6704,2023-12-05,TS,east,1,2000,5,1,Helichrysum pilosellum,sla,123.06471306471308,cm2 g-1,NA
ECH6704,2023-12-05,TS,east,1,2000,5,1,Helichrysum pilosellum,ldmc,0.2275,g g-1,NA
EPD8671,2023-12-05,T,east,1,2000,3,3,Helichrysum pilosellum,veg_height,10.5,cm,NA
EPD8671,2023-12-05,T,east,1,2000,3,3,Helichrysum pilosellum,wet_mass,0.6752,g,NA
EPD8671,2023-12-05,T,east,1,2000,3,3,Helichrysum pilosellum,dry_mass,0.1793,g,NA
EPD8671,2023-12-05,T,east,1,2000,3,3,Helichrysum pilosellum,leaf_area,17.391,cm2,NA
EPD8671,2023-12-05,T,east,1,2000,3,3,Helichrysum pilosellum,leaf_thickness,0.4083333333333333,mm,NA
EPD8671,2023-12-05,T,east,1,2000,3,3,Helichrysum pilosellum,sla,96.99386503067484,cm2 g-1,NA
EPD8671,2023-12-05,T,east,1,2000,3,3,Helichrysum pilosellum,ldmc,0.26555094786729855,g g-1,NA
EMR4941,2023-12-05,T,east,1,2000,4,2,Helichrysum pilosellum,veg_height,8.6,cm,NA
EMR4941,2023-12-05,T,east,1,2000,4,2,Helichrysum pilosellum,rep_height,5.4,cm,NA
EMR4941,2023-12-05,T,east,1,2000,4,2,Helichrysum pilosellum,wet_mass,0.2247,g,NA
EMR4941,2023-12-05,T,east,1,2000,4,2,Helichrysum pilosellum,dry_mass,0.0653,g,NA
EMR4941,2023-12-05,T,east,1,2000,4,2,Helichrysum pilosellum,leaf_area,7.368,cm2,NA
EMR4941,2023-12-05,T,east,1,2000,4,2,Helichrysum pilosellum,leaf_thickness,0.485,mm,NA
EMR4941,2023-12-05,T,east,1,2000,4,2,Helichrysum pilosellum,sla,112.83307810107199,cm2 g-1,NA
EMR4941,2023-12-05,T,east,1,2000,4,2,Helichrysum pilosellum,ldmc,0.29060970182465506,g g-1,NA
EOD3204,2023-12-05,T,east,1,2000,4,3,Helichrysum pilosellum,veg_height,0.6,cm,NA
EOD3204,2023-12-05,T,east,1,2000,4,3,Helichrysum pilosellum,wet_mass,0.1414,g,NA
EOD3204,2023-12-05,T,east,1,2000,4,3,Helichrysum pilosellum,dry_mass,0.0325,g,NA
EOD3204,2023-12-05,T,east,1,2000,4,3,Helichrysum pilosellum,leaf_area,3.833,cm2,NA
EOD3204,2023-12-05,T,east,1,2000,4,3,Helichrysum pilosellum,leaf_thickness,0.778,mm,NA
EOD3204,2023-12-05,T,east,1,2000,4,3,Helichrysum pilosellum,sla,117.93846153846154,cm2 g-1,NA
EOD3204,2023-12-05,T,east,1,2000,4,3,Helichrysum pilosellum,ldmc,0.22984441301272984,g g-1,NA
EZM1274,2023-12-05,T,west,1,2000,3,1,Hermannia woodii,veg_height,1.1,cm,NA
EZM1274,2023-12-05,T,west,1,2000,3,1,Hermannia woodii,wet_mass,0.014933333333333333,g,NA
EZM1274,2023-12-05,T,west,1,2000,3,1,Hermannia woodii,dry_mass,0.004366666666666667,g,NA
EZM1274,2023-12-05,T,west,1,2000,3,1,Hermannia woodii,leaf_area,0.6763333333333333,cm2,NA
EZM1274,2023-12-05,T,west,1,2000,3,1,Hermannia woodii,leaf_thickness,0.21666666666666667,mm,NA
EZM1274,2023-12-05,T,west,1,2000,3,1,Hermannia woodii,sla,154.8854961832061,cm2 g-1,NA
EZM1274,2023-12-05,T,west,1,2000,3,1,Hermannia woodii,ldmc,0.2924107142857143,g g-1,NA
DPJ3885,2023-12-06,T,west,2,2200,3,2,Hermannia woodii,veg_height,2.1,cm,NA
DPJ3885,2023-12-06,T,west,2,2200,3,2,Hermannia woodii,wet_mass,0.0425,g,NA
DPJ3885,2023-12-06,T,west,2,2200,3,2,Hermannia woodii,dry_mass,0.0115,g,NA
DPJ3885,2023-12-06,T,west,2,2200,3,2,Hermannia woodii,leaf_area,2.27,cm2,NA
DPJ3885,2023-12-06,T,west,2,2200,3,2,Hermannia woodii,leaf_thickness,0.31966666666666665,mm,NA
DPJ3885,2023-12-06,T,west,2,2200,3,2,Hermannia woodii,sla,197.3913043478261,cm2 g-1,NA
DPJ3885,2023-12-06,T,west,2,2200,3,2,Hermannia woodii,ldmc,0.27058823529411763,g g-1,NA
EYC2542,2023-12-03,T,west,1,2000,2,1,Heteropogon contortus,veg_height,6.4,cm,NA
EYC2542,2023-12-03,T,west,1,2000,2,1,Heteropogon contortus,rep_height,11.5,cm,NA
EYC2542,2023-12-03,T,west,1,2000,2,1,Heteropogon contortus,wet_mass,0.0143,g,NA
EYC2542,2023-12-03,T,west,1,2000,2,1,Heteropogon contortus,dry_mass,0.0056,g,NA
EYC2542,2023-12-03,T,west,1,2000,2,1,Heteropogon contortus,leaf_area,1.1855,cm2,NA
EYC2542,2023-12-03,T,west,1,2000,2,1,Heteropogon contortus,leaf_thickness,0.194,mm,NA
EYC2542,2023-12-03,T,west,1,2000,2,1,Heteropogon contortus,sla,211.69642857142858,cm2 g-1,NA
EYC2542,2023-12-03,T,west,1,2000,2,1,Heteropogon contortus,ldmc,0.3916083916083916,g g-1,NA
ETX9669,2023-12-03,T,west,1,2000,2,2,Heteropogon contortus,veg_height,5.5,cm,NA
ETX9669,2023-12-03,T,west,1,2000,2,2,Heteropogon contortus,wet_mass,0.016166666666666666,g,NA
ETX9669,2023-12-03,T,west,1,2000,2,2,Heteropogon contortus,dry_mass,0.0057666666666666665,g,NA
ETX9669,2023-12-03,T,west,1,2000,2,2,Heteropogon contortus,leaf_area,1.0986666666666667,cm2,NA
ETX9669,2023-12-03,T,west,1,2000,2,2,Heteropogon contortus,leaf_thickness,0.233,mm,NA
ETX9669,2023-12-03,T,west,1,2000,2,2,Heteropogon contortus,sla,190.52023121387285,cm2 g-1,NA
ETX9669,2023-12-03,T,west,1,2000,2,2,Heteropogon contortus,ldmc,0.35670103092783506,g g-1,NA
EYF3102,2023-12-03,T,west,1,2000,2,3,Heteropogon contortus,veg_height,5.6,cm,NA
EYF3102,2023-12-03,T,west,1,2000,2,3,Heteropogon contortus,wet_mass,0.0206,g,NA
EYF3102,2023-12-03,T,west,1,2000,2,3,Heteropogon contortus,dry_mass,0.0074,g,NA
EYF3102,2023-12-03,T,west,1,2000,2,3,Heteropogon contortus,leaf_area,1.6,cm2,NA
EYF3102,2023-12-03,T,west,1,2000,2,3,Heteropogon contortus,leaf_thickness,0.10833333333333334,mm,NA
EYF3102,2023-12-03,T,west,1,2000,2,3,Heteropogon contortus,sla,216.21621621621622,cm2 g-1,NA
EYF3102,2023-12-03,T,west,1,2000,2,3,Heteropogon contortus,ldmc,0.3592233009708738,g g-1,NA
ESB1070,2023-12-05,T,east,1,2000,5,1,Heteropogon contortus,veg_height,6,cm,NA
ESB1070,2023-12-05,T,east,1,2000,5,1,Heteropogon contortus,rep_height,19,cm,NA
ESB1070,2023-12-05,T,east,1,2000,5,1,Heteropogon contortus,wet_mass,0.014583333333333332,g,NA
ESB1070,2023-12-05,T,east,1,2000,5,1,Heteropogon contortus,dry_mass,0.0052,g,NA
ESB1070,2023-12-05,T,east,1,2000,5,1,Heteropogon contortus,leaf_area,0.9871666666666666,cm2,NA
ESB1070,2023-12-05,T,east,1,2000,5,1,Heteropogon contortus,leaf_thickness,0.145,mm,NA
ESB1070,2023-12-05,T,east,1,2000,5,1,Heteropogon contortus,sla,189.8397435897436,cm2 g-1,NA
ESB1070,2023-12-05,T,east,1,2000,5,1,Heteropogon contortus,ldmc,0.3565714285714286,g g-1,NA
ESV6969,2023-12-05,T,east,1,2000,5,2,Heteropogon contortus,veg_height,8,cm,NA
ESV6969,2023-12-05,T,east,1,2000,5,2,Heteropogon contortus,wet_mass,0.0159,g,NA
ESV6969,2023-12-05,T,east,1,2000,5,2,Heteropogon contortus,dry_mass,0.0069,g,NA
ESV6969,2023-12-05,T,east,1,2000,5,2,Heteropogon contortus,leaf_area,1.2886666666666666,cm2,NA
ESV6969,2023-12-05,T,east,1,2000,5,2,Heteropogon contortus,leaf_thickness,0.12733333333333335,mm,NA
ESV6969,2023-12-05,T,east,1,2000,5,2,Heteropogon contortus,sla,186.76328502415458,cm2 g-1,NA
ESV6969,2023-12-05,T,east,1,2000,5,2,Heteropogon contortus,ldmc,0.43396226415094336,g g-1,NA
EMG3940,2023-12-05,T,west,1,2000,5,1,Heteropogon contortus,veg_height,8,cm,NA
EMG3940,2023-12-05,T,west,1,2000,5,1,Heteropogon contortus,rep_height,26,cm,NA
EMG3940,2023-12-05,T,west,1,2000,5,1,Heteropogon contortus,wet_mass,0.023633333333333336,g,NA
EMG3940,2023-12-05,T,west,1,2000,5,1,Heteropogon contortus,dry_mass,0.009133333333333334,g,NA
EMG3940,2023-12-05,T,west,1,2000,5,1,Heteropogon contortus,leaf_area,1.9813333333333334,cm2,NA
EMG3940,2023-12-05,T,west,1,2000,5,1,Heteropogon contortus,leaf_thickness,0.119,mm,NA
EMG3940,2023-12-05,T,west,1,2000,5,1,Heteropogon contortus,sla,216.93430656934308,cm2 g-1,NA
EMG3940,2023-12-05,T,west,1,2000,5,1,Heteropogon contortus,ldmc,0.386459802538787,g g-1,NA
ENR5856,2023-12-05,T,east,1,2000,4,3,Heteropogon contortus,veg_height,7,cm,NA
ENR5856,2023-12-05,T,east,1,2000,4,3,Heteropogon contortus,wet_mass,0.021,g,NA
ENR5856,2023-12-05,T,east,1,2000,4,3,Heteropogon contortus,dry_mass,0.00835,g,NA
ENR5856,2023-12-05,T,east,1,2000,4,3,Heteropogon contortus,leaf_area,1.554,cm2,NA
ENR5856,2023-12-05,T,east,1,2000,4,3,Heteropogon contortus,leaf_thickness,0.163,mm,NA
ENR5856,2023-12-05,T,east,1,2000,4,3,Heteropogon contortus,sla,186.10778443113773,cm2 g-1,NA
ENR5856,2023-12-05,T,east,1,2000,4,3,Heteropogon contortus,ldmc,0.3976190476190476,g g-1,NA
ETT6200,2023-12-05,T,west,1,2000,3,3,Heteropogon contortus,veg_height,5,cm,NA
ETT6200,2023-12-05,T,west,1,2000,3,3,Heteropogon contortus,wet_mass,0.011225,g,NA
ETT6200,2023-12-05,T,west,1,2000,3,3,Heteropogon contortus,dry_mass,0.0044,g,NA
ETT6200,2023-12-05,T,west,1,2000,3,3,Heteropogon contortus,leaf_area,0.5845,cm2,NA
ETT6200,2023-12-05,T,west,1,2000,3,3,Heteropogon contortus,leaf_thickness,0.09333333333333334,mm,NA
ETT6200,2023-12-05,T,west,1,2000,3,3,Heteropogon contortus,sla,132.8409090909091,cm2 g-1,NA
ETT6200,2023-12-05,T,west,1,2000,3,3,Heteropogon contortus,ldmc,0.39198218262806234,g g-1,NA
FAP5923,2023-12-05,T,west,1,2000,3,1,Heteropogon contortus,veg_height,6,cm,NA
FAP5923,2023-12-05,T,west,1,2000,3,1,Heteropogon contortus,rep_height,25,cm,NA
FAP5923,2023-12-05,T,west,1,2000,3,1,Heteropogon contortus,wet_mass,0.01558,g,NA
FAP5923,2023-12-05,T,west,1,2000,3,1,Heteropogon contortus,dry_mass,0.0062,g,NA
FAP5923,2023-12-05,T,west,1,2000,3,1,Heteropogon contortus,leaf_area,1.3832,cm2,NA
FAP5923,2023-12-05,T,west,1,2000,3,1,Heteropogon contortus,leaf_thickness,0.07333333333333333,mm,NA
FAP5923,2023-12-05,T,west,1,2000,3,1,Heteropogon contortus,sla,223.09677419354838,cm2 g-1,NA
FAP5923,2023-12-05,T,west,1,2000,3,1,Heteropogon contortus,ldmc,0.3979460847240051,g g-1,NA
ERW1889,2023-12-05,T,east,1,2000,2,2,Heteropogon contortus,veg_height,8,cm,NA
ERW1889,2023-12-05,T,east,1,2000,2,2,Heteropogon contortus,wet_mass,0.0218,g,NA
ERW1889,2023-12-05,T,east,1,2000,2,2,Heteropogon contortus,dry_mass,0.008866666666666667,g,NA
ERW1889,2023-12-05,T,east,1,2000,2,2,Heteropogon contortus,leaf_area,1.7783333333333333,cm2,NA
ERW1889,2023-12-05,T,east,1,2000,2,2,Heteropogon contortus,leaf_thickness,0.121,mm,NA
ERW1889,2023-12-05,T,east,1,2000,2,2,Heteropogon contortus,sla,200.5639097744361,cm2 g-1,NA
ERW1889,2023-12-05,T,east,1,2000,2,2,Heteropogon contortus,ldmc,0.40672782874617736,g g-1,NA
EVC1617,2023-12-05,T,west,1,2000,4,1,Heteropogon contortus,veg_height,5.5,cm,NA
EVC1617,2023-12-05,T,west,1,2000,4,1,Heteropogon contortus,wet_mass,0.00864,g,NA
EVC1617,2023-12-05,T,west,1,2000,4,1,Heteropogon contortus,dry_mass,0.0031600000000000005,g,NA
EVC1617,2023-12-05,T,west,1,2000,4,1,Heteropogon contortus,leaf_area,0.534,cm2,NA
EVC1617,2023-12-05,T,west,1,2000,4,1,Heteropogon contortus,leaf_thickness,0.10866666666666666,mm,NA
EVC1617,2023-12-05,T,west,1,2000,4,1,Heteropogon contortus,sla,168.9873417721519,cm2 g-1,NA
EVC1617,2023-12-05,T,west,1,2000,4,1,Heteropogon contortus,ldmc,0.3657407407407408,g g-1,NA
EEZ7049,2023-12-05,T,east,1,2000,3,3,Heteropogon contortus,veg_height,10,cm,NA
EEZ7049,2023-12-05,T,east,1,2000,3,3,Heteropogon contortus,wet_mass,0.02842,g,NA
EEZ7049,2023-12-05,T,east,1,2000,3,3,Heteropogon contortus,dry_mass,0.012,g,NA
EEZ7049,2023-12-05,T,east,1,2000,3,3,Heteropogon contortus,leaf_area,2.2030000000000003,cm2,NA
EEZ7049,2023-12-05,T,east,1,2000,3,3,Heteropogon contortus,leaf_thickness,0.13133333333333333,mm,NA
EEZ7049,2023-12-05,T,east,1,2000,3,3,Heteropogon contortus,sla,183.58333333333334,cm2 g-1,NA
EEZ7049,2023-12-05,T,east,1,2000,3,3,Heteropogon contortus,ldmc,0.422237860661506,g g-1,NA
EUD6207,2023-12-05,T,west,1,2000,3,2,Heteropogon contortus,veg_height,8,cm,NA
EUD6207,2023-12-05,T,west,1,2000,3,2,Heteropogon contortus,wet_mass,0.009266666666666666,g,NA
EUD6207,2023-12-05,T,west,1,2000,3,2,Heteropogon contortus,dry_mass,0.00415,g,NA
EUD6207,2023-12-05,T,west,1,2000,3,2,Heteropogon contortus,leaf_area,0.5208333333333334,cm2,NA
EUD6207,2023-12-05,T,west,1,2000,3,2,Heteropogon contortus,leaf_thickness,0.20766666666666667,mm,NA
EUD6207,2023-12-05,T,west,1,2000,3,2,Heteropogon contortus,sla,125.50200803212851,cm2 g-1,NA
EUD6207,2023-12-05,T,west,1,2000,3,2,Heteropogon contortus,ldmc,0.4478417266187051,g g-1,NA
EFM4379,2023-12-05,T,east,1,2000,1,2,Heteropogon contortus,veg_height,9.5,cm,NA
EFM4379,2023-12-05,T,east,1,2000,1,2,Heteropogon contortus,wet_mass,0.023133333333333336,g,NA
EFM4379,2023-12-05,T,east,1,2000,1,2,Heteropogon contortus,dry_mass,0.010066666666666666,g,NA
EFM4379,2023-12-05,T,east,1,2000,1,2,Heteropogon contortus,leaf_area,1.6893333333333331,cm2,NA
EFM4379,2023-12-05,T,east,1,2000,1,2,Heteropogon contortus,leaf_thickness,0.17033333333333334,mm,NA
EFM4379,2023-12-05,T,east,1,2000,1,2,Heteropogon contortus,sla,167.81456953642382,cm2 g-1,NA
EFM4379,2023-12-05,T,east,1,2000,1,2,Heteropogon contortus,ldmc,0.43515850144092216,g g-1,NA
EKH5851,2023-12-05,T,east,1,2000,3,1,Heteropogon contortus,veg_height,10,cm,NA
EKH5851,2023-12-05,T,east,1,2000,3,1,Heteropogon contortus,wet_mass,0.0371,g,NA
EKH5851,2023-12-05,T,east,1,2000,3,1,Heteropogon contortus,dry_mass,0.0158,g,NA
EKH5851,2023-12-05,T,east,1,2000,3,1,Heteropogon contortus,leaf_area,2.628,cm2,NA
EKH5851,2023-12-05,T,east,1,2000,3,1,Heteropogon contortus,leaf_thickness,0.302,mm,NA
EKH5851,2023-12-05,T,east,1,2000,3,1,Heteropogon contortus,sla,166.32911392405063,cm2 g-1,NA
EKH5851,2023-12-05,T,east,1,2000,3,1,Heteropogon contortus,ldmc,0.4258760107816712,g g-1,NA
ENV6286,2023-12-05,T,east,1,2000,4,1,Heteropogon contortus,veg_height,8.5,cm,NA
ENV6286,2023-12-05,T,east,1,2000,4,1,Heteropogon contortus,wet_mass,0.018366666666666667,g,NA
ENV6286,2023-12-05,T,east,1,2000,4,1,Heteropogon contortus,dry_mass,0.007033333333333333,g,NA
ENV6286,2023-12-05,T,east,1,2000,4,1,Heteropogon contortus,leaf_area,1.2476666666666667,cm2,NA
ENV6286,2023-12-05,T,east,1,2000,4,1,Heteropogon contortus,leaf_thickness,0.16066666666666665,mm,NA
ENV6286,2023-12-05,T,east,1,2000,4,1,Heteropogon contortus,sla,177.39336492890996,cm2 g-1,NA
ENV6286,2023-12-05,T,east,1,2000,4,1,Heteropogon contortus,ldmc,0.38294010889292196,g g-1,NA
ENW6587,2023-12-05,T,east,1,2000,4,2,Heteropogon contortus,veg_height,6.6,cm,NA
ENW6587,2023-12-05,T,east,1,2000,4,2,Heteropogon contortus,wet_mass,0.028,g,NA
ENW6587,2023-12-05,T,east,1,2000,4,2,Heteropogon contortus,dry_mass,0.01155,g,NA
ENW6587,2023-12-05,T,east,1,2000,4,2,Heteropogon contortus,leaf_area,2.1915,cm2,NA
ENW6587,2023-12-05,T,east,1,2000,4,2,Heteropogon contortus,leaf_thickness,0.21933333333333332,mm,NA
ENW6587,2023-12-05,T,east,1,2000,4,2,Heteropogon contortus,sla,189.74025974025975,cm2 g-1,NA
ENW6587,2023-12-05,T,east,1,2000,4,2,Heteropogon contortus,ldmc,0.4125,g g-1,NA
EIY4644,2023-12-05,T,east,1,2000,1,3,Heteropogon contortus,veg_height,9,cm,NA
EIY4644,2023-12-05,T,east,1,2000,1,3,Heteropogon contortus,wet_mass,0.018266666666666667,g,NA
EIY4644,2023-12-05,T,east,1,2000,1,3,Heteropogon contortus,dry_mass,0.007899999999999999,g,NA
EIY4644,2023-12-05,T,east,1,2000,1,3,Heteropogon contortus,leaf_area,1.5553333333333335,cm2,NA
EIY4644,2023-12-05,T,east,1,2000,1,3,Heteropogon contortus,leaf_thickness,0.20566666666666666,mm,NA
EIY4644,2023-12-05,T,east,1,2000,1,3,Heteropogon contortus,sla,196.87763713080173,cm2 g-1,NA
EIY4644,2023-12-05,T,east,1,2000,1,3,Heteropogon contortus,ldmc,0.43248175182481746,g g-1,NA
EVS5019,2023-12-05,T,east,1,2000,1,1,Heteropogon contortus,veg_height,7,cm,NA
EVS5019,2023-12-05,T,east,1,2000,1,1,Heteropogon contortus,wet_mass,0.0153,g,NA
EVS5019,2023-12-05,T,east,1,2000,1,1,Heteropogon contortus,dry_mass,0.0063,g,NA
EVS5019,2023-12-05,T,east,1,2000,1,1,Heteropogon contortus,leaf_area,1.0865,cm2,NA
EVS5019,2023-12-05,T,east,1,2000,1,1,Heteropogon contortus,leaf_thickness,0.25666666666666665,mm,NA
EVS5019,2023-12-05,T,east,1,2000,1,1,Heteropogon contortus,sla,172.46031746031747,cm2 g-1,NA
EVS5019,2023-12-05,T,east,1,2000,1,1,Heteropogon contortus,ldmc,0.411764705882353,g g-1,NA
EKX3874,2023-12-06,T,east,2,2200,1,1,Heteropogon contortus,veg_height,12.5,cm,NA
EKX3874,2023-12-06,T,east,2,2200,1,1,Heteropogon contortus,rep_height,21,cm,NA
EKX3874,2023-12-06,T,east,2,2200,1,1,Heteropogon contortus,wet_mass,0.01616,g,NA
EKX3874,2023-12-06,T,east,2,2200,1,1,Heteropogon contortus,dry_mass,0.00604,g,NA
EKX3874,2023-12-06,T,east,2,2200,1,1,Heteropogon contortus,leaf_area,1.001,cm2,NA
EKX3874,2023-12-06,T,east,2,2200,1,1,Heteropogon contortus,leaf_thickness,0.257,mm,NA
EKX3874,2023-12-06,T,east,2,2200,1,1,Heteropogon contortus,sla,165.72847682119203,cm2 g-1,NA
EKX3874,2023-12-06,T,east,2,2200,1,1,Heteropogon contortus,ldmc,0.37376237623762376,g g-1,NA
DYO6986,2023-12-06,T,east,2,2200,4,2,Heteropogon contortus,veg_height,7,cm,NA
DYO6986,2023-12-06,T,east,2,2200,4,2,Heteropogon contortus,rep_height,30,cm,NA
DYO6986,2023-12-06,T,east,2,2200,4,2,Heteropogon contortus,wet_mass,0.01886,g,NA
DYO6986,2023-12-06,T,east,2,2200,4,2,Heteropogon contortus,dry_mass,0.00726,g,NA
DYO6986,2023-12-06,T,east,2,2200,4,2,Heteropogon contortus,leaf_area,1.2742,cm2,NA
DYO6986,2023-12-06,T,east,2,2200,4,2,Heteropogon contortus,leaf_thickness,0.21933333333333332,mm,NA
DYO6986,2023-12-06,T,east,2,2200,4,2,Heteropogon contortus,sla,175.50964187327824,cm2 g-1,NA
DYO6986,2023-12-06,T,east,2,2200,4,2,Heteropogon contortus,ldmc,0.3849416755037116,g g-1,NA
DHD6397,2023-12-06,T,west,2,2200,5,3,Heteropogon contortus,veg_height,10.1,cm,NA
DHD6397,2023-12-06,T,west,2,2200,5,3,Heteropogon contortus,rep_height,22,cm,NA
DHD6397,2023-12-06,T,west,2,2200,5,3,Heteropogon contortus,wet_mass,0.0468,g,NA
DHD6397,2023-12-06,T,west,2,2200,5,3,Heteropogon contortus,dry_mass,0.0193,g,NA
DHD6397,2023-12-06,T,west,2,2200,5,3,Heteropogon contortus,leaf_area,2.733,cm2,NA
DHD6397,2023-12-06,T,west,2,2200,5,3,Heteropogon contortus,leaf_thickness,0.19366666666666668,mm,NA
DHD6397,2023-12-06,T,west,2,2200,5,3,Heteropogon contortus,sla,141.6062176165803,cm2 g-1,NA
DHD6397,2023-12-06,T,west,2,2200,5,3,Heteropogon contortus,ldmc,0.4123931623931624,g g-1,NA
EID8252,2023-12-06,T,west,2,2200,3,1,Heteropogon contortus,veg_height,9,cm,NA
EID8252,2023-12-06,T,west,2,2200,3,1,Heteropogon contortus,wet_mass,0.017400000000000002,g,NA
EID8252,2023-12-06,T,west,2,2200,3,1,Heteropogon contortus,dry_mass,0.0061,g,NA
EID8252,2023-12-06,T,west,2,2200,3,1,Heteropogon contortus,leaf_area,1.7966666666666666,cm2,NA
EID8252,2023-12-06,T,west,2,2200,3,1,Heteropogon contortus,leaf_thickness,0.113,mm,NA
EID8252,2023-12-06,T,west,2,2200,3,1,Heteropogon contortus,sla,294.53551912568304,cm2 g-1,NA
EID8252,2023-12-06,T,west,2,2200,3,1,Heteropogon contortus,ldmc,0.3505747126436781,g g-1,NA
EOK3275,2023-12-06,T,west,2,2200,4,1,Heteropogon contortus,veg_height,11,cm,NA
EOK3275,2023-12-06,T,west,2,2200,4,1,Heteropogon contortus,wet_mass,0.020433333333333335,g,NA
EOK3275,2023-12-06,T,west,2,2200,4,1,Heteropogon contortus,dry_mass,0.008133333333333334,g,NA
EOK3275,2023-12-06,T,west,2,2200,4,1,Heteropogon contortus,leaf_area,1.534,cm2,NA
EOK3275,2023-12-06,T,west,2,2200,4,1,Heteropogon contortus,leaf_thickness,0.253,mm,NA
EOK3275,2023-12-06,T,west,2,2200,4,1,Heteropogon contortus,sla,188.60655737704917,cm2 g-1,NA
EOK3275,2023-12-06,T,west,2,2200,4,1,Heteropogon contortus,ldmc,0.3980424143556281,g g-1,NA
EQR1804,2023-12-06,T,west,2,2200,5,2,Heteropogon contortus,veg_height,10.7,cm,NA
EQR1804,2023-12-06,T,west,2,2200,5,2,Heteropogon contortus,rep_height,23,cm,NA
EQR1804,2023-12-06,T,west,2,2200,5,2,Heteropogon contortus,wet_mass,0.01905,g,NA
EQR1804,2023-12-06,T,west,2,2200,5,2,Heteropogon contortus,dry_mass,0.00695,g,NA
EQR1804,2023-12-06,T,west,2,2200,5,2,Heteropogon contortus,leaf_area,1.22,cm2,NA
EQR1804,2023-12-06,T,west,2,2200,5,2,Heteropogon contortus,leaf_thickness,0.19533333333333333,mm,NA
EQR1804,2023-12-06,T,west,2,2200,5,2,Heteropogon contortus,sla,175.53956834532374,cm2 g-1,NA
EQR1804,2023-12-06,T,west,2,2200,5,2,Heteropogon contortus,ldmc,0.3648293963254593,g g-1,NA
HSI4571,2023-12-06,T,east,2,2200,4,3,Heteropogon contortus,veg_height,9,cm,NA
HSI4571,2023-12-06,T,east,2,2200,4,3,Heteropogon contortus,rep_height,36,cm,NA
HSI4571,2023-12-06,T,east,2,2200,4,3,Heteropogon contortus,wet_mass,0.0147,g,NA
HSI4571,2023-12-06,T,east,2,2200,4,3,Heteropogon contortus,dry_mass,0.00455,g,NA
HSI4571,2023-12-06,T,east,2,2200,4,3,Heteropogon contortus,leaf_area,1.1275,cm2,NA
HSI4571,2023-12-06,T,east,2,2200,4,3,Heteropogon contortus,leaf_thickness,0.17466666666666666,mm,NA
HSI4571,2023-12-06,T,east,2,2200,4,3,Heteropogon contortus,sla,247.80219780219778,cm2 g-1,NA
HSI4571,2023-12-06,T,east,2,2200,4,3,Heteropogon contortus,ldmc,0.30952380952380953,g g-1,NA
DOM9129,2023-12-05,T,west,1,2000,4,1,Hypoxis filiformis,veg_height,12,cm,NA
DOM9129,2023-12-05,T,west,1,2000,4,1,Hypoxis filiformis,rep_height,8.4,cm,NA
DOM9129,2023-12-05,T,west,1,2000,4,1,Hypoxis filiformis,wet_mass,0.0696,g,NA
DOM9129,2023-12-05,T,west,1,2000,4,1,Hypoxis filiformis,dry_mass,0.0264,g,NA
DOM9129,2023-12-05,T,west,1,2000,4,1,Hypoxis filiformis,leaf_area,1.7435,cm2,NA
DOM9129,2023-12-05,T,west,1,2000,4,1,Hypoxis filiformis,leaf_thickness,0.316,mm,NA
DOM9129,2023-12-05,T,west,1,2000,4,1,Hypoxis filiformis,sla,66.04166666666667,cm2 g-1,NA
DOM9129,2023-12-05,T,west,1,2000,4,1,Hypoxis filiformis,ldmc,0.37931034482758624,g g-1,NA
EJU5318,2023-12-05,T,east,1,2000,4,3,Hypoxis filiformis,veg_height,17.6,cm,NA
EJU5318,2023-12-05,T,east,1,2000,4,3,Hypoxis filiformis,rep_height,14.5,cm,NA
EJU5318,2023-12-05,T,east,1,2000,4,3,Hypoxis filiformis,wet_mass,0.0913,g,NA
EJU5318,2023-12-05,T,east,1,2000,4,3,Hypoxis filiformis,dry_mass,0.031,g,NA
EJU5318,2023-12-05,T,east,1,2000,4,3,Hypoxis filiformis,leaf_area,2.563,cm2,NA
EJU5318,2023-12-05,T,east,1,2000,4,3,Hypoxis filiformis,leaf_thickness,0.432,mm,NA
EJU5318,2023-12-05,T,east,1,2000,4,3,Hypoxis filiformis,sla,82.67741935483872,cm2 g-1,NA
EJU5318,2023-12-05,T,east,1,2000,4,3,Hypoxis filiformis,ldmc,0.33953997809419495,g g-1,NA
EOU1681,2023-12-05,T,east,1,2000,5,3,Hypoxis filiformis,veg_height,10,cm,NA
EOU1681,2023-12-05,T,east,1,2000,5,3,Hypoxis filiformis,rep_height,4.5,cm,NA
EOU1681,2023-12-05,T,east,1,2000,5,3,Hypoxis filiformis,wet_mass,0.03238,g,NA
EOU1681,2023-12-05,T,east,1,2000,5,3,Hypoxis filiformis,dry_mass,0.01064,g,NA
EOU1681,2023-12-05,T,east,1,2000,5,3,Hypoxis filiformis,leaf_area,1.3382,cm2,NA
EOU1681,2023-12-05,T,east,1,2000,5,3,Hypoxis filiformis,leaf_thickness,0.28833333333333333,mm,NA
EOU1681,2023-12-05,T,east,1,2000,5,3,Hypoxis filiformis,sla,125.77067669172932,cm2 g-1,NA
