species,site,elevation,treatment,plot_id,tier,trait_name,trait_value,latitude,longitude,burn_year,aspect,year,gradient
Festuca dolichophylla,WAY,3121,C,PE_WAY_C_3,Peru_2018,ldmc,0.411111111111111,-13.180457,-71.589806,,,2018,Central Andes
Festuca dolichophylla,WAY,3121,C,PE_WAY_C_3,Peru_2018,c_percent,45.0595243033502,-13.180457,-71.589806,,,2018,Central Andes
Festuca dolichophylla,WAY,3121,C,PE_WAY_C_3,Peru_2018,n_percent,1.29909833298828,-13.180457,-71.589806,,,2018,Central Andes
Festuca dolichophylla,WAY,3121,C,PE_WAY_C_3,Peru_2018,cn_ratio,34.6852298699367,-13.180457,-71.589806,,,2018,Central Andes
Festuca dolichophylla,WAY,3121,C,PE_WAY_C_3,Peru_2018,p_percent,0.0236459127639821,-13.180457,-71.589806,,,2018,Central Andes
Festuca dolichophylla,WAY,3073.1,B,PE_WAY_B_2,Peru_2018,plant_height_cm,48,-13.179978,-71.588188,2007,,2018,Central Andes
Festuca dolichophylla,WAY,3073.1,B,PE_WAY_B_2,Peru_2018,wet_mass_g,0.171,-13.179978,-71.588188,2007,,2018,Central Andes
Festuca dolichophylla,WAY,3073.1,B,PE_WAY_B_2,Peru_2018,dry_mass_g,0.08,-13.179978,-71.588188,2007,,2018,Central Andes
Festuca dolichophylla,WAY,3073.1,B,PE_WAY_B_2,Peru_2018,leaf_area_cm2,6.3085,-13.179978,-71.588188,2007,,2018,Central Andes
Festuca dolichophylla,WAY,3073.1,B,PE_WAY_B_2,Peru_2018,sla_cm2_g,36.8918128654971,-13.179978,-71.588188,2007,,2018,Central Andes
Festuca dolichophylla,WAY,3073.1,B,PE_WAY_B_2,Peru_2018,ldmc,0.467836257309942,-13.179978,-71.588188,2007,,2018,Central Andes
Festuca dolichophylla,WAY,3073.1,B,PE_WAY_B_2,Peru_2018,plant_height_cm,81,-13.179978,-71.588188,2007,,2018,Central Andes
Festuca dolichophylla,WAY,3073.1,B,PE_WAY_B_2,Peru_2018,wet_mass_g,0.244,-13.179978,-71.588188,2007,,2018,Central Andes
Festuca dolichophylla,WAY,3073.1,B,PE_WAY_B_2,Peru_2018,dry_mass_g,0.102,-13.179978,-71.588188,2007,,2018,Central Andes
Festuca dolichophylla,WAY,3073.1,B,PE_WAY_B_2,Peru_2018,leaf_area_cm2,7.40766666666667,-13.179978,-71.588188,2007,,2018,Central Andes
Festuca dolichophylla,WAY,3073.1,B,PE_WAY_B_2,Peru_2018,sla_cm2_g,30.3592896174863,-13.179978,-71.588188,2007,,2018,Central Andes
Festuca dolichophylla,WAY,3073.1,B,PE_WAY_B_2,Peru_2018,ldmc,0.418032786885246,-13.179978,-71.588188,2007,,2018,Central Andes
Festuca dolichophylla,WAY,3073.1,B,PE_WAY_B_2,Peru_2018,c_percent,45.96,-13.179978,-71.588188,2007,,2018,Central Andes
Festuca dolichophylla,WAY,3073.1,B,PE_WAY_B_2,Peru_2018,n_percent,1.13,-13.179978,-71.588188,2007,,2018,Central Andes
Festuca dolichophylla,WAY,3073.1,B,PE_WAY_B_2,Peru_2018,cn_ratio,40.6725663716814,-13.179978,-71.588188,2007,,2018,Central Andes
Festuca dolichophylla,WAY,3073.1,B,PE_WAY_B_2,Peru_2018,p_percent,0.0355583151000537,-13.179978,-71.588188,2007,,2018,Central Andes
Festuca dolichophylla,WAY,3073.1,B,PE_WAY_B_2,Peru_2018,plant_height_cm,67,-13.179978,-71.588188,2007,,2018,Central Andes
Festuca dolichophylla,WAY,3073.1,B,PE_WAY_B_2,Peru_2018,wet_mass_g,0.129,-13.179978,-71.588188,2007,,2018,Central Andes
Festuca dolichophylla,WAY,3073.1,B,PE_WAY_B_2,Peru_2018,dry_mass_g,0.0645,-13.179978,-71.588188,2007,,2018,Central Andes
Festuca dolichophylla,WAY,3073.1,B,PE_WAY_B_2,Peru_2018,leaf_area_cm2,3.771,-13.179978,-71.588188,2007,,2018,Central Andes
Festuca dolichophylla,WAY,3073.1,B,PE_WAY_B_2,Peru_2018,sla_cm2_g,29.2325581395349,-13.179978,-71.588188,2007,,2018,Central Andes
Festuca dolichophylla,WAY,3073.1,B,PE_WAY_B_2,Peru_2018,ldmc,0.5,-13.179978,-71.588188,2007,,2018,Central Andes
Festuca dolichophylla,WAY,3073.1,B,PE_WAY_B_2,Peru_2018,c_percent,46.15,-13.179978,-71.588188,2007,,2018,Central Andes
Festuca dolichophylla,WAY,3073.1,B,PE_WAY_B_2,Peru_2018,n_percent,0.94,-13.179978,-71.588188,2007,,2018,Central Andes
Festuca dolichophylla,WAY,3073.1,B,PE_WAY_B_2,Peru_2018,cn_ratio,49.0957446808511,-13.179978,-71.588188,2007,,2018,Central Andes
Carex boliviensis,WAY,3118,C,PE_WAY_C_1,Peru_2018,plant_height_cm,16,-13.180406,-71.589709,,,2018,Central Andes
Carex boliviensis,WAY,3118,C,PE_WAY_C_1,Peru_2018,wet_mass_g,0.013,-13.180406,-71.589709,,,2018,Central Andes
Carex boliviensis,WAY,3118,C,PE_WAY_C_1,Peru_2018,dry_mass_g,0.007625,-13.180406,-71.589709,,,2018,Central Andes
Carex boliviensis,WAY,3118,C,PE_WAY_C_1,Peru_2018,leaf_area_cm2,0.5385,-13.180406,-71.589709,,,2018,Central Andes
Carex boliviensis,WAY,3118,C,PE_WAY_C_1,Peru_2018,sla_cm2_g,41.4230769230769,-13.180406,-71.589709,,,2018,Central Andes
Carex boliviensis,WAY,3118,C,PE_WAY_C_1,Peru_2018,ldmc,0.586538461538462,-13.180406,-71.589709,,,2018,Central Andes
Danthonia secundiflora,WAY,3118,C,PE_WAY_C_1,Peru_2018,plant_height_cm,16,-13.180406,-71.589709,,,2018,Central Andes
Danthonia secundiflora,WAY,3118,C,PE_WAY_C_1,Peru_2018,wet_mass_g,0.0135714285714286,-13.180406,-71.589709,,,2018,Central Andes
Danthonia secundiflora,WAY,3118,C,PE_WAY_C_1,Peru_2018,dry_mass_g,0.00971428571428572,-13.180406,-71.589709,,,2018,Central Andes
Danthonia secundiflora,WAY,3118,C,PE_WAY_C_1,Peru_2018,leaf_area_cm2,0.625714285714286,-13.180406,-71.589709,,,2018,Central Andes
Danthonia secundiflora,WAY,3118,C,PE_WAY_C_1,Peru_2018,sla_cm2_g,46.1052631578947,-13.180406,-71.589709,,,2018,Central Andes
Danthonia secundiflora,WAY,3118,C,PE_WAY_C_1,Peru_2018,ldmc,0.715789473684211,-13.180406,-71.589709,,,2018,Central Andes
Polypogon sp,WAY,3125,C,PE_WAY_C_5,Peru_2018,plant_height_cm,25,-13.18058,-71.589928,,,2018,Central Andes
Polypogon sp,WAY,3125,C,PE_WAY_C_5,Peru_2018,wet_mass_g,0.00888888888888889,-13.18058,-71.589928,,,2018,Central Andes
Polypogon sp,WAY,3125,C,PE_WAY_C_5,Peru_2018,dry_mass_g,0.00333333333333333,-13.18058,-71.589928,,,2018,Central Andes
Polypogon sp,WAY,3125,C,PE_WAY_C_5,Peru_2018,leaf_area_cm2,0.525777777777778,-13.18058,-71.589928,,,2018,Central Andes
Polypogon sp,WAY,3125,C,PE_WAY_C_5,Peru_2018,sla_cm2_g,59.15,-13.18058,-71.589928,,,2018,Central Andes
Polypogon sp,WAY,3125,C,PE_WAY_C_5,Peru_2018,ldmc,0.375,-13.18058,-71.589928,,,2018,Central Andes
Senecio burkartii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,plant_height_cm,83,-13.180036,-71.588263,2007,,2018,Central Andes
Senecio burkartii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,wet_mass_g,1.068,-13.180036,-71.588263,2007,,2018,Central Andes
Senecio burkartii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,dry_mass_g,0.302,-13.180036,-71.588263,2007,,2018,Central Andes
Senecio burkartii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,leaf_area_cm2,20.781,-13.180036,-71.588263,2007,,2018,Central Andes
Senecio burkartii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,sla_cm2_g,19.4578651685393,-13.180036,-71.588263,2007,,2018,Central Andes
Senecio burkartii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,ldmc,0.282771535580524,-13.180036,-71.588263,2007,,2018,Central Andes
Senecio burkartii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,c_percent,48.53,-13.180036,-71.588263,2007,,2018,Central Andes
Senecio burkartii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,n_percent,1.58,-13.180036,-71.588263,2007,,2018,Central Andes
Senecio burkartii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,cn_ratio,30.7151898734177,-13.180036,-71.588263,2007,,2018,Central Andes
Senecio burkartii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,plant_height_cm,27,-13.180036,-71.588263,2007,,2018,Central Andes
Senecio burkartii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,wet_mass_g,2.09,-13.180036,-71.588263,2007,,2018,Central Andes
Senecio burkartii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,dry_mass_g,0.65,-13.180036,-71.588263,2007,,2018,Central Andes
Senecio burkartii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,leaf_area_cm2,32.525,-13.180036,-71.588263,2007,,2018,Central Andes
Senecio burkartii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,sla_cm2_g,15.5622009569378,-13.180036,-71.588263,2007,,2018,Central Andes
Senecio burkartii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,ldmc,0.311004784688995,-13.180036,-71.588263,2007,,2018,Central Andes
Senecio burkartii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,c_percent,48.52,-13.180036,-71.588263,2007,,2018,Central Andes
Senecio burkartii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,n_percent,1.34,-13.180036,-71.588263,2007,,2018,Central Andes
Senecio burkartii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,cn_ratio,36.2089552238806,-13.180036,-71.588263,2007,,2018,Central Andes
Stevia pennellii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,wet_mass_g,0.075,-13.180036,-71.588263,2007,,2018,Central Andes
Stevia pennellii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,dry_mass_g,0.036,-13.180036,-71.588263,2007,,2018,Central Andes
Stevia pennellii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,leaf_area_cm2,3.222,-13.180036,-71.588263,2007,,2018,Central Andes
Stevia pennellii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,sla_cm2_g,42.96,-13.180036,-71.588263,2007,,2018,Central Andes
Stevia pennellii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,ldmc,0.48,-13.180036,-71.588263,2007,,2018,Central Andes
Stevia pennellii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,c_percent,47.53,-13.180036,-71.588263,2007,,2018,Central Andes
Stevia pennellii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,n_percent,1.36,-13.180036,-71.588263,2007,,2018,Central Andes
Stevia pennellii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,cn_ratio,34.9485294117647,-13.180036,-71.588263,2007,,2018,Central Andes
Stevia pennellii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,plant_height_cm,32,-13.180036,-71.588263,2007,,2018,Central Andes
Stevia pennellii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,wet_mass_g,0.028,-13.180036,-71.588263,2007,,2018,Central Andes
Stevia pennellii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,dry_mass_g,0.015,-13.180036,-71.588263,2007,,2018,Central Andes
Stevia pennellii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,leaf_area_cm2,1.398,-13.180036,-71.588263,2007,,2018,Central Andes
Stevia pennellii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,sla_cm2_g,49.9285714285714,-13.180036,-71.588263,2007,,2018,Central Andes
Stevia pennellii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,ldmc,0.535714285714286,-13.180036,-71.588263,2007,,2018,Central Andes
Stevia pennellii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,plant_height_cm,51,-13.180036,-71.588263,2007,,2018,Central Andes
Stevia pennellii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,wet_mass_g,0.046,-13.180036,-71.588263,2007,,2018,Central Andes
Stevia pennellii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,dry_mass_g,0.026,-13.180036,-71.588263,2007,,2018,Central Andes
Stevia pennellii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,leaf_area_cm2,1.805,-13.180036,-71.588263,2007,,2018,Central Andes
Stevia pennellii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,sla_cm2_g,39.2391304347826,-13.180036,-71.588263,2007,,2018,Central Andes
Stevia pennellii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,ldmc,0.565217391304348,-13.180036,-71.588263,2007,,2018,Central Andes
Halenia umbellata,WAY,3071.7,B,PE_WAY_B_1,Peru_2018,plant_height_cm,9,-13.179917,-71.588118,2007,,2018,Central Andes
Halenia umbellata,WAY,3071.7,B,PE_WAY_B_1,Peru_2018,wet_mass_g,0.044,-13.179917,-71.588118,2007,,2018,Central Andes
Halenia umbellata,WAY,3071.7,B,PE_WAY_B_1,Peru_2018,dry_mass_g,0.012,-13.179917,-71.588118,2007,,2018,Central Andes
Halenia umbellata,WAY,3071.7,B,PE_WAY_B_1,Peru_2018,leaf_area_cm2,1.944,-13.179917,-71.588118,2007,,2018,Central Andes
Halenia umbellata,WAY,3071.7,B,PE_WAY_B_1,Peru_2018,sla_cm2_g,44.1818181818182,-13.179917,-71.588118,2007,,2018,Central Andes
Halenia umbellata,WAY,3071.7,B,PE_WAY_B_1,Peru_2018,ldmc,0.272727272727273,-13.179917,-71.588118,2007,,2018,Central Andes
Halenia umbellata,WAY,3071.7,B,PE_WAY_B_1,Peru_2018,plant_height_cm,11,-13.179917,-71.588118,2007,,2018,Central Andes
Halenia umbellata,WAY,3071.7,B,PE_WAY_B_1,Peru_2018,wet_mass_g,0.43,-13.179917,-71.588118,2007,,2018,Central Andes
Halenia umbellata,WAY,3071.7,B,PE_WAY_B_1,Peru_2018,dry_mass_g,0.012,-13.179917,-71.588118,2007,,2018,Central Andes
Halenia umbellata,WAY,3071.7,B,PE_WAY_B_1,Peru_2018,leaf_area_cm2,1.587,-13.179917,-71.588118,2007,,2018,Central Andes
Halenia umbellata,WAY,3071.7,B,PE_WAY_B_1,Peru_2018,sla_cm2_g,3.6906976744186,-13.179917,-71.588118,2007,,2018,Central Andes
Halenia umbellata,WAY,3071.7,B,PE_WAY_B_1,Peru_2018,ldmc,0.0279069767441861,-13.179917,-71.588118,2007,,2018,Central Andes
Hieracium cf. mandonii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,plant_height_cm,46,-13.180092,-71.588355,2007,,2018,Central Andes
Hieracium cf. mandonii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,wet_mass_g,0.267,-13.180092,-71.588355,2007,,2018,Central Andes
Hieracium cf. mandonii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,dry_mass_g,0.08,-13.180092,-71.588355,2007,,2018,Central Andes
Hieracium cf. mandonii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,leaf_area_cm2,16.694,-13.180092,-71.588355,2007,,2018,Central Andes
Hieracium cf. mandonii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,sla_cm2_g,62.5243445692884,-13.180092,-71.588355,2007,,2018,Central Andes
Hieracium cf. mandonii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,ldmc,0.299625468164794,-13.180092,-71.588355,2007,,2018,Central Andes
Hieracium cf. mandonii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,c_percent,43.29,-13.180092,-71.588355,2007,,2018,Central Andes
Hieracium cf. mandonii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,n_percent,1.12,-13.180092,-71.588355,2007,,2018,Central Andes
Hieracium cf. mandonii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,cn_ratio,38.6517857142857,-13.180092,-71.588355,2007,,2018,Central Andes
Hieracium cf. mandonii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,p_percent,0.191103638390299,-13.180092,-71.588355,2007,,2018,Central Andes
Senecio burkartii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,plant_height_cm,27,-13.180036,-71.588263,2007,,2018,Central Andes
Senecio burkartii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,wet_mass_g,0.867,-13.180036,-71.588263,2007,,2018,Central Andes
Senecio burkartii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,dry_mass_g,0.309,-13.180036,-71.588263,2007,,2018,Central Andes
Senecio burkartii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,leaf_area_cm2,17.191,-13.180036,-71.588263,2007,,2018,Central Andes
Senecio burkartii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,sla_cm2_g,19.8281430219147,-13.180036,-71.588263,2007,,2018,Central Andes
Senecio burkartii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,ldmc,0.356401384083045,-13.180036,-71.588263,2007,,2018,Central Andes
Senecio burkartii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,c_percent,49.81,-13.180036,-71.588263,2007,,2018,Central Andes
Senecio burkartii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,n_percent,0.69,-13.180036,-71.588263,2007,,2018,Central Andes
Senecio burkartii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,cn_ratio,72.1884057971015,-13.180036,-71.588263,2007,,2018,Central Andes
Senecio burkartii,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,p_percent,0.139477143164431,-13.180036,-71.588263,2007,,2018,Central Andes
Lachemilla orbiculata,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,plant_height_cm,11,-13.180036,-71.588263,2007,,2018,Central Andes
Lachemilla orbiculata,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,wet_mass_g,0.047,-13.180036,-71.588263,2007,,2018,Central Andes
Lachemilla orbiculata,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,dry_mass_g,0.019,-13.180036,-71.588263,2007,,2018,Central Andes
Lachemilla orbiculata,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,leaf_area_cm2,1.541,-13.180036,-71.588263,2007,,2018,Central Andes
Lachemilla orbiculata,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,sla_cm2_g,32.7872340425532,-13.180036,-71.588263,2007,,2018,Central Andes
Lachemilla orbiculata,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,ldmc,0.404255319148936,-13.180036,-71.588263,2007,,2018,Central Andes
Lachemilla orbiculata,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,c_percent,45.34,-13.180036,-71.588263,2007,,2018,Central Andes
Lachemilla orbiculata,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,n_percent,0.84,-13.180036,-71.588263,2007,,2018,Central Andes
Lachemilla orbiculata,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,cn_ratio,53.9761904761905,-13.180036,-71.588263,2007,,2018,Central Andes
Calamagrostis tarmensis,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,plant_height_cm,80,-13.180036,-71.588263,2007,,2018,Central Andes
Calamagrostis tarmensis,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,wet_mass_g,0.054,-13.180036,-71.588263,2007,,2018,Central Andes
Calamagrostis tarmensis,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,dry_mass_g,0.0264,-13.180036,-71.588263,2007,,2018,Central Andes
Calamagrostis tarmensis,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,leaf_area_cm2,0.9406,-13.180036,-71.588263,2007,,2018,Central Andes
Calamagrostis tarmensis,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,sla_cm2_g,17.4185185185185,-13.180036,-71.588263,2007,,2018,Central Andes
Calamagrostis tarmensis,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,ldmc,0.488888888888889,-13.180036,-71.588263,2007,,2018,Central Andes
Calamagrostis tarmensis,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,c_percent,45.8,-13.180036,-71.588263,2007,,2018,Central Andes
Calamagrostis tarmensis,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,n_percent,1.53,-13.180036,-71.588263,2007,,2018,Central Andes
Calamagrostis tarmensis,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,cn_ratio,29.9346405228758,-13.180036,-71.588263,2007,,2018,Central Andes
Calamagrostis tarmensis,WAY,3077.1,B,PE_WAY_B_3,Peru_2018,p_percent,0.0793905484122156,-13.180036,-71.588263,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,plant_height_cm,53,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,wet_mass_g,0.117,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,dry_mass_g,0.088,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,leaf_area_cm2,7.535,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,sla_cm2_g,64.4017094017094,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,ldmc,0.752136752136752,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,c_percent,47.7694750463923,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,n_percent,1.11484355756271,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,cn_ratio,42.8485904792121,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,p_percent,0.0435952013559277,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,plant_height_cm,40,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,wet_mass_g,0.05,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,dry_mass_g,0.039,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,leaf_area_cm2,3.42,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,sla_cm2_g,68.4,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,ldmc,0.78,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,c_percent,44.531622620441,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,n_percent,1.12482968910874,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,cn_ratio,39.5896579292156,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,p_percent,0.00811141272703294,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,plant_height_cm,65,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,wet_mass_g,0.11,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,dry_mass_g,0.064,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,leaf_area_cm2,5.888,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,sla_cm2_g,53.5272727272727,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,ldmc,0.581818181818182,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,c_percent,51.35,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,n_percent,1.25,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,cn_ratio,41.08,-13.180092,-71.588355,2007,,2018,Central Andes
Stevia pennellii,WAY,3078.8,B,PE_WAY_B_5,Peru_2018,p_percent,0.0727314651173661,-13.180092,-71.588355,2007,,2018,Central Andes
Baccharis genistelloides,ACJ,3487.4,C,PE_ACJ_C_1,Peru_2018,plant_height_cm,24,-13.176034,-71.628828,,,2018,Central Andes
Baccharis genistelloides,ACJ,3487.4,C,PE_ACJ_C_1,Peru_2018,sla_cm2_g,21.5953002610966,-13.176034,-71.628828,,,2018,Central Andes
Baccharis genistelloides,ACJ,3487.4,C,PE_ACJ_C_1,Peru_2018,ldmc,0.425587467362924,-13.176034,-71.628828,,,2018,Central Andes
Hypericum andinum,ACJ,3492.4,C,PE_ACJ_C_5,Peru_2018,plant_height_cm,52,-13.176252,-71.628819,,,2018,Central Andes
Hypericum andinum,ACJ,3492.4,C,PE_ACJ_C_5,Peru_2018,wet_mass_g,0.0011,-13.176252,-71.628819,,,2018,Central Andes
Hypericum andinum,ACJ,3492.4,C,PE_ACJ_C_5,Peru_2018,dry_mass_g,0.00035,-13.176252,-71.628819,,,2018,Central Andes
Hypericum andinum,ACJ,3492.4,C,PE_ACJ_C_5,Peru_2018,leaf_area_cm2,0.0629,-13.176252,-71.628819,,,2018,Central Andes
Hypericum andinum,ACJ,3492.4,C,PE_ACJ_C_5,Peru_2018,sla_cm2_g,57.1818181818182,-13.176252,-71.628819,,,2018,Central Andes
Hypericum andinum,ACJ,3492.4,C,PE_ACJ_C_5,Peru_2018,ldmc,0.318181818181818,-13.176252,-71.628819,,,2018,Central Andes
Pernettya prostrata,ACJ,3492.4,C,PE_ACJ_C_5,Peru_2018,plant_height_cm,32,-13.176252,-71.628819,,,2018,Central Andes
Pernettya prostrata,ACJ,3492.4,C,PE_ACJ_C_5,Peru_2018,wet_mass_g,0.0152,-13.176252,-71.628819,,,2018,Central Andes
Pernettya prostrata,ACJ,3492.4,C,PE_ACJ_C_5,Peru_2018,dry_mass_g,0.0067,-13.176252,-71.628819,,,2018,Central Andes
Pernettya prostrata,ACJ,3492.4,C,PE_ACJ_C_5,Peru_2018,leaf_area_cm2,0.3569,-13.176252,-71.628819,,,2018,Central Andes
Pernettya prostrata,ACJ,3492.4,C,PE_ACJ_C_5,Peru_2018,sla_cm2_g,23.4802631578947,-13.176252,-71.628819,,,2018,Central Andes
Pernettya prostrata,ACJ,3492.4,C,PE_ACJ_C_5,Peru_2018,ldmc,0.440789473684211,-13.176252,-71.628819,,,2018,Central Andes
