Year,Date,Gradient,Site,PlotID,Variable,Value,Elevation_m,Latitude_N,Longitude_E
2018,2018-07-18,C,1,C,Lichen_rock,NA,3,78.213,15.703
2018,2018-07-18,C,1,C,Rock,0,3,78.213,15.703
2018,2018-07-18,C,1,C,BareGround,0.1,3,78.213,15.703
2018,2018-07-18,C,1,C,BioCrust,2,3,78.213,15.703
2018,2018-07-18,C,1,C,Litter,1,3,78.213,15.703
2018,2018-07-18,C,1,D,MedianHeight_cm,1,3,78.213,15.703
2018,2018-07-18,C,1,D,MaxHeight_cm,5.5,3,78.213,15.703
2018,2018-07-18,C,1,D,Vascular,35,3,78.213,15.703
2018,2018-07-18,C,1,D,Bryophytes,35,3,78.213,15.703
2018,2018-07-18,C,1,D,Lichen_soil,1,3,78.213,15.703
2018,2018-07-18,C,1,D,Lichen_rock,0,3,78.213,15.703
2018,2018-07-18,C,1,D,Rock,0,3,78.213,15.703
2018,2018-07-18,C,1,D,BareGround,0,3,78.213,15.703
2018,2018-07-18,C,1,D,BioCrust,60,3,78.213,15.703
2018,2018-07-18,C,1,D,Litter,5,3,78.213,15.703
2018,2018-07-18,C,1,F,MedianHeight_cm,4,3,78.213,15.703
2018,2018-07-18,C,1,F,MaxHeight_cm,12.5,3,78.213,15.703
2018,2018-07-18,C,1,F,Vascular,60,3,78.213,15.703
2018,2018-07-18,C,1,F,Bryophytes,40,3,78.213,15.703
2018,2018-07-18,C,1,F,Lichen_soil,6,3,78.213,15.703
2018,2018-07-18,C,1,F,Lichen_rock,NA,3,78.213,15.703
2018,2018-07-18,C,1,F,Rock,0,3,78.213,15.703
2018,2018-07-18,C,1,F,BareGround,0,3,78.213,15.703
2018,2018-07-18,C,1,F,BioCrust,10,3,78.213,15.703
2018,2018-07-18,C,1,F,Litter,4,3,78.213,15.703
2018,2018-07-18,C,1,E,MedianHeight_cm,3,3,78.213,15.703
2018,2018-07-18,C,1,E,MaxHeight_cm,10.5,3,78.213,15.703
2018,2018-07-18,C,1,E,Vascular,60,3,78.213,15.703
2018,2018-07-18,C,1,E,Bryophytes,40,3,78.213,15.703
2018,2018-07-18,C,1,E,Lichen_soil,1,3,78.213,15.703
2018,2018-07-18,C,1,E,Lichen_rock,0,3,78.213,15.703
2018,2018-07-18,C,1,E,Rock,0,3,78.213,15.703
2018,2018-07-18,C,1,E,BareGround,0,3,78.213,15.703
2018,2018-07-18,C,1,E,BioCrust,30,3,78.213,15.703
2018,2018-07-18,C,1,E,Litter,10,3,78.213,15.703
2018,2018-07-18,C,1,G,MedianHeight_cm,1.5,3,78.213,15.703
2018,2018-07-18,C,1,G,MaxHeight_cm,9.6,3,78.213,15.703
2018,2018-07-18,C,1,G,Vascular,50,3,78.213,15.703
2018,2018-07-18,C,1,G,Bryophytes,30,3,78.213,15.703
2018,2018-07-18,C,1,G,Lichen_soil,5,3,78.213,15.703
2018,2018-07-18,C,1,G,Lichen_rock,NA,3,78.213,15.703
2018,2018-07-18,C,1,G,Rock,0,3,78.213,15.703
2018,2018-07-18,C,1,G,BareGround,0,3,78.213,15.703
2018,2018-07-18,C,1,G,BioCrust,25,3,78.213,15.703
2018,2018-07-18,C,1,G,Litter,5,3,78.213,15.703
2018,2018-07-17,C,2,A,MedianHeight_cm,1,70.6,78.212,15.694
2018,2018-07-17,C,2,A,MaxHeight_cm,8,70.6,78.212,15.694
2018,2018-07-17,C,2,A,Vascular,30,70.6,78.212,15.694
2018,2018-07-17,C,2,A,Bryophytes,90,70.6,78.212,15.694
2018,2018-07-17,C,2,A,Lichen_soil,7,70.6,78.212,15.694
2018,2018-07-17,C,2,A,Lichen_rock,0,70.6,78.212,15.694
2018,2018-07-17,C,2,A,Rock,0.5,70.6,78.212,15.694
2018,2018-07-17,C,2,A,BareGround,1,70.6,78.212,15.694
2018,2018-07-17,C,2,A,BioCrust,0.5,70.6,78.212,15.694
2018,2018-07-17,C,2,A,Litter,0.5,70.6,78.212,15.694
2018,2018-07-17,C,2,B,MedianHeight_cm,2,70.6,78.212,15.694
2018,2018-07-17,C,2,B,MaxHeight_cm,7,70.6,78.212,15.694
2018,2018-07-17,C,2,B,Vascular,15,70.6,78.212,15.694
2018,2018-07-17,C,2,B,Bryophytes,90,70.6,78.212,15.694
2018,2018-07-17,C,2,B,Lichen_soil,1,70.6,78.212,15.694
2018,2018-07-17,C,2,B,Lichen_rock,0,70.6,78.212,15.694
2018,2018-07-17,C,2,B,Rock,2,70.6,78.212,15.694
2018,2018-07-17,C,2,B,BareGround,0.5,70.6,78.212,15.694
2018,2018-07-17,C,2,B,BioCrust,10,70.6,78.212,15.694
2018,2018-07-17,C,2,B,Litter,2,70.6,78.212,15.694
2018,2018-07-17,C,2,C,MedianHeight_cm,1,70.6,78.212,15.694
2018,2018-07-17,C,2,C,MaxHeight_cm,4.5,70.6,78.212,15.694
2018,2018-07-17,C,2,C,Vascular,15,70.6,78.212,15.694
2018,2018-07-17,C,2,C,Bryophytes,95,70.6,78.212,15.694
2018,2018-07-17,C,2,C,Lichen_soil,2,70.6,78.212,15.694
2018,2018-07-17,C,2,C,Lichen_rock,0,70.6,78.212,15.694
2018,2018-07-17,C,2,C,Rock,1,70.6,78.212,15.694
2018,2018-07-17,C,2,C,BareGround,0.5,70.6,78.212,15.694
2018,2018-07-17,C,2,C,BioCrust,1,70.6,78.212,15.694
2018,2018-07-17,C,2,C,Litter,5,70.6,78.212,15.694
2018,2018-07-17,C,2,D,MedianHeight_cm,2,70.6,78.212,15.694
2018,2018-07-17,C,2,D,MaxHeight_cm,8,70.6,78.212,15.694
2018,2018-07-17,C,2,D,Vascular,30,70.6,78.212,15.694
2018,2018-07-17,C,2,D,Bryophytes,55,70.6,78.212,15.694
2018,2018-07-17,C,2,D,Lichen_soil,3,70.6,78.212,15.694
2018,2018-07-17,C,2,D,Lichen_rock,0,70.6,78.212,15.694
2018,2018-07-17,C,2,D,Rock,1,70.6,78.212,15.694
2018,2018-07-17,C,2,D,BareGround,0.5,70.6,78.212,15.694
2018,2018-07-17,C,2,D,BioCrust,8,70.6,78.212,15.694
2018,2018-07-17,C,2,D,Litter,10,70.6,78.212,15.694
2018,2018-07-17,C,2,E,MedianHeight_cm,3,70.6,78.212,15.694
2018,2018-07-17,C,2,E,MaxHeight_cm,6.5,70.6,78.212,15.694
2018,2018-07-17,C,2,E,Vascular,15,70.6,78.212,15.694
2018,2018-07-17,C,2,E,Bryophytes,50,70.6,78.212,15.694
2018,2018-07-17,C,2,E,Lichen_soil,4,70.6,78.212,15.694
2018,2018-07-17,C,2,E,Lichen_rock,0,70.6,78.212,15.694
2018,2018-07-17,C,2,E,Rock,0.5,70.6,78.212,15.694
2018,2018-07-17,C,2,E,BareGround,0.5,70.6,78.212,15.694
2018,2018-07-17,C,2,E,BioCrust,10,70.6,78.212,15.694
2018,2018-07-17,C,2,E,Litter,4,70.6,78.212,15.694
2018,2018-07-18,C,3,E,MedianHeight_cm,3,120.5,78.21,15.691
2018,2018-07-18,C,3,E,MaxHeight_cm,8.8,120.5,78.21,15.691
2018,2018-07-18,C,3,E,Vascular,25,120.5,78.21,15.691
2018,2018-07-18,C,3,E,Bryophytes,75,120.5,78.21,15.691
2018,2018-07-18,C,3,E,Lichen_soil,3,120.5,78.21,15.691
2018,2018-07-18,C,3,E,Lichen_rock,NA,120.5,78.21,15.691
2018,2018-07-18,C,3,E,Rock,NA,120.5,78.21,15.691
2018,2018-07-18,C,3,E,BareGround,NA,120.5,78.21,15.691
2018,2018-07-18,C,3,E,BioCrust,5,120.5,78.21,15.691
2018,2018-07-18,C,3,E,Litter,2,120.5,78.21,15.691
2018,2018-07-17,C,2,F,MedianHeight_cm,1,70.6,78.212,15.694
2018,2018-07-17,C,2,F,MaxHeight_cm,7,70.6,78.212,15.694
2018,2018-07-17,C,2,F,Vascular,25,70.6,78.212,15.694
2018,2018-07-17,C,2,F,Bryophytes,45,70.6,78.212,15.694
2018,2018-07-17,C,2,F,Lichen_soil,4,70.6,78.212,15.694
2018,2018-07-17,C,2,F,Lichen_rock,0,70.6,78.212,15.694
2018,2018-07-17,C,2,F,Rock,2,70.6,78.212,15.694
2018,2018-07-17,C,2,F,BareGround,0.1,70.6,78.212,15.694
2018,2018-07-17,C,2,F,BioCrust,1,70.6,78.212,15.694
2018,2018-07-17,C,2,F,Litter,20,70.6,78.212,15.694
2018,2018-07-17,C,2,G,MedianHeight_cm,0.5,70.6,78.212,15.694
2018,2018-07-17,C,2,G,MaxHeight_cm,3.4,70.6,78.212,15.694
2018,2018-07-17,C,2,G,Vascular,35,70.6,78.212,15.694
2018,2018-07-17,C,2,G,Bryophytes,55,70.6,78.212,15.694
2018,2018-07-17,C,2,G,Lichen_soil,1,70.6,78.212,15.694
2018,2018-07-17,C,2,G,Lichen_rock,0,70.6,78.212,15.694
2018,2018-07-17,C,2,G,Rock,0.5,70.6,78.212,15.694
2018,2018-07-17,C,2,G,BareGround,0.5,70.6,78.212,15.694
2018,2018-07-17,C,2,G,BioCrust,8,70.6,78.212,15.694
2018,2018-07-17,C,2,G,Litter,6,70.6,78.212,15.694
2018,2018-07-18,C,3,G,MedianHeight_cm,1,120.5,78.21,15.691
2018,2018-07-18,C,3,G,MaxHeight_cm,6.7,120.5,78.21,15.691
2018,2018-07-18,C,3,G,Vascular,45,120.5,78.21,15.691
2018,2018-07-18,C,3,G,Bryophytes,20,120.5,78.21,15.691
2018,2018-07-18,C,3,G,Lichen_soil,15,120.5,78.21,15.691
2018,2018-07-18,C,3,G,Lichen_rock,NA,120.5,78.21,15.691
2018,2018-07-18,C,3,G,Rock,0.5,120.5,78.21,15.691
2018,2018-07-18,C,3,G,BareGround,NA,120.5,78.21,15.691
2018,2018-07-18,C,3,G,BioCrust,30,120.5,78.21,15.691
2018,2018-07-18,C,3,G,Litter,15,120.5,78.21,15.691
2018,2018-07-18,C,3,A,MedianHeight_cm,2,120.5,78.21,15.691
2018,2018-07-18,C,3,A,MaxHeight_cm,7,120.5,78.21,15.691
2018,2018-07-18,C,3,A,Vascular,50,120.5,78.21,15.691
2018,2018-07-18,C,3,A,Bryophytes,30,120.5,78.21,15.691
2018,2018-07-18,C,3,A,Lichen_soil,10,120.5,78.21,15.691
2018,2018-07-18,C,3,A,Lichen_rock,NA,120.5,78.21,15.691
2018,2018-07-18,C,3,A,Rock,1,120.5,78.21,15.691
2018,2018-07-18,C,3,A,BareGround,20,120.5,78.21,15.691
2018,2018-07-18,C,3,A,BioCrust,10,120.5,78.21,15.691
2018,2018-07-18,C,3,A,Litter,3,120.5,78.21,15.691
2018,2018-07-18,C,3,B,MedianHeight_cm,2,120.5,78.21,15.691
2018,2018-07-18,C,3,B,MaxHeight_cm,4.5,120.5,78.21,15.691
2018,2018-07-18,C,3,B,Vascular,50,120.5,78.21,15.691
2018,2018-07-18,C,3,B,Bryophytes,20,120.5,78.21,15.691
2018,2018-07-18,C,3,B,Lichen_soil,10,120.5,78.21,15.691
2018,2018-07-18,C,3,B,Lichen_rock,NA,120.5,78.21,15.691
2018,2018-07-18,C,3,B,Rock,2,120.5,78.21,15.691
2018,2018-07-18,C,3,B,BareGround,0,120.5,78.21,15.691
2018,2018-07-18,C,3,B,BioCrust,40,120.5,78.21,15.691
2018,2018-07-18,C,3,B,Litter,1,120.5,78.21,15.691
2018,2018-07-18,C,3,C,MedianHeight_cm,2,120.5,78.21,15.691
2018,2018-07-18,C,3,C,MaxHeight_cm,5,120.5,78.21,15.691
2018,2018-07-18,C,3,C,Vascular,50,120.5,78.21,15.691
2018,2018-07-18,C,3,C,Bryophytes,70,120.5,78.21,15.691
2018,2018-07-18,C,3,C,Lichen_soil,8,120.5,78.21,15.691
2018,2018-07-18,C,3,C,Lichen_rock,NA,120.5,78.21,15.691
2018,2018-07-18,C,3,C,Rock,0.5,120.5,78.21,15.691
2018,2018-07-18,C,3,C,BareGround,0.1,120.5,78.21,15.691
2018,2018-07-18,C,3,C,BioCrust,6,120.5,78.21,15.691
2018,2018-07-18,C,3,C,Litter,1,120.5,78.21,15.691
2018,2018-07-18,C,3,D,MedianHeight_cm,1.5,120.5,78.21,15.691
2018,2018-07-18,C,3,D,MaxHeight_cm,11,120.5,78.21,15.691
2018,2018-07-18,C,3,D,Vascular,40,120.5,78.21,15.691
2018,2018-07-18,C,3,D,Bryophytes,30,120.5,78.21,15.691
2018,2018-07-18,C,3,D,Lichen_soil,20,120.5,78.21,15.691
2018,2018-07-18,C,3,D,Lichen_rock,NA,120.5,78.21,15.691
2018,2018-07-18,C,3,D,Rock,NA,120.5,78.21,15.691
2018,2018-07-18,C,3,D,BareGround,0.5,120.5,78.21,15.691
2018,2018-07-18,C,3,D,BioCrust,20,120.5,78.21,15.691
2018,2018-07-18,C,3,D,Litter,10,120.5,78.21,15.691
2018,2018-07-18,C,3,F,MedianHeight_cm,2,120.5,78.21,15.691
2018,2018-07-18,C,3,F,MaxHeight_cm,9.5,120.5,78.21,15.691
2018,2018-07-18,C,3,F,Vascular,50,120.5,78.21,15.691
2018,2018-07-18,C,3,F,Bryophytes,35,120.5,78.21,15.691
2018,2018-07-18,C,3,F,Lichen_soil,3,120.5,78.21,15.691
2018,2018-07-18,C,3,F,Lichen_rock,NA,120.5,78.21,15.691
2018,2018-07-18,C,3,F,Rock,NA,120.5,78.21,15.691
2018,2018-07-18,C,3,F,BareGround,0.5,120.5,78.21,15.691
2018,2018-07-18,C,3,F,BioCrust,35,120.5,78.21,15.691
2018,2018-07-18,C,3,F,Litter,5,120.5,78.21,15.691
2018,2018-07-18,C,4,A,MedianHeight_cm,1,171.6,78.209,15.693
2018,2018-07-18,C,4,A,MaxHeight_cm,2,171.6,78.209,15.693
2018,2018-07-18,C,4,A,Vascular,6,171.6,78.209,15.693
2018,2018-07-18,C,4,A,Bryophytes,40,171.6,78.209,15.693
2018,2018-07-18,C,4,A,Lichen_soil,1,171.6,78.209,15.693
2018,2018-07-18,C,4,A,Lichen_rock,NA,171.6,78.209,15.693
2018,2018-07-18,C,4,A,Rock,2,171.6,78.209,15.693
2018,2018-07-18,C,4,A,BareGround,0.5,171.6,78.209,15.693
2018,2018-07-18,C,4,A,BioCrust,40,171.6,78.209,15.693
2018,2018-07-18,C,4,A,Litter,15,171.6,78.209,15.693
2018,2018-07-18,C,4,C,MedianHeight_cm,4,171.6,78.209,15.693
2018,2018-07-18,C,4,C,MaxHeight_cm,6,171.6,78.209,15.693
2018,2018-07-18,C,4,C,Vascular,35,171.6,78.209,15.693
2018,2018-07-18,C,4,C,Bryophytes,75,171.6,78.209,15.693
2018,2018-07-18,C,4,C,Lichen_soil,1,171.6,78.209,15.693
2018,2018-07-18,C,4,C,Lichen_rock,NA,171.6,78.209,15.693
2018,2018-07-18,C,4,C,Rock,1,171.6,78.209,15.693
2018,2018-07-18,C,4,C,BareGround,0.5,171.6,78.209,15.693
2018,2018-07-18,C,4,C,BioCrust,1,171.6,78.209,15.693
2018,2018-07-18,C,4,C,Litter,2,171.6,78.209,15.693
2018,2018-07-18,C,4,D,MedianHeight_cm,5,171.6,78.209,15.693
2018,2018-07-18,C,4,D,MaxHeight_cm,6,171.6,78.209,15.693
2018,2018-07-18,C,4,D,Vascular,80,171.6,78.209,15.693
2018,2018-07-18,C,4,D,Bryophytes,30,171.6,78.209,15.693
2018,2018-07-18,C,4,D,Lichen_soil,0.5,171.6,78.209,15.693
2018,2018-07-18,C,4,D,Lichen_rock,NA,171.6,78.209,15.693
2018,2018-07-18,C,4,D,Rock,0.5,171.6,78.209,15.693
2018,2018-07-18,C,4,D,BareGround,NA,171.6,78.209,15.693
2018,2018-07-18,C,4,D,BioCrust,0.5,171.6,78.209,15.693
2018,2018-07-18,C,4,D,Litter,0.5,171.6,78.209,15.693
2018,2018-07-18,C,4,E,MedianHeight_cm,3,171.6,78.209,15.693
2018,2018-07-18,C,4,E,MaxHeight_cm,13,171.6,78.209,15.693
2018,2018-07-18,C,4,E,Vascular,30,171.6,78.209,15.693
2018,2018-07-18,C,4,E,Bryophytes,40,171.6,78.209,15.693
2018,2018-07-18,C,4,E,Lichen_soil,15,171.6,78.209,15.693
2018,2018-07-18,C,4,E,Lichen_rock,NA,171.6,78.209,15.693
2018,2018-07-18,C,4,E,Rock,2,171.6,78.209,15.693
2018,2018-07-18,C,4,E,BareGround,0.5,171.6,78.209,15.693
2018,2018-07-18,C,4,E,BioCrust,10,171.6,78.209,15.693
2018,2018-07-18,C,4,E,Litter,8,171.6,78.209,15.693
2018,2018-07-18,C,4,B,MedianHeight_cm,3,171.6,78.209,15.693
2018,2018-07-18,C,4,B,MaxHeight_cm,10,171.6,78.209,15.693
2018,2018-07-18,C,4,B,Vascular,20,171.6,78.209,15.693
2018,2018-07-18,C,4,B,Bryophytes,70,171.6,78.209,15.693
2018,2018-07-18,C,4,B,Lichen_soil,1,171.6,78.209,15.693
2018,2018-07-18,C,4,B,Lichen_rock,NA,171.6,78.209,15.693
2018,2018-07-18,C,4,B,Rock,0.5,171.6,78.209,15.693
2018,2018-07-18,C,4,B,BareGround,0.1,171.6,78.209,15.693
2018,2018-07-18,C,4,B,BioCrust,15,171.6,78.209,15.693
2018,2018-07-18,C,4,B,Litter,4,171.6,78.209,15.693
2018,2018-07-18,C,4,F,MedianHeight_cm,2.5,171.6,78.209,15.693
2018,2018-07-18,C,4,F,MaxHeight_cm,9,171.6,78.209,15.693
2018,2018-07-18,C,4,F,Vascular,25,171.6,78.209,15.693
2018,2018-07-18,C,4,F,Bryophytes,60,171.6,78.209,15.693
2018,2018-07-18,C,4,F,Lichen_soil,2,171.6,78.209,15.693
2018,2018-07-18,C,4,F,Lichen_rock,NA,171.6,78.209,15.693
2018,2018-07-18,C,4,F,Rock,0.5,171.6,78.209,15.693
2018,2018-07-18,C,4,F,BareGround,0,171.6,78.209,15.693
2018,2018-07-18,C,4,F,BioCrust,2,171.6,78.209,15.693
2018,2018-07-18,C,4,F,Litter,7,171.6,78.209,15.693
2018,2018-07-18,C,4,G,MedianHeight_cm,2,171.6,78.209,15.693
2018,2018-07-18,C,4,G,MaxHeight_cm,8,171.6,78.209,15.693
2018,2018-07-18,C,4,G,Vascular,25,171.6,78.209,15.693
2018,2018-07-18,C,4,G,Bryophytes,60,171.6,78.209,15.693
2018,2018-07-18,C,4,G,Lichen_soil,4,171.6,78.209,15.693
2018,2018-07-18,C,4,G,Lichen_rock,NA,171.6,78.209,15.693
2018,2018-07-18,C,4,G,Rock,5,171.6,78.209,15.693
2018,2018-07-18,C,4,G,BareGround,4,171.6,78.209,15.693
2018,2018-07-18,C,4,G,BioCrust,5,171.6,78.209,15.693
2018,2018-07-18,C,4,G,Litter,1,171.6,78.209,15.693
2018,2018-07-18,C,5,A,MedianHeight_cm,1,212.9,78.207,15.698
2018,2018-07-18,C,5,A,MaxHeight_cm,4,212.9,78.207,15.698
2018,2018-07-18,C,5,A,Vascular,25,212.9,78.207,15.698
2018,2018-07-18,C,5,A,Bryophytes,50,212.9,78.207,15.698
2018,2018-07-18,C,5,A,Lichen_soil,7,212.9,78.207,15.698
2018,2018-07-18,C,5,A,Lichen_rock,NA,212.9,78.207,15.698
2018,2018-07-18,C,5,A,Rock,2,212.9,78.207,15.698
2018,2018-07-18,C,5,A,BareGround,0.1,212.9,78.207,15.698
2018,2018-07-18,C,5,A,BioCrust,15,212.9,78.207,15.698
2018,2018-07-18,C,5,A,Litter,3,212.9,78.207,15.698
2018,2018-07-18,C,5,B,MedianHeight_cm,2,212.9,78.207,15.698
2018,2018-07-18,C,5,B,MaxHeight_cm,6,212.9,78.207,15.698
2018,2018-07-18,C,5,B,Vascular,20,212.9,78.207,15.698
2018,2018-07-18,C,5,B,Bryophytes,50,212.9,78.207,15.698
2018,2018-07-18,C,5,B,Lichen_soil,2,212.9,78.207,15.698
2018,2018-07-18,C,5,B,Lichen_rock,NA,212.9,78.207,15.698
2018,2018-07-18,C,5,B,Rock,5,212.9,78.207,15.698
2018,2018-07-18,C,5,B,BareGround,1,212.9,78.207,15.698
2018,2018-07-18,C,5,B,BioCrust,25,212.9,78.207,15.698
2018,2018-07-18,C,5,B,Litter,1,212.9,78.207,15.698
2018,2018-07-18,C,5,C,MedianHeight_cm,2,212.9,78.207,15.698
2018,2018-07-18,C,5,C,MaxHeight_cm,6,212.9,78.207,15.698
2018,2018-07-18,C,5,C,Vascular,25,212.9,78.207,15.698
2018,2018-07-18,C,5,C,Bryophytes,60,212.9,78.207,15.698
2018,2018-07-18,C,5,C,Lichen_soil,3,212.9,78.207,15.698
2018,2018-07-18,C,5,C,Lichen_rock,NA,212.9,78.207,15.698
2018,2018-07-18,C,5,C,Rock,1,212.9,78.207,15.698
2018,2018-07-18,C,5,C,BareGround,0.5,212.9,78.207,15.698
2018,2018-07-18,C,5,C,BioCrust,25,212.9,78.207,15.698
2018,2018-07-18,C,5,C,Litter,1,212.9,78.207,15.698
2018,2018-07-18,C,5,D,MedianHeight_cm,2,212.9,78.207,15.698
2018,2018-07-18,C,5,D,MaxHeight_cm,6,212.9,78.207,15.698
2018,2018-07-18,C,5,D,Vascular,20,212.9,78.207,15.698
2018,2018-07-18,C,5,D,Bryophytes,40,212.9,78.207,15.698
2018,2018-07-18,C,5,D,Lichen_soil,2,212.9,78.207,15.698
2018,2018-07-18,C,5,D,Lichen_rock,NA,212.9,78.207,15.698
2018,2018-07-18,C,5,D,Rock,1,212.9,78.207,15.698
2018,2018-07-18,C,5,D,BareGround,1,212.9,78.207,15.698
2018,2018-07-18,C,5,D,BioCrust,20,212.9,78.207,15.698
2018,2018-07-18,C,5,D,Litter,1,212.9,78.207,15.698
2018,2018-07-18,C,5,E,MedianHeight_cm,3,212.9,78.207,15.698
2018,2018-07-18,C,5,E,MaxHeight_cm,10.6,212.9,78.207,15.698
2018,2018-07-18,C,5,E,Vascular,40,212.9,78.207,15.698
2018,2018-07-18,C,5,E,Bryophytes,40,212.9,78.207,15.698
2018,2018-07-18,C,5,E,Lichen_soil,2,212.9,78.207,15.698
2018,2018-07-18,C,5,E,Lichen_rock,NA,212.9,78.207,15.698
2018,2018-07-18,C,5,E,Rock,0.5,212.9,78.207,15.698
2018,2018-07-18,C,5,E,BareGround,0.1,212.9,78.207,15.698
2018,2018-07-18,C,5,E,BioCrust,5,212.9,78.207,15.698
2018,2018-07-18,C,5,E,Litter,8,212.9,78.207,15.698
2018,2018-07-17,C,5,F,MedianHeight_cm,4,212.9,78.207,15.698
2018,2018-07-17,C,5,F,MaxHeight_cm,12.5,212.9,78.207,15.698
2018,2018-07-17,C,5,F,Vascular,35,212.9,78.207,15.698
2018,2018-07-17,C,5,F,Bryophytes,30,212.9,78.207,15.698
2018,2018-07-17,C,5,F,Lichen_soil,3,212.9,78.207,15.698
2018,2018-07-17,C,5,F,Lichen_rock,NA,212.9,78.207,15.698
2018,2018-07-17,C,5,F,Rock,5,212.9,78.207,15.698
2018,2018-07-17,C,5,F,BareGround,10,212.9,78.207,15.698
2018,2018-07-17,C,5,F,BioCrust,6,212.9,78.207,15.698
2018,2018-07-17,C,5,F,Litter,5,212.9,78.207,15.698
2018,2018-07-17,C,5,G,MedianHeight_cm,3.5,212.9,78.207,15.698
2018,2018-07-17,C,5,G,MaxHeight_cm,8.5,212.9,78.207,15.698
2018,2018-07-17,C,5,G,Vascular,35,212.9,78.207,15.698
2018,2018-07-17,C,5,G,Bryophytes,50,212.9,78.207,15.698
2018,2018-07-17,C,5,G,Lichen_soil,4,212.9,78.207,15.698
2018,2018-07-17,C,5,G,Lichen_rock,NA,212.9,78.207,15.698
2018,2018-07-17,C,5,G,Rock,8,212.9,78.207,15.698
2018,2018-07-17,C,5,G,BareGround,3,212.9,78.207,15.698
2018,2018-07-17,C,5,G,BioCrust,15,212.9,78.207,15.698
2018,2018-07-17,C,5,G,Litter,5,212.9,78.207,15.698
2018,2018-07-19,C,6,A,MedianHeight_cm,1,260.5,78.207,15.698
2018,2018-07-19,C,6,A,MaxHeight_cm,8.3,260.5,78.207,15.698
2018,2018-07-19,C,6,A,Vascular,40,260.5,78.207,15.698
2018,2018-07-19,C,6,A,Bryophytes,80,260.5,78.207,15.698
2018,2018-07-19,C,6,A,Lichen_soil,15,260.5,78.207,15.698
2018,2018-07-19,C,6,A,Lichen_rock,NA,260.5,78.207,15.698
2018,2018-07-19,C,6,A,Rock,0.5,260.5,78.207,15.698
2018,2018-07-19,C,6,A,BareGround,0.1,260.5,78.207,15.698
2018,2018-07-19,C,6,A,BioCrust,10,260.5,78.207,15.698
2018,2018-07-19,C,6,A,Litter,1,260.5,78.207,15.698
2018,2018-07-19,C,6,B,MedianHeight_cm,2,260.5,78.207,15.698
2018,2018-07-19,C,6,B,MaxHeight_cm,10,260.5,78.207,15.698
2018,2018-07-19,C,6,B,Vascular,40,260.5,78.207,15.698
2018,2018-07-19,C,6,B,Bryophytes,60,260.5,78.207,15.698
2018,2018-07-19,C,6,B,Lichen_soil,NA,260.5,78.207,15.698
2018,2018-07-19,C,6,B,Lichen_rock,10,260.5,78.207,15.698
2018,2018-07-19,C,6,B,Rock,0.5,260.5,78.207,15.698
2018,2018-07-19,C,6,B,BareGround,1,260.5,78.207,15.698
2018,2018-07-19,C,6,B,BioCrust,15,260.5,78.207,15.698
2018,2018-07-19,C,6,B,Litter,5,260.5,78.207,15.698
2018,2018-07-19,C,6,C,MedianHeight_cm,1,260.5,78.207,15.698
2018,2018-07-19,C,6,C,MaxHeight_cm,6.2,260.5,78.207,15.698
2018,2018-07-19,C,6,C,Vascular,30,260.5,78.207,15.698
2018,2018-07-19,C,6,C,Bryophytes,75,260.5,78.207,15.698
2018,2018-07-19,C,6,C,Lichen_soil,5,260.5,78.207,15.698
2018,2018-07-19,C,6,C,Lichen_rock,NA,260.5,78.207,15.698
2018,2018-07-19,C,6,C,Rock,1,260.5,78.207,15.698
2018,2018-07-19,C,6,C,BareGround,1,260.5,78.207,15.698
2018,2018-07-19,C,6,C,BioCrust,20,260.5,78.207,15.698
2018,2018-07-19,C,6,C,Litter,0.5,260.5,78.207,15.698
2018,2018-07-18,C,6,G,MedianHeight_cm,2,260.5,78.207,15.698
2018,2018-07-18,C,6,G,MaxHeight_cm,7.5,260.5,78.207,15.698
2018,2018-07-18,C,6,G,Vascular,25,260.5,78.207,15.698
2018,2018-07-18,C,6,G,Bryophytes,40,260.5,78.207,15.698
2018,2018-07-18,C,6,G,Lichen_soil,4,260.5,78.207,15.698
2018,2018-07-18,C,6,G,Lichen_rock,NA,260.5,78.207,15.698
2018,2018-07-18,C,6,G,Rock,15,260.5,78.207,15.698
2018,2018-07-18,C,6,G,BareGround,0.5,260.5,78.207,15.698
2018,2018-07-18,C,6,G,BioCrust,15,260.5,78.207,15.698
2018,2018-07-18,C,6,G,Litter,3,260.5,78.207,15.698
2018,2018-07-19,C,6,D,MedianHeight_cm,1,260.5,78.207,15.698
2018,2018-07-19,C,6,D,MaxHeight_cm,7,260.5,78.207,15.698
2018,2018-07-19,C,6,D,Vascular,30,260.5,78.207,15.698
2018,2018-07-19,C,6,D,Bryophytes,40,260.5,78.207,15.698
2018,2018-07-19,C,6,D,Lichen_soil,5,260.5,78.207,15.698
2018,2018-07-19,C,6,D,Lichen_rock,NA,260.5,78.207,15.698
2018,2018-07-19,C,6,D,Rock,1,260.5,78.207,15.698
2018,2018-07-19,C,6,D,BareGround,5,260.5,78.207,15.698
2018,2018-07-19,C,6,D,BioCrust,20,260.5,78.207,15.698
2018,2018-07-19,C,6,D,Litter,1,260.5,78.207,15.698
2018,2018-07-18,C,6,E,MedianHeight_cm,2,260.5,78.207,15.698
2018,2018-07-18,C,6,E,MaxHeight_cm,7,260.5,78.207,15.698
2018,2018-07-18,C,6,E,Vascular,30,260.5,78.207,15.698
