ID,date,gradient,siteID,elevation_m_asl,blockID,turfID,warming,grazing,Nlevel,Namount_kg_ha_y,individual_nr,species,trait,value,origSiteID,destSiteID,comment,problem,flag
COY7391,2022-07-26,NA,Vikesland,469,10,159 WN2N 200,W,N,2,0,2,Poa pratensis,wet_mass_g,0.0711,Joa,Vik,NA,NA,NA
COY7391,2022-07-26,NA,Vikesland,469,10,159 WN2N 200,W,N,2,0,2,Poa pratensis,dry_mass_g,0.02577,Joa,Vik,NA,NA,NA
COY7391,2022-07-26,NA,Vikesland,469,10,159 WN2N 200,W,N,2,0,2,Poa pratensis,leaf_area_cm2,4.755,Joa,Vik,NA,NA,NA
COY7391,2022-07-26,NA,Vikesland,469,10,159 WN2N 200,W,N,2,0,2,Poa pratensis,leaf_thickness_mm,0.16633333333333333,Joa,Vik,NA,NA,NA
COY7391,2022-07-26,NA,Vikesland,469,10,159 WN2N 200,W,N,2,0,2,Poa pratensis,ldmc,0.36244725738396627,Joa,Vik,NA,NA,NA
COY7391,2022-07-26,NA,Vikesland,469,10,159 WN2N 200,W,N,2,0,2,Poa pratensis,sla_cm2_g,184.51688009313153,Joa,Vik,NA,NA,NA
CHA2679,2022-07-26,NA,Vikesland,469,1,87 WN1N 164,W,N,1,0,4,Ranunculus acris,plant_height_cm,12.9,Joa,Vik,NA,NA,NA
CHA2679,2022-07-26,NA,Vikesland,469,1,87 WN1N 164,W,N,1,0,4,Ranunculus acris,wet_mass_g,0.13035,Joa,Vik,NA,NA,NA
CHA2679,2022-07-26,NA,Vikesland,469,1,87 WN1N 164,W,N,1,0,4,Ranunculus acris,dry_mass_g,0.023895,Joa,Vik,NA,NA,NA
CHA2679,2022-07-26,NA,Vikesland,469,1,87 WN1N 164,W,N,1,0,4,Ranunculus acris,leaf_area_cm2,6.346,Joa,Vik,NA,NA,NA
CHA2679,2022-07-26,NA,Vikesland,469,1,87 WN1N 164,W,N,1,0,4,Ranunculus acris,leaf_thickness_mm,0.17333333333333334,Joa,Vik,NA,NA,NA
CHA2679,2022-07-26,NA,Vikesland,469,1,87 WN1N 164,W,N,1,0,4,Ranunculus acris,ldmc,0.18331415420023014,Joa,Vik,NA,NA,NA
CHA2679,2022-07-26,NA,Vikesland,469,1,87 WN1N 164,W,N,1,0,4,Ranunculus acris,sla_cm2_g,265.5785729232057,Joa,Vik,NA,NA,NA
CUY1951,2022-07-26,NA,Vikesland,469,1,87 WN1N 164,W,N,1,0,3,Poa pratensis,plant_height_cm,13.7,Joa,Vik,NA,NA,NA
CUY1951,2022-07-26,NA,Vikesland,469,1,87 WN1N 164,W,N,1,0,3,Poa pratensis,wet_mass_g,0.0273,Joa,Vik,NA,NA,NA
CUY1951,2022-07-26,NA,Vikesland,469,1,87 WN1N 164,W,N,1,0,3,Poa pratensis,dry_mass_g,0.00722,Joa,Vik,NA,NA,NA
CUY1951,2022-07-26,NA,Vikesland,469,1,87 WN1N 164,W,N,1,0,3,Poa pratensis,leaf_area_cm2,1.8465,Joa,Vik,NA,NA,NA
CUY1951,2022-07-26,NA,Vikesland,469,1,87 WN1N 164,W,N,1,0,3,Poa pratensis,leaf_thickness_mm,0.16633333333333333,Joa,Vik,NA,NA,NA
CUY1951,2022-07-26,NA,Vikesland,469,1,87 WN1N 164,W,N,1,0,3,Poa pratensis,ldmc,0.2644688644688645,Joa,Vik,NA,NA,NA
CUY1951,2022-07-26,NA,Vikesland,469,1,87 WN1N 164,W,N,1,0,3,Poa pratensis,sla_cm2_g,255.74792243767314,Joa,Vik,NA,NA,NA
CFP8414,2022-07-26,NA,Vikesland,469,1,87 WN1N 164,W,N,1,0,2,Agrostis capillaris,plant_height_cm,21.3,Joa,Vik,NA,NA,NA
CFP8414,2022-07-26,NA,Vikesland,469,1,87 WN1N 164,W,N,1,0,2,Agrostis capillaris,dry_mass_g,0.00799,Joa,Vik,NA,NA,NA
CFP8414,2022-07-26,NA,Vikesland,469,1,87 WN1N 164,W,N,1,0,2,Agrostis capillaris,leaf_thickness_mm,0.136,Joa,Vik,NA,NA,NA
CVB5970,2022-07-26,NA,Vikesland,469,1,87 WN1N 164,W,N,1,0,4,Rumex acetosa,plant_height_cm,4.6,Joa,Vik,NA,NA,NA
CVB5970,2022-07-26,NA,Vikesland,469,1,87 WN1N 164,W,N,1,0,4,Rumex acetosa,wet_mass_g,0.08365,Joa,Vik,NA,NA,NA
CVB5970,2022-07-26,NA,Vikesland,469,1,87 WN1N 164,W,N,1,0,4,Rumex acetosa,leaf_thickness_mm,0.23399999999999999,Joa,Vik,NA,NA,NA
CVB5970,2022-07-26,NA,Vikesland,469,1,87 WN1N 164,W,N,1,0,4,Rumex acetosa,ldmc,0.07136879856545128,Joa,Vik,NA,NA,NA
CIN5730,2022-07-26,NA,Vikesland,469,6,125 WN7C 183,W,C,7,10,1,Poa pratensis,plant_height_cm,27.5,Joa,Vik,NA,NA,NA
CIN5730,2022-07-26,NA,Vikesland,469,6,125 WN7C 183,W,C,7,10,1,Poa pratensis,wet_mass_g,0.06166666666666667,Joa,Vik,NA,NA,NA
CIN5730,2022-07-26,NA,Vikesland,469,6,125 WN7C 183,W,C,7,10,1,Poa pratensis,dry_mass_g,0.01989,Joa,Vik,NA,NA,NA
CIN5730,2022-07-26,NA,Vikesland,469,6,125 WN7C 183,W,C,7,10,1,Poa pratensis,leaf_area_cm2,4.029,Joa,Vik,NA,NA,NA
CIN5730,2022-07-26,NA,Vikesland,469,6,125 WN7C 183,W,C,7,10,1,Poa pratensis,leaf_thickness_mm,0.16166666666666668,Joa,Vik,NA,NA,NA
CIN5730,2022-07-26,NA,Vikesland,469,6,125 WN7C 183,W,C,7,10,1,Poa pratensis,ldmc,0.32254054054054054,Joa,Vik,NA,NA,NA
CIN5730,2022-07-26,NA,Vikesland,469,6,125 WN7C 183,W,C,7,10,1,Poa pratensis,sla_cm2_g,202.56410256410254,Joa,Vik,NA,NA,NA
COR7164,2022-07-26,NA,Vikesland,469,10,159 WN2N 200,W,N,2,0,5,Poa pratensis,plant_height_cm,12.3,Joa,Vik,NA,NA,NA
COR7164,2022-07-26,NA,Vikesland,469,10,159 WN2N 200,W,N,2,0,5,Poa pratensis,wet_mass_g,0.0729,Joa,Vik,NA,NA,NA
COR7164,2022-07-26,NA,Vikesland,469,10,159 WN2N 200,W,N,2,0,5,Poa pratensis,dry_mass_g,0.02436,Joa,Vik,NA,NA,NA
COR7164,2022-07-26,NA,Vikesland,469,10,159 WN2N 200,W,N,2,0,5,Poa pratensis,leaf_area_cm2,4.683,Joa,Vik,NA,NA,NA
COR7164,2022-07-26,NA,Vikesland,469,10,159 WN2N 200,W,N,2,0,5,Poa pratensis,leaf_thickness_mm,0.17133333333333334,Joa,Vik,NA,NA,NA
COR7164,2022-07-26,NA,Vikesland,469,10,159 WN2N 200,W,N,2,0,5,Poa pratensis,ldmc,0.33415637860082303,Joa,Vik,NA,NA,NA
COR7164,2022-07-26,NA,Vikesland,469,10,159 WN2N 200,W,N,2,0,5,Poa pratensis,sla_cm2_g,192.24137931034483,Joa,Vik,NA,NA,NA
DEM4626,2022-07-26,NA,Vikesland,469,4,112 WN3N 176,W,N,3,0,1,Poa pratensis,plant_height_cm,4.1,Joa,Vik,"10 x too large, corrected wet mass",NA,NA
DEM4626,2022-07-26,NA,Vikesland,469,4,112 WN3N 176,W,N,3,0,1,Poa pratensis,wet_mass_g,0.047349999999999996,Joa,Vik,"10 x too large, corrected wet mass",NA,NA
DEM4626,2022-07-26,NA,Vikesland,469,4,112 WN3N 176,W,N,3,0,1,Poa pratensis,dry_mass_g,0.01449,Joa,Vik,"10 x too large, corrected wet mass",NA,NA
DEM4626,2022-07-26,NA,Vikesland,469,4,112 WN3N 176,W,N,3,0,1,Poa pratensis,leaf_area_cm2,3.0325,Joa,Vik,"10 x too large, corrected wet mass",NA,NA
DEM4626,2022-07-26,NA,Vikesland,469,4,112 WN3N 176,W,N,3,0,1,Poa pratensis,leaf_thickness_mm,0.185,Joa,Vik,"10 x too large, corrected wet mass",NA,NA
DEM4626,2022-07-26,NA,Vikesland,469,4,112 WN3N 176,W,N,3,0,1,Poa pratensis,ldmc,0.30601900739176346,Joa,Vik,"10 x too large, corrected wet mass",NA,NA
DEM4626,2022-07-26,NA,Vikesland,469,4,112 WN3N 176,W,N,3,0,1,Poa pratensis,sla_cm2_g,209.28226363008974,Joa,Vik,"10 x too large, corrected wet mass",NA,NA
DBV4120,2022-07-26,NA,Vikesland,469,4,90 WN6C 166,W,N,6,5,2,Stellaria graminea,plant_height_cm,18.2,Joa,Vik,"blockID, grazing imputed from missing combinations",NA,NA
DBV4120,2022-07-26,NA,Vikesland,469,4,90 WN6C 166,W,N,6,5,2,Stellaria graminea,dry_mass_g,0.001228,Joa,Vik,"blockID, grazing imputed from missing combinations",NA,NA
DBV4120,2022-07-26,NA,Vikesland,469,4,90 WN6C 166,W,N,6,5,2,Stellaria graminea,leaf_thickness_mm,0.12033333333333333,Joa,Vik,"blockID, grazing imputed from missing combinations",NA,NA
DKI1413,2022-07-26,gradient,Vikesland,469,4,NA,A,C,0,0,3,Campanula rotundifolia,plant_height_cm,7.5,NA,NA,NA,NA,NA
DKI1413,2022-07-26,gradient,Vikesland,469,4,NA,A,C,0,0,3,Campanula rotundifolia,wet_mass_g,0.0332,NA,NA,NA,NA,NA
DKI1413,2022-07-26,gradient,Vikesland,469,4,NA,A,C,0,0,3,Campanula rotundifolia,dry_mass_g,0.006430000000000001,NA,NA,NA,NA,NA
DKI1413,2022-07-26,gradient,Vikesland,469,4,NA,A,C,0,0,3,Campanula rotundifolia,leaf_area_cm2,1.4403333333333332,NA,NA,NA,NA,NA
DKI1413,2022-07-26,gradient,Vikesland,469,4,NA,A,C,0,0,3,Campanula rotundifolia,leaf_thickness_mm,0.24766666666666667,NA,NA,NA,NA,NA
DKI1413,2022-07-26,gradient,Vikesland,469,4,NA,A,C,0,0,3,Campanula rotundifolia,ldmc,0.19367469879518073,NA,NA,NA,NA,NA
DKI1413,2022-07-26,gradient,Vikesland,469,4,NA,A,C,0,0,3,Campanula rotundifolia,sla_cm2_g,224.00207361327108,NA,NA,NA,NA,NA
CWE0103,2022-07-26,NA,Vikesland,469,1,85 WN1C 162,W,C,1,0,5,Agrostis capillaris,plant_height_cm,14,Joa,Vik,NA,NA,NA
CWE0103,2022-07-26,NA,Vikesland,469,1,85 WN1C 162,W,C,1,0,5,Agrostis capillaris,wet_mass_g,0.0448,Joa,Vik,NA,NA,NA
CWE0103,2022-07-26,NA,Vikesland,469,1,85 WN1C 162,W,C,1,0,5,Agrostis capillaris,dry_mass_g,0.01277,Joa,Vik,NA,NA,NA
CWE0103,2022-07-26,NA,Vikesland,469,1,85 WN1C 162,W,C,1,0,5,Agrostis capillaris,leaf_area_cm2,4.0255,Joa,Vik,NA,NA,NA
CWE0103,2022-07-26,NA,Vikesland,469,1,85 WN1C 162,W,C,1,0,5,Agrostis capillaris,leaf_thickness_mm,0.16066666666666665,Joa,Vik,NA,NA,NA
CWE0103,2022-07-26,NA,Vikesland,469,1,85 WN1C 162,W,C,1,0,5,Agrostis capillaris,ldmc,0.28504464285714287,Joa,Vik,NA,NA,NA
CWE0103,2022-07-26,NA,Vikesland,469,1,85 WN1C 162,W,C,1,0,5,Agrostis capillaris,sla_cm2_g,315.23101018010965,Joa,Vik,NA,NA,NA
CWQ2942,2022-07-26,NA,Vikesland,469,1,85 WN1C 162,W,C,1,0,5,Poa pratensis,plant_height_cm,12.8,Joa,Vik,NA,NA,NA
CWQ2942,2022-07-26,NA,Vikesland,469,1,85 WN1C 162,W,C,1,0,5,Poa pratensis,wet_mass_g,0.1312,Joa,Vik,NA,NA,NA
CWQ2942,2022-07-26,NA,Vikesland,469,1,85 WN1C 162,W,C,1,0,5,Poa pratensis,dry_mass_g,0.04481,Joa,Vik,NA,NA,NA
CWQ2942,2022-07-26,NA,Vikesland,469,1,85 WN1C 162,W,C,1,0,5,Poa pratensis,leaf_area_cm2,8.018,Joa,Vik,NA,NA,NA
CWQ2942,2022-07-26,NA,Vikesland,469,1,85 WN1C 162,W,C,1,0,5,Poa pratensis,leaf_thickness_mm,0.21033333333333334,Joa,Vik,NA,NA,NA
CWQ2942,2022-07-26,NA,Vikesland,469,1,85 WN1C 162,W,C,1,0,5,Poa pratensis,ldmc,0.3415396341463415,Joa,Vik,NA,NA,NA
CWQ2942,2022-07-26,NA,Vikesland,469,1,85 WN1C 162,W,C,1,0,5,Poa pratensis,sla_cm2_g,178.93327382280742,Joa,Vik,NA,NA,NA
CWN2353,2022-07-26,NA,Vikesland,469,1,85 WN1C 162,W,C,1,0,2,Poa pratensis,plant_height_cm,21.5,Joa,Vik,NA,NA,NA
CWN2353,2022-07-26,NA,Vikesland,469,1,85 WN1C 162,W,C,1,0,2,Poa pratensis,wet_mass_g,0.1253,Joa,Vik,NA,NA,NA
CWN2353,2022-07-26,NA,Vikesland,469,1,85 WN1C 162,W,C,1,0,2,Poa pratensis,dry_mass_g,0.0395,Joa,Vik,NA,NA,NA
CWN2353,2022-07-26,NA,Vikesland,469,1,85 WN1C 162,W,C,1,0,2,Poa pratensis,leaf_area_cm2,7.485,Joa,Vik,NA,NA,NA
CWN2353,2022-07-26,NA,Vikesland,469,1,85 WN1C 162,W,C,1,0,2,Poa pratensis,leaf_thickness_mm,0.224,Joa,Vik,NA,NA,NA
CWN2353,2022-07-26,NA,Vikesland,469,1,85 WN1C 162,W,C,1,0,2,Poa pratensis,ldmc,0.31524341580207504,Joa,Vik,NA,NA,NA
CWN2353,2022-07-26,NA,Vikesland,469,1,85 WN1C 162,W,C,1,0,2,Poa pratensis,sla_cm2_g,189.49367088607596,Joa,Vik,NA,NA,NA
CWM3241,2022-07-26,NA,Vikesland,469,1,85 WN1C 162,W,C,1,0,1,Poa pratensis,plant_height_cm,17.2,Joa,Vik,"10 x too large, corrected wet mass",NA,NA
CWM3241,2022-07-26,NA,Vikesland,469,1,85 WN1C 162,W,C,1,0,1,Poa pratensis,wet_mass_g,0.0741,Joa,Vik,"10 x too large, corrected wet mass",NA,NA
CWM3241,2022-07-26,NA,Vikesland,469,1,85 WN1C 162,W,C,1,0,1,Poa pratensis,dry_mass_g,0.02704,Joa,Vik,"10 x too large, corrected wet mass",NA,NA
CWM3241,2022-07-26,NA,Vikesland,469,1,85 WN1C 162,W,C,1,0,1,Poa pratensis,leaf_area_cm2,4.508,Joa,Vik,"10 x too large, corrected wet mass",NA,NA
CWM3241,2022-07-26,NA,Vikesland,469,1,85 WN1C 162,W,C,1,0,1,Poa pratensis,leaf_thickness_mm,0.19366666666666668,Joa,Vik,"10 x too large, corrected wet mass",NA,NA
CWM3241,2022-07-26,NA,Vikesland,469,1,85 WN1C 162,W,C,1,0,1,Poa pratensis,ldmc,0.3649122807017544,Joa,Vik,"10 x too large, corrected wet mass",NA,NA
CWM3241,2022-07-26,NA,Vikesland,469,1,85 WN1C 162,W,C,1,0,1,Poa pratensis,sla_cm2_g,166.71597633136093,Joa,Vik,"10 x too large, corrected wet mass",NA,NA
DAC0326,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,1,Hypericum maculatum,plant_height_cm,32.6,Joa,Vik,NA,NA,NA
DAC0326,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,1,Hypericum maculatum,wet_mass_g,0.024533333333333334,Joa,Vik,NA,NA,NA
DAC0326,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,1,Hypericum maculatum,dry_mass_g,0.00832,Joa,Vik,NA,NA,NA
DAC0326,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,1,Hypericum maculatum,leaf_area_cm2,2.0576666666666665,Joa,Vik,NA,NA,NA
DAC0326,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,1,Hypericum maculatum,leaf_thickness_mm,0.171,Joa,Vik,NA,NA,NA
DAC0326,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,1,Hypericum maculatum,ldmc,0.3391304347826087,Joa,Vik,NA,NA,NA
DAC0326,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,1,Hypericum maculatum,sla_cm2_g,247.31570512820514,Joa,Vik,NA,NA,NA
CZS7361,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,2,Achillea millefolium,plant_height_cm,15,Joa,Vik,NA,NA,NA
CZS7361,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,2,Achillea millefolium,wet_mass_g,0.3203,Joa,Vik,NA,NA,NA
CZS7361,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,2,Achillea millefolium,dry_mass_g,0.05602,Joa,Vik,NA,NA,NA
CZS7361,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,2,Achillea millefolium,leaf_area_cm2,10.216,Joa,Vik,NA,NA,NA
CZS7361,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,2,Achillea millefolium,leaf_thickness_mm,0.2793333333333333,Joa,Vik,NA,NA,NA
CZS7361,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,2,Achillea millefolium,ldmc,0.17489853262566346,Joa,Vik,NA,NA,NA
CZS7361,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,2,Achillea millefolium,sla_cm2_g,182.36344162799,Joa,Vik,NA,NA,NA
DBJ8980,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,4,Hypericum maculatum,plant_height_cm,30.1,Joa,Vik,NA,NA,NA
DBJ8980,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,4,Hypericum maculatum,wet_mass_g,0.022699999999999998,Joa,Vik,NA,NA,NA
DBJ8980,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,4,Hypericum maculatum,dry_mass_g,0.007763333333333334,Joa,Vik,NA,NA,NA
DBJ8980,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,4,Hypericum maculatum,leaf_area_cm2,1.6213333333333333,Joa,Vik,NA,NA,NA
DBJ8980,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,4,Hypericum maculatum,leaf_thickness_mm,0.11666666666666667,Joa,Vik,NA,NA,NA
DBJ8980,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,4,Hypericum maculatum,ldmc,0.34199706314243766,Joa,Vik,NA,NA,NA
DBJ8980,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,4,Hypericum maculatum,sla_cm2_g,208.84499785315583,Joa,Vik,NA,NA,NA
CJB4299,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,4,Poa pratensis,plant_height_cm,19.9,Joa,Vik,NA,NA,NA
CJB4299,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,4,Poa pratensis,wet_mass_g,0.05265,Joa,Vik,NA,NA,NA
CJB4299,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,4,Poa pratensis,dry_mass_g,0.015365,Joa,Vik,NA,NA,NA
CJB4299,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,4,Poa pratensis,leaf_area_cm2,3.4645,Joa,Vik,NA,NA,NA
CJB4299,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,4,Poa pratensis,leaf_thickness_mm,0.11900000000000001,Joa,Vik,NA,NA,NA
CJB4299,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,4,Poa pratensis,ldmc,0.29183285849952517,Joa,Vik,NA,NA,NA
CJB4299,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,4,Poa pratensis,sla_cm2_g,225.47998698340385,Joa,Vik,NA,NA,NA
DDB1982,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,5,Poa pratensis,plant_height_cm,19.7,Joa,Vik,NA,NA,NA
DDB1982,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,5,Poa pratensis,wet_mass_g,0.0294,Joa,Vik,NA,NA,NA
DDB1982,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,5,Poa pratensis,dry_mass_g,0.007425,Joa,Vik,NA,NA,NA
DDB1982,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,5,Poa pratensis,leaf_area_cm2,2.186,Joa,Vik,NA,NA,NA
DDB1982,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,5,Poa pratensis,leaf_thickness_mm,0.09933333333333333,Joa,Vik,NA,NA,NA
DDB1982,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,5,Poa pratensis,ldmc,0.2525510204081633,Joa,Vik,NA,NA,NA
DDB1982,2022-07-26,NA,Vikesland,469,8,140 WN8C 190,W,C,8,50,5,Poa pratensis,sla_cm2_g,294.4107744107744,Joa,Vik,NA,NA,NA
DAL3860,2022-07-26,gradient,Vikesland,469,5,NA,A,C,0,0,3,Campanula rotundifolia,plant_height_cm,7.7,NA,NA,NA,NA,NA
DAL3860,2022-07-26,gradient,Vikesland,469,5,NA,A,C,0,0,3,Campanula rotundifolia,wet_mass_g,0.0289,NA,NA,NA,NA,NA
DAL3860,2022-07-26,gradient,Vikesland,469,5,NA,A,C,0,0,3,Campanula rotundifolia,dry_mass_g,0.00565,NA,NA,NA,NA,NA
DAL3860,2022-07-26,gradient,Vikesland,469,5,NA,A,C,0,0,3,Campanula rotundifolia,leaf_area_cm2,1.7045,NA,NA,NA,NA,NA
DAL3860,2022-07-26,gradient,Vikesland,469,5,NA,A,C,0,0,3,Campanula rotundifolia,leaf_thickness_mm,0.16033333333333333,NA,NA,NA,NA,NA
DAL3860,2022-07-26,gradient,Vikesland,469,5,NA,A,C,0,0,3,Campanula rotundifolia,ldmc,0.19550173010380623,NA,NA,NA,NA,NA
DAL3860,2022-07-26,gradient,Vikesland,469,5,NA,A,C,0,0,3,Campanula rotundifolia,sla_cm2_g,301.6814159292035,NA,NA,NA,NA,NA
DAM2777,2022-07-26,gradient,Vikesland,469,5,NA,A,C,0,0,1,Campanula rotundifolia,plant_height_cm,6.5,NA,NA,NA,NA,NA
DAM2777,2022-07-26,gradient,Vikesland,469,5,NA,A,C,0,0,1,Campanula rotundifolia,wet_mass_g,0.026325,NA,NA,NA,NA,NA
DAM2777,2022-07-26,gradient,Vikesland,469,5,NA,A,C,0,0,1,Campanula rotundifolia,dry_mass_g,0.00441,NA,NA,NA,NA,NA
DAM2777,2022-07-26,gradient,Vikesland,469,5,NA,A,C,0,0,1,Campanula rotundifolia,leaf_area_cm2,1.4785,NA,NA,NA,NA,NA
DAM2777,2022-07-26,gradient,Vikesland,469,5,NA,A,C,0,0,1,Campanula rotundifolia,leaf_thickness_mm,0.189,NA,NA,NA,NA,NA
DAM2777,2022-07-26,gradient,Vikesland,469,5,NA,A,C,0,0,1,Campanula rotundifolia,ldmc,0.1675213675213675,NA,NA,NA,NA,NA
DAM2777,2022-07-26,gradient,Vikesland,469,5,NA,A,C,0,0,1,Campanula rotundifolia,sla_cm2_g,335.2607709750567,NA,NA,NA,NA,NA
CON9328,2022-07-26,gradient,Vikesland,469,5,NA,A,C,0,0,2,Campanula rotundifolia,plant_height_cm,6.7,NA,NA,NA,NA,NA
CON9328,2022-07-26,gradient,Vikesland,469,5,NA,A,C,0,0,2,Campanula rotundifolia,wet_mass_g,0.0417,NA,NA,NA,NA,NA
CON9328,2022-07-26,gradient,Vikesland,469,5,NA,A,C,0,0,2,Campanula rotundifolia,dry_mass_g,0.01058,NA,NA,NA,NA,NA
CON9328,2022-07-26,gradient,Vikesland,469,5,NA,A,C,0,0,2,Campanula rotundifolia,leaf_area_cm2,2.091,NA,NA,NA,NA,NA
CON9328,2022-07-26,gradient,Vikesland,469,5,NA,A,C,0,0,2,Campanula rotundifolia,leaf_thickness_mm,0.198,NA,NA,NA,NA,NA
CON9328,2022-07-26,gradient,Vikesland,469,5,NA,A,C,0,0,2,Campanula rotundifolia,ldmc,0.25371702637889687,NA,NA,NA,NA,NA
CON9328,2022-07-26,gradient,Vikesland,469,5,NA,A,C,0,0,2,Campanula rotundifolia,sla_cm2_g,197.63705103969755,NA,NA,NA,NA,NA
CXI4978,2022-07-26,NA,Vikesland,469,6,125 WN7C 183,W,C,7,10,5,Rumex acetosa,plant_height_cm,16.7,Joa,Vik,corrected invisible area,petiole missing,area_mass < expected
CXI4978,2022-07-26,NA,Vikesland,469,6,125 WN7C 183,W,C,7,10,5,Rumex acetosa,wet_mass_g,0.0801,Joa,Vik,corrected invisible area,petiole missing,area_mass < expected
CXI4978,2022-07-26,NA,Vikesland,469,6,125 WN7C 183,W,C,7,10,5,Rumex acetosa,dry_mass_g,0.00804,Joa,Vik,corrected invisible area,petiole missing,area_mass < expected
CXI4978,2022-07-26,NA,Vikesland,469,6,125 WN7C 183,W,C,7,10,5,Rumex acetosa,leaf_area_cm2,4.004,Joa,Vik,corrected invisible area,petiole missing,area_mass < expected
CXI4978,2022-07-26,NA,Vikesland,469,6,125 WN7C 183,W,C,7,10,5,Rumex acetosa,leaf_thickness_mm,0.21266666666666667,Joa,Vik,corrected invisible area,petiole missing,area_mass < expected
CXI4978,2022-07-26,NA,Vikesland,469,6,125 WN7C 183,W,C,7,10,5,Rumex acetosa,ldmc,0.10037453183520599,Joa,Vik,corrected invisible area,petiole missing,area_mass < expected
CXI4978,2022-07-26,NA,Vikesland,469,6,125 WN7C 183,W,C,7,10,5,Rumex acetosa,sla_cm2_g,498.0099502487561,Joa,Vik,corrected invisible area,petiole missing,area_mass < expected
CPZ0447,2022-07-26,NA,Vikesland,469,6,125 WN7C 183,W,C,7,10,2,Agrostis capillaris,plant_height_cm,31.3,Joa,Vik,NA,NA,NA
CPZ0447,2022-07-26,NA,Vikesland,469,6,125 WN7C 183,W,C,7,10,2,Agrostis capillaris,wet_mass_g,0.0321,Joa,Vik,NA,NA,NA
CPZ0447,2022-07-26,NA,Vikesland,469,6,125 WN7C 183,W,C,7,10,2,Agrostis capillaris,dry_mass_g,0.01208,Joa,Vik,NA,NA,NA
CPZ0447,2022-07-26,NA,Vikesland,469,6,125 WN7C 183,W,C,7,10,2,Agrostis capillaris,leaf_area_cm2,3.394,Joa,Vik,NA,NA,NA
CPZ0447,2022-07-26,NA,Vikesland,469,6,125 WN7C 183,W,C,7,10,2,Agrostis capillaris,leaf_thickness_mm,0.104,Joa,Vik,NA,NA,NA
CPZ0447,2022-07-26,NA,Vikesland,469,6,125 WN7C 183,W,C,7,10,2,Agrostis capillaris,ldmc,0.37632398753894086,Joa,Vik,NA,NA,NA
CPZ0447,2022-07-26,NA,Vikesland,469,6,125 WN7C 183,W,C,7,10,2,Agrostis capillaris,sla_cm2_g,280.96026490066225,Joa,Vik,NA,NA,NA
CIE7241,2022-07-26,NA,Vikesland,469,6,125 WN7C 183,W,C,7,10,5,Poa pratensis,plant_height_cm,32.3,Joa,Vik,NA,NA,NA
CIE7241,2022-07-26,NA,Vikesland,469,6,125 WN7C 183,W,C,7,10,5,Poa pratensis,wet_mass_g,0.098,Joa,Vik,NA,NA,NA
CIE7241,2022-07-26,NA,Vikesland,469,6,125 WN7C 183,W,C,7,10,5,Poa pratensis,dry_mass_g,0.02991,Joa,Vik,NA,NA,NA
CIE7241,2022-07-26,NA,Vikesland,469,6,125 WN7C 183,W,C,7,10,5,Poa pratensis,leaf_area_cm2,6.2455,Joa,Vik,NA,NA,NA
