season,site,date,year,month,day,time,plot,amb_co2_umol_mol,x7500_amb_temp,measured_amb_temp,avg_pressure,avg_leaf_temp,avg_leaf_temp_before_respiration,avg_leaf_temp_after_respiration,h2o_avg,linear,exp,best_fit,averages,linear_avgs,lin_rsqd,comment
Late,PBM,2013-07-22,2013,7,22,NIGHT,2,433.1939976,17.64377778,50,68.53411111,7.12,NA,NA,11.27866667,-5.280904398,-6.3624476980000004,NA,NA,NA,0.974506858,NA
Late,PBM,2013-07-22,2013,7,22,NIGHT,3,451.5838435,17.74145455,50,68.53909091,9.32,NA,NA,11.40109091,-8.101396608,-10.74607756,NA,NA,NA,0.972157253,NA
Late,PBM,2013-07-22,2013,7,22,NIGHT,4,430.109683,17.54758929,50,68.53223214,10.679999999999998,NA,NA,10.41178571,-9.455110171,-8.7542428480000005,NA,NA,NA,0.994868498,NA
Late,PBM,2013-07-22,2013,7,22,NIGHT,5,419.5609274,17.55555556,50,68.50376068,12.36,NA,NA,9.661965812,-3.583710703,-33.053059330000004,NA,NA,NA,0.952807982,NA
Late,CINNAMON,2013-07-31,2013,7,31,DAY,1,399.3287425,20.69447917,60,68.40208333,14.36,NA,NA,15.74739583,6.684677444,6.1993707269999998,NA,NA,NA,0.991832187,NA
Late,CINNAMON,2013-07-31,2013,7,31,DAY,2,403.0020522,15.87870968,60,68.40193548,13.8,NA,NA,15.23333333,6.738376916,NA,NA,NA,NA,0.99787648,NA
Late,CINNAMON,2013-07-31,2013,7,31,DAY,3,398.225582,10.36791667,60,68.40760417,10.68,NA,NA,16.81791667,5.053505397,NA,NA,NA,NA,0.995631547,used file 3-2.txt
Late,CINNAMON,2013-07-31,2013,7,31,DAY,4,394.6110591,12.62466667,60,68.39411111,11.96,NA,NA,15.53477778,4.760095297,NA,NA,NA,NA,0.987721028,NA
Late,CINNAMON,2013-07-31,2013,7,31,DAY,5,399.4635159,14.08175824,59,68.37153846,11.959999999999999,NA,NA,15.37318681,5.193567021,NA,NA,NA,NA,0.996963134,NA
Late,CINNAMON,2013-07-30,2013,7,30,NIGHT,1,411.8614322,17.43019417,48,68.27786408,8.28,NA,NA,10.87262136,-4.681584865,-4.6985984429999998,NA,NA,NA,0.993292649,NA
Late,CINNAMON,2013-07-30,2013,7,30,NIGHT,2,407.2627717,17.08904762,48,68.266,8.719999999999999,NA,NA,10.836,-5.254481942,-5.4654796770000003,NA,NA,NA,0.980404657,NA
Late,CINNAMON,2013-07-30,2013,7,30,NIGHT,3,421.2298957,16.75229885,48,68.25413793,9.44,NA,NA,10.48988506,-4.23736088,-10.076148979999999,NA,NA,NA,0.911076664,NA
Late,CINNAMON,2013-07-30,2013,7,30,NIGHT,4,418.342021,16.54027273,48,68.25145455,9.2,NA,NA,11.05536364,-3.871275989,-5.5310330890000001,NA,NA,NA,0.990509219,NA
Late,CINNAMON,2013-07-30,2013,7,30,NIGHT,5,430.3115564,16.05390805,48,68.24816092,9.32,NA,NA,10.29103448,-4.292349313,-3.3173333,NA,NA,NA,0.992079534,NA
Early,ALMONT,2014-06-03,2014,6,3,DAY,1,393.5307985,31.81074468,74,75.72670213,26.360000000000003,NA,NA,14.83574468,5.473420927,4.3444270740000004,NA,NA,NA,0.978189853,NA
Early,ALMONT,2014-06-03,2014,6,3,DAY,2,407.8809221,32.60641304,75,75.72467391,30.839999999999996,NA,NA,15.0356390977444,6.746465442,8.6255907281777802,NA,NA,NA,0.988214496,NA
Early,ALMONT,2014-06-03,2014,6,3,DAY,3,413.0077584,33.48925926,73,75.69333333,22.080000000000002,NA,NA,10.47064815,2.223865083,2.94499304,NA,NA,NA,0.967523842,NA
Early,ALMONT,2014-06-03,2014,6,3,DAY,4,411.5414358,33.22307692,75,75.69527473,18.919999999999998,NA,NA,8.716813187,2.263703028,2.7647578443378902,NA,NA,NA,0.964388323,NA
Early,ALMONT,2014-06-03,2014,6,3,DAY,5,411.3368608,32.84830189,73,75.7145283,18.84,NA,NA,7.07490566,3.510046709,2.7471535872127002,NA,NA,NA,0.983790708,NA
Early,ALMONT,2014-06-03,2014,6,3,NIGHT,1,406.4563777,17.93152174,58,75.73206522,14.24,NA,NA,2.410543478,-1.710563411,-2.4271305249999999,NA,NA,NA,0.935083549,NA
Early,ALMONT,2014-06-03,2014,6,3,NIGHT,2,407.8232815,18.05840426,57,75.7506383,14.239999999999998,NA,NA,2.85,-2.96478845,-5.6458446579999997,NA,NA,NA,0.957850037,NA
Early,ALMONT,2014-06-03,2014,6,3,NIGHT,3,411.6978947,17.93610526,58,75.76484211,12.760000000000002,NA,NA,2.516105263,-4.004196005,-3.5886584799999999,NA,NA,NA,0.984380782,NA
Early,ALMONT,2014-06-03,2014,6,3,NIGHT,4,410.8230333,18.19602151,56,75.78473118,12.959999999999999,NA,NA,2.551182796,-2.191969827,-2.563546262,NA,NA,NA,0.976775481,NA
Early,ALMONT,2014-06-03,2014,6,3,NIGHT,5,408.800627,18.46230769,55,75.79725275,12.16,NA,NA,2.427142857,-2.759885602,-3.0294217030000001,NA,NA,NA,0.993735213,NA
Early,CBT,2014-06-09,2014,6,9,NIGHT,1,416.8606315,15.77968421,47,73.89557895,7.5200000000000005,NA,NA,8.647684211,-2.072055136,-7.5706284269999999,NA,NA,NA,0.933986398,"clear,calm night"
Early,CBT,2014-06-09,2014,6,9,NIGHT,2,430.8218614,15.615,47,73.92532609,6.760000000000001,NA,NA,8.682065217,-7.708917282,-4.8198067541933396,NA,NA,NA,0.993027291,"Crew:AH,RL,IK,BE,JV,JS"
Early,CBT,2014-06-09,2014,6,9,NIGHT,3,445.4754949,15.20554348,46,73.93282609,5.36,NA,NA,8.251304348,-8.791359763,-10.6051091375884,NA,NA,NA,0.994617454,NA
Early,CBT,2014-06-09,2014,6,9,NIGHT,4,439.4831843,14.39869565,45,73.94608696,4.720000000000001,NA,NA,8.050434783,-8.97074853,-11.4240994389897,NA,NA,NA,0.99486712,NA
Early,CBT,2014-06-09,2014,6,9,NIGHT,5,453.1607692,14.85622222,42,73.94033333,6.5600000000000005,NA,NA,8.310333333,-8.252639735,-8.9650766080000004,NA,NA,NA,0.993362476,NA
Early,CBT,2014-06-10,2014,6,10,DAY,1,378.3584816,9.544787234,58,73.96808511,11,NA,NA,11.0206383,9.237986505,9.2308744219999994,NA,NA,NA,0.993858557,whipsy clouds @ times
Early,CBT,2014-06-10,2014,6,10,DAY,2,375.6581327,11.90989474,59,73.96073684,7.24,NA,NA,12.83926316,10.77748819,13.129455739999999,NA,NA,NA,0.988151312,hazy
Early,CBT,2014-06-10,2014,6,10,DAY,3,376.9029695,14.32315217,60,73.94336957,10.2,NA,NA,13.3248913,12.2265085,13.209425624428301,NA,NA,NA,0.99734775,NA
Early,CBT,2014-06-10,2014,6,10,DAY,4,381.9038329,16.27630435,61,73.93663043,13.080000000000002,NA,NA,12.5476087,11.28848489,12.249456779999999,NA,NA,NA,0.996144886,less haze
Early,CBT,2014-06-10,2014,6,10,DAY,5,396.940673,18.1077,60,73.9291,11.4,NA,NA,12.0857,8.665420428,9.1431632960000009,NA,NA,NA,0.995732921,NA
Early,ROAD,2014-06-16,2014,6,16,NIGHT,1,417.937704,17.94814433,60,72.38783505,11.959999999999999,NA,NA,3.973195876,-6.13065233,NA,NA,NA,NA,0.994955647,calm throughout
Early,ROAD,2014-06-16,2014,6,16,NIGHT,2,417.7494692,17.74142857,58,72.40357143,10.96,NA,NA,4.665918367,-4.981373651,-11.33924592,NA,NA,NA,0.973766504,NA
Early,ROAD,2014-06-16,2014,6,16,NIGHT,3,433.53797960000003,17.5990625,55,72.4196875,9.08,NA,NA,5.388854167,-5.38564275,NA,NA,NA,NA,0.995389938,NA
Early,ROAD,2014-06-16,2014,6,16,NIGHT,4,423.139027,17.50903226,52,72.42580645,8.52,NA,NA,4.285053763,3.52912627,-10.72326191,NA,NA,NA,0.940819095,"break in slope, used 40:90"
Early,ROAD,2014-06-16,2014,6,16,NIGHT,5,424.4590927,17.10989583,52,72.435625,8.040000000000001,NA,NA,7.610416667,-8.979794361,11.187529809999999,NA,NA,NA,0.957068217,NA
Early,ROAD,2014-06-17,2014,6,17,DAY,1,376.8963126,14.66652632,63,72.5,15.919999999999998,NA,NA,10.90863158,6.767299722,6.9767117430000001,NA,NA,NA,0.991376167,blue skies
Early,ROAD,2014-06-17,2014,6,17,DAY,2,379.6570578,15.95442105,65,72.49936842,12.680000000000001,NA,NA,12.03494737,7.010802383,7.0689042128053297,NA,NA,NA,0.974085113,NA
Early,ROAD,2014-06-17,2014,6,17,DAY,3,376.7803228,17.11422222,66,72.50344444,15.76,NA,NA,13.16677778,7.08398213,9.9133546540000008,NA,NA,NA,0.952428757,NA
Early,ROAD,2014-06-17,2014,6,17,DAY,4,382.5746152,18.52416667,63,72.503,17.24,NA,NA,11.25333333,8.195354112,13.74213235,NA,NA,NA,0.976994684,NA
Early,ROAD,2014-06-17,2014,6,17,DAY,5,368.389843,19.6785,62,72.51116667,13.4,NA,NA,15.55583333,14.21482333,NA,NA,NA,NA,0.957797422,NA
Early,PFEILER,2014-06-23,2014,6,23,NIGHT,1,415.2012366,16.58166667,42,69.97627451,8.16,NA,NA,8.402843137,-4.365571453,-7.1621501260000002,NA,NA,NA,0.98921236,NA
Early,PFEILER,2014-06-23,2014,6,23,NIGHT,2,415.0384258,16.14033333,41,69.95333333,6.56,NA,NA,8.913777778,-6.437102439,-7.3202653719999997,NA,NA,NA,0.993633766,NA
Early,PFEILER,2014-06-23,2014,6,23,NIGHT,3,414.5134057,15.77891089,40,69.94049505,4.279999999999999,NA,NA,9.171881188,-5.534110353,-7.4883005469999997,NA,NA,NA,0.99099349,NA
Early,PFEILER,2014-06-23,2014,6,23,NIGHT,4,410.9860192,15.81166667,41,69.92666667,6.359999999999999,NA,NA,8.437444444,-5.115238049,-7.8653317920000001,NA,NA,NA,0.994176407,NA
Early,PFEILER,2014-06-23,2014,6,23,NIGHT,5,411.2251491,15.41077778,40,69.91288889,5.720000000000001,NA,NA,8.197555556,-4.706963482,-5.2327383159999998,NA,NA,NA,0.99152574,NA
Early,PFEILER,2014-06-24,2014,6,24,DAY,1,366.3217264,13.34411111,61,70.10811111,11.559999999999999,NA,NA,14.30611111,8.130257249,8.6430105600000005,NA,NA,NA,0.990439247,NA
Early,PFEILER,2014-06-24,2014,6,24,DAY,2,381.288874,16.54582418,62,70.06131868,11.8,NA,NA,15.91868132,14.45315927,NA,NA,NA,NA,0.997505247,NA
Early,PFEILER,2014-06-24,2014,6,24,DAY,3,375.2055858,19.03714286,63,70.03505495,14.48,NA,NA,19.09615385,15.56209096,NA,NA,NA,NA,0.996414487,NA
Early,PFEILER,2014-06-24,2014,6,24,DAY,4,382.6553542,20.55684783,62,70.01293478,16.36,NA,NA,14.11597826,10.45181335,12.630913980000001,NA,NA,NA,0.994209472,NA
Early,PFEILER,2014-06-24,2014,6,24,DAY,5,383.1945413,22.06153846,63,69.98076923,15.680000000000001,NA,NA,13.95758242,8.438883885,10.132338430000001,NA,NA,NA,0.993365655,NA
Early,PFEILER,2014-06-24,2014,6,24,DAY RESP,1,368.1654442,14.73576087,NA,70.09630435,NA,NA,NA,15.10880435,-5.199113383,NA,NA,NA,NA,0.993626543,NA
Early,PFEILER,2014-06-24,2014,6,24,DAY RESP,2,382.4602547,17.42683673,NA,70.05959184,12.72,NA,NA,18.46877551,-9.839018788,NA,NA,NA,NA,0.996573434,NA
Early,PFEILER,2014-06-24,2014,6,24,DAY RESP,3,376.0030902,19.64723404,NA,70.03287234,14.919999999999998,NA,NA,20.06819149,-9.65859816,NA,NA,NA,NA,0.993336817,NA
Early,PFEILER,2014-06-24,2014,6,24,DAY RESP,4,383.3139545,21.05968421,NA,70.01273684,14.8,NA,NA,15.20863158,-5.88106977,-5.8330050099999999,NA,NA,NA,0.988772155,NA
Early,PFEILER,2014-06-24,2014,6,24,DAY RESP,5,383.7591527,22.52548387,NA,69.98806452,15.000000000000004,NA,NA,14.80817204,-6.369283895,NA,NA,NA,NA,0.996122128,NA
Early,PBM,2014-07-01,2014,7,1,DAY,1,385.6104055,15.74333333,60,68.39733333,15.280000000000001,NA,NA,17.71088889,9.215555421,NA,NA,NA,NA,0.985923671,NA
Early,PBM,2014-07-01,2014,7,1,DAY,2,398.453111,17.76141304,61,68.37836957,14.560000000000002,NA,NA,18.20423913,10.82950973,NA,NA,NA,NA,0.991990394,NA
Early,PBM,2014-07-01,2014,7,1,DAY,3,386.1385271,21.83956522,62,68.35304348,16.88,NA,NA,16.89336957,15.68192552,NA,NA,NA,NA,0.997805709,NA
Early,PBM,2014-07-01,2014,7,1,DAY,4,390.5432319,18.94945652,62,68.345,16.72,NA,NA,12.1175,6.594519825,6.6731506329999997,NA,NA,NA,0.988066605,NA
Early,PBM,2014-07-01,2014,7,1,DAY,5,390.8329413,20.124375,62,68.31635417,19.2,NA,NA,12.101875,6.066195211,6.7683154200000004,NA,NA,NA,0.994370642,NA
Early,PBM,2014-06-30,2014,6,30,NIGHT,1,408.3037354,18.2373913,54,68.27271739,8.08,NA,NA,8.305326087,-6.483717672,-8.2826687260000007,NA,NA,NA,0.994648803,NA
Early,PBM,2014-06-30,2014,6,30,NIGHT,2,404.9681623,19.02395604,60,68.27978022,9.76,NA,NA,9.656483516,-8.468893994,NA,NA,NA,NA,0.994741121,NA
Early,PBM,2014-06-30,2014,6,30,NIGHT,3,414.6168602,18.55717391,56,68.27228261,10.92,NA,NA,8.818695652,-5.591599312,-6.6480468039999998,NA,NA,NA,0.988487288,NA
Early,PBM,2014-06-30,2014,6,30,NIGHT,4,396.3428068,18.68087912,56,68.24626374,10.48,NA,NA,7.237472527,-4.085428259,-15.331439380000001,NA,NA,NA,0.96550483,NA
Early,PBM,2014-06-30,2014,6,30,NIGHT,5,408.1862163,18.59569892,55,68.22817204,11.36,NA,NA,6.879784946,-3.918248063,NA,NA,NA,NA,0.992642214,NA
Peak,ALMONT,2014-07-07,2014,7,7,DAY,1,383.5644927,14.97969388,82,76.41102041,20.6,NA,NA,13.44255102,3.600189931,5.6442291000000004,NA,NA,NA,0.936636423,NA
Peak,ALMONT,2014-07-07,2014,7,7,DAY,2,386.2498485,18.04786408,82,76.41019417,22.16,NA,NA,14.07252427,3.476078214,3.8819735249999998,NA,NA,NA,0.969178421,NA
Peak,ALMONT,2014-07-07,2014,7,7,DAY,3,391.481891,20.1577551,82,76.41122449,25.32,NA,NA,14.63857143,2.943283232,5.4552499350000003,NA,NA,NA,0.972048888,NA
Peak,ALMONT,2014-07-07,2014,7,7,DAY,4,390.1636144,22.29989583,79,76.40270833,23.880000000000003,NA,NA,14.89135417,2.469552148,3.2427305550000001,NA,NA,NA,0.909848466,NA
Peak,ALMONT,2014-07-07,2014,7,7,DAY,5,393.9565941,24.01479167,79,76.40354167,22.32,NA,NA,15.04010417,5.663370973,5.7663970559999997,NA,NA,NA,0.979147666,NA
Peak,ALMONT,2014-07-08,2014,7,8,NIGHT,1,401.60251,20.07392157,59,76.25598039,13.439999999999998,NA,NA,12.42578431,-1.98871855,-2.566156098,NA,NA,NA,0.984974155,NA
Peak,ALMONT,2014-07-08,2014,7,8,NIGHT,2,407.4944632,19.93382979,59,76.2756383,13.84,NA,NA,13.13265957,-3.772204893,-1.2401656320000001,NA,NA,NA,0.932319897,NA
Peak,ALMONT,2014-07-08,2014,7,8,NIGHT,3,407.8002007,19.81551402,59,76.28168224,13.24,NA,NA,13.35925234,-1.129819742,-1.8624640269999999,NA,NA,NA,0.89537337,NA
Peak,ALMONT,2014-07-08,2014,7,8,NIGHT,4,410.7526146,19.77161616,58,76.28545455,12.959999999999999,NA,NA,12.80585859,-0.609234339,-29.03711315,NA,NA,NA,0.783915085,NA
Peak,ALMONT,2014-07-08,2014,7,8,NIGHT,5,411.8188852,19.63063158,58,76.29094737,13.24,NA,NA,12.42284211,-1.721835906,-3.4748239060000001,NA,NA,NA,0.977740003,NA
Peak,CBT,2014-07-14,2014,7,14,NIGHT,1,430.1076805,20.96188889,59,74.26822222,13.680000000000001,NA,NA,12.58711111,-5.256098224,NA,NA,NA,NA,0.992279308,NA
Peak,CBT,2014-07-14,2014,7,14,NIGHT,2,445.7008827,20.9471134,59,74.28659794,12.639999999999999,NA,NA,12.88587629,-4.829453916,-7.6018203370000004,NA,NA,NA,0.987319346,NA
Peak,CBT,2014-07-14,2014,7,14,NIGHT,3,482.1516614,21.20315217,59,74.28826087,12.559999999999999,NA,NA,13.3873913,-8.871632015,-12.18226962,NA,NA,NA,0.988872839,NA
Peak,CBT,2014-07-14,2014,7,14,NIGHT,4,497.480087,21.143666670000002,58,74.28866667,11.24,NA,NA,12.90888889,-11.32494017,-14.512859239999999,NA,NA,NA,0.992919357,NA
Peak,CBT,2014-07-14,2014,7,14,NIGHT,5,482.018409,20.96054348,58,74.29369565,11.8,NA,NA,13.17902174,-7.986778272,-23.131702260000001,NA,NA,NA,0.972968039,NA
Peak,CBT,2014-07-15,2014,7,15,DAY,1,399.1997389,31.3289011,80,74.29087912,25.32,NA,NA,19.10527473,6.672868587,9.2979784310000007,NA,NA,NA,0.989861672,NA
Peak,CBT,2014-07-15,2014,7,15,DAY,2,405.2484541,30.90307692,79,74.31120879,27.76,NA,NA,19.05307692,7.669320818,13.76672355,NA,NA,NA,0.972594884,NA
Peak,CBT,2014-07-15,2014,7,15,DAY,3,396.8772583,30.53922222,79,74.31733333,25.439999999999998,NA,NA,22.31366667,9.733685568,10.506136229999999,NA,NA,NA,0.987406308,NA
Peak,CBT,2014-07-15,2014,7,15,DAY,4,415.6322606,30.08133333,79,74.32566667,24.36,NA,NA,21.42177778,10.81189242,15.293613260000001,NA,NA,NA,0.995137728,NA
Peak,CBT,2014-07-15,2014,7,15,DAY,5,397.67173,29.76195652,78,74.33141304,24.779999999999998,NA,NA,19.95978261,10.70834395,12.65761582,NA,NA,NA,0.987073202,NA
Peak,CBT,2014-07-15,2014,7,15,DAY RESP,1,404.5125956,21.22292929,70,74.3920202,23.040000000000003,NA,NA,18.08929293,-5.932511629,-14.287667649999999,NA,NA,NA,0.991888949,NA
Peak,CBT,2014-07-15,2014,7,15,DAY RESP,2,397.25643,22.12815217,70,74.40130435,17.560000000000002,NA,NA,15.52902174,-5.942646429,-12.98133355,NA,NA,NA,0.99510717,NA
Peak,CBT,2014-07-15,2014,7,15,DAY RESP,3,399.559749,22.93307692,71,74.39582418,18,NA,NA,18.25857143,-7.682524088,-7.8491755120000004,NA,NA,NA,0.985890379,NA
Peak,CBT,2014-07-15,2014,7,15,DAY RESP,4,404.4714884,23.80885417,70,74.39083333,14.720000000000002,NA,NA,16.77864583,-6.549909714,-8.1855542299999993,NA,NA,NA,0.968890933,NA
Peak,CBT,2014-07-15,2014,7,15,DAY RESP,5,402.8441737,24.3848913,70,74.38652174,21.279999999999998,NA,NA,19.65847826,-6.558331566,-8.4510857189999999,NA,NA,NA,0.9927778,NA
Peak,ROAD,2014-07-17,2014,7,17,NIGHT,1,445.490577,21.05666667,52,72.92354167,11.32,NA,NA,10.69541667,-6.425825989,NA,NA,NA,NA,0.91740594,NA
Peak,ROAD,2014-07-17,2014,7,17,NIGHT,2,467.841244,20.53297872,52,72.93819149,9.72,NA,NA,10.61946809,-7.515612563,NA,NA,NA,NA,0.989509673,NA
Peak,ROAD,2014-07-17,2014,7,17,NIGHT,3,453.8041334,20.035,52,72.96042553,9.92,NA,NA,10.6243617,-8.764845278,-9.0166194490000002,NA,NA,NA,0.988723724,NA
Peak,ROAD,2014-07-17,2014,7,17,NIGHT,4,466.2699746,19.66989474,50,72.97484211,9.44,NA,NA,10.53947368,-7.084448651,-8.6340225900000007,NA,NA,NA,0.99478389,NA
Peak,ROAD,2014-07-17,2014,7,17,NIGHT,5,484.4687177,19.16666667,50,72.99322581,8.76,NA,NA,10.15516129,-10.65560745,-8.0745078289999999,NA,NA,NA,0.99877058,NA
Peak,ROAD,2014-07-17,2014,7,17,DAY,1,385.2857025,11.95744444,60,72.99155556,20,NA,NA,16.792,14.12421308,NA,NA,NA,NA,0.931987764,NA
Peak,ROAD,2014-07-17,2014,7,17,DAY,2,387.937366,14.66011111,68,72.98811111,13.6,NA,NA,18.60255556,8.89216776,NA,NA,NA,NA,0.967907141,NA
Peak,ROAD,2014-07-17,2014,7,17,DAY,3,385.7678294,17.13472527,67,72.9867033,12.2,NA,NA,19.32142857,12.72933531,NA,NA,NA,NA,0.967615107,NA
Peak,ROAD,2014-07-17,2014,7,17,DAY,4,382.7486085,19.14977778,66,72.97177778,16.32,NA,NA,18.54288889,8.457483719,11.292910320000001,NA,NA,NA,0.985067369,NA
Peak,ROAD,2014-07-17,2014,7,17,DAY,5,385.9443052,22.05465909,66,72.96113636,17.8,NA,NA,19.83375,21.98495237,23.082128790475899,NA,NA,NA,0.988150788,NA
Peak,ROAD,2014-07-17,2014,7,17,DAY RESP,1,373.9279535,12.95383721,NA,72.98418605,NA,NA,NA,17.7877907,-6.477289262,NA,NA,NA,NA,0.994283344,NA
Peak,ROAD,2014-07-17,2014,7,17,DAY RESP,2,389.06031840000003,15.46673913,NA,72.98141304,NA,NA,NA,18.71847826,-8.31314423,NA,NA,NA,NA,0.992631082,NA
Peak,ROAD,2014-07-17,2014,7,17,DAY RESP,3,386.7054684,17.8267033,NA,72.9832967,NA,NA,NA,20.88098901,-9.51328224,NA,NA,NA,NA,0.992464558,NA
Peak,ROAD,2014-07-17,2014,7,17,DAY RESP,4,383.594929,19.79261364,NA,72.97090909,NA,NA,NA,19.87636364,-7.954786025,NA,NA,NA,NA,0.986560338,NA
Peak,ROAD,2014-07-17,2014,7,17,DAY RESP,5,386.6016015,22.55866667,NA,72.96144444,NA,NA,NA,19.61966667,-10.14817795,NA,NA,NA,NA,0.998724812,NA
Peak,PFEILER,2014-07-21,2014,7,21,DAY,1,380.9294333,24.31879121,69,70.43406593,17.92,NA,NA,17.31978022,14.46036847,NA,NA,NA,NA,0.996542006,NA
Peak,PFEILER,2014-07-21,2014,7,21,DAY,2,391.0661424,24.98406593,71,70.41648352,14.319999999999999,NA,NA,17.05989011,18.40273939,19.055439310000001,NA,NA,NA,0.996035865,NA
Peak,PFEILER,2014-07-21,2014,7,21,DAY,3,410.1736274,26.41763441,70,70.40795699,19.319999999999997,NA,NA,16.67021505,22.01682009,19.852776649999999,NA,NA,NA,0.936789244,NA
Peak,PFEILER,2014-07-21,2014,7,21,DAY,4,396.1018925,27.6456044,70,70.39648352,17.72,NA,NA,14.08857143,10.6497853,NA,NA,NA,NA,0.997820977,NA
Peak,PFEILER,2014-07-21,2014,7,21,DAY,5,405.8924591,28.42695652,69,70.3775,16.240000000000002,NA,NA,12.22956522,17.84310021,19.478808239999999,NA,NA,NA,0.994788241,NA
Peak,PFEILER,2014-07-21,2014,7,21,DAY RESP,1,380.5117749,24.01651376,NA,70.43972477,NA,NA,NA,17.91862385,-5.147461499,NA,NA,NA,NA,0.975006443,NA
Peak,PFEILER,2014-07-21,2014,7,21,DAY RESP,2,391.5746973,25.38712766,NA,70.420106379999993,NA,NA,NA,18.44989362,-6.798610589,-6.5701287629999996,NA,NA,NA,0.995883085,NA
Peak,PFEILER,2014-07-21,2014,7,21,DAY RESP,3,410.74288,26.86072917,NA,70.414375,NA,NA,NA,18.34864583,-9.336860082,-5.8403373949999997,NA,NA,NA,0.995292526,NA
Peak,PFEILER,2014-07-21,2014,7,21,DAY RESP,4,396.5205763,27.98,NA,70.40032967,NA,NA,NA,15.06615385,-3.184757216,-5.0196842269999999,NA,NA,NA,0.981104669,NA
Peak,PFEILER,2014-07-21,2014,7,21,DAY RESP,5,406.2193524,28.67694737,NA,70.37915789,NA,NA,NA,17.67210526,-6.269735276,-4.1257956719999997,NA,NA,NA,0.992437228,NA
Peak,PBM,2014-07-21,2014,7,21,NIGHT,1,454.8649506,16.23423913,50,68.82,6.4799999999999995,NA,NA,7.64173913,-6.488268969,NA,NA,NA,NA,0.995726363,NA
Peak,PBM,2014-07-21,2014,7,21,NIGHT,2,440.736458,15.56053435,50,68.81938931,5.359999999999999,NA,NA,8.537862595,-3.532431701,NA,NA,NA,NA,0.983511267,NA
Peak,PBM,2014-07-21,2014,7,21,NIGHT,3,436.9554202,15.19829787,48,68.82053191,4.720000000000001,NA,NA,8.785425532,-4.846267548,NA,NA,NA,NA,0.995969077,NA
Peak,PBM,2014-07-21,2014,7,21,NIGHT,4,415.116256,15.20130435,50,68.79880435,8.06,NA,NA,5.665108696,-4.252675667,-6.7161024559999998,NA,NA,NA,0.9856502,NA
Peak,PBM,2014-07-21,2014,7,21,NIGHT,5,407.9004309,15.30544444,50,68.78155556,9.4,NA,NA,5.128888889,-2.517423897,-3.7601339340000002,NA,NA,NA,0.954591152,NA
Peak,PFEILER,2014-07-21,2014,7,21,NIGHT,1,417.8184994,20.77550562,52,70.4405618,11.84,NA,NA,5.73247191,-4.263121714,-4.4076331550000001,NA,NA,NA,0.988957318,NA
Peak,PFEILER,2014-07-21,2014,7,21,NIGHT,2,422.0854148,20.22533981,50,70.42631068,9.2,NA,NA,6.318834951,-5.296350744,-7.7884637960000003,NA,NA,NA,0.992000618,NA
Peak,PFEILER,2014-07-21,2014,7,21,NIGHT,3,435.5008327,19.77673913,49,70.41043478,9.040000000000001,NA,NA,7.410978261,-9.994190756,-11.666764649999999,NA,NA,NA,0.997822001,NA
Peak,PFEILER,2014-07-21,2014,7,21,NIGHT,4,414.2922472,19.56089888,50,70.39370787,10.680000000000001,NA,NA,5.62258427,-4.110463862,-13.421047919999999,NA,NA,NA,0.965718131,NA
Peak,PFEILER,2014-07-21,2014,7,21,NIGHT,5,409.9877572,19.09224719,50,70.38179775,10.84,NA,NA,6.431573034,-3.546859905,NA,NA,NA,NA,0.970400477,NA
Peak,PBM,2014-07-23,2014,7,23,DAY,1,407.0864393,19.35922222,68,69.14422222,18.520000000000003,NA,NA,16.15333333,19.61022123,NA,NA,NA,NA,0.994712425,NA
Peak,PBM,2014-07-23,2014,7,23,DAY,2,390.8272381,20.85112245,68,69.13857143,19.840000000000003,NA,NA,17.78214286,22.36633434,NA,NA,NA,NA,0.999576141,NA
Peak,PBM,2014-07-23,2014,7,23,DAY,3,393.7731228,22.20483871,68,69.12204301,12.440000000000001,NA,NA,19.65408602,23.4144663,NA,NA,NA,NA,0.997924303,NA
Peak,PBM,2014-07-23,2014,7,23,DAY,4,443.9925926,23.8287234,72,69.0987234,13.479999999999999,NA,NA,13.86968085,9.340307696,NA,NA,NA,NA,0.997071139,NA
Peak,PBM,2014-07-23,2014,7,23,DAY,5,411.1817612,25.1248913,78,69.0751087,17.68,NA,NA,12.72913043,5.706121484,6.81645536,NA,NA,NA,0.970820415,NA
Peak,PBM,2014-07-23,2014,7,23,DAY RESP,1,407.8564725,19.91655172,68,69.14517241,18.520000000000003,NA,NA,18.91853448,-7.924000986,-6.637584361,NA,NA,NA,0.9907671,NA
Peak,PBM,2014-07-23,2014,7,23,DAY RESP,2,391.4326614,21.2824,68,69.1329,19.840000000000003,NA,NA,20.3588,-8.423198583,-8.0861206330000002,NA,NA,NA,0.999043871,NA
Peak,PBM,2014-07-23,2014,7,23,DAY RESP,3,394.432685060524,22.70051546,68,69.12226804,12.440000000000001,NA,NA,19.1842268,-6.377564549,-12.238459710000001,NA,NA,NA,0.973461565,NA
Peak,PBM,2014-07-23,2014,7,23,DAY RESP,4,444.7136209,24.29673469,72,69.09540816,13.479999999999999,NA,NA,13.82979592,-4.371903668,NA,NA,NA,NA,0.991349988,NA
Peak,PBM,2014-07-23,2014,7,23,DAY RESP,5,411.9674796,25.67721649,78,69.07103093,17.68,NA,NA,13.82237113,-2.586976037,NA,NA,NA,NA,0.983047124,NA
