site,taxon_std,taxon,year,date,plot,abundance,notes
Cinnamon,Arctostaphylos uva-ursi,Arctostaphylos uva-ursi,2016,2016-07-18T00:00:00Z,1,0,NA
Cinnamon,Arctostaphylos uva-ursi,Arctostaphylos uva-ursi,2016,2016-07-18T00:00:00Z,2,0,NA
Cinnamon,Arctostaphylos uva-ursi,Arctostaphylos uva-ursi,2016,2016-07-18T00:00:00Z,3,0,NA
Cinnamon,Arctostaphylos uva-ursi,Arctostaphylos uva-ursi,2016,2016-07-18T00:00:00Z,4,3,NA
Cinnamon,Arctostaphylos uva-ursi,Arctostaphylos uva-ursi,2016,2016-07-18T00:00:00Z,5,12,NA
Cinnamon,Arnica mollis,Arnica mollis,2016,2016-07-18T00:00:00Z,1,88,NA
Cinnamon,Arnica mollis,Arnica mollis,2016,2016-07-18T00:00:00Z,2,20,NA
Cinnamon,Arnica mollis,Arnica mollis,2016,2016-07-18T00:00:00Z,3,9,NA
Cinnamon,Arnica mollis,Arnica mollis,2016,2016-07-18T00:00:00Z,4,52,NA
Cinnamon,Arnica mollis,Arnica mollis,2016,2016-07-18T00:00:00Z,5,47,NA
Cinnamon,Carex ebenea,Carex ebenea,2016,2016-07-18T00:00:00Z,1,8,NA
Cinnamon,Carex ebenea,Carex ebenea,2016,2016-07-18T00:00:00Z,2,1,NA
Cinnamon,Carex ebenea,Carex ebenea,2016,2016-07-18T00:00:00Z,3,2,NA
Cinnamon,Carex ebenea,Carex ebenea,2016,2016-07-18T00:00:00Z,4,24,NA
Cinnamon,Carex ebenea,Carex ebenea,2016,2016-07-18T00:00:00Z,5,12,NA
Cinnamon,Castilleja septentrionalis,Castilleja sulphurea,2016,2016-07-18T00:00:00Z,1,7,NA
Cinnamon,Castilleja septentrionalis,Castilleja sulphurea,2016,2016-07-18T00:00:00Z,2,8,NA
Cinnamon,Castilleja septentrionalis,Castilleja sulphurea,2016,2016-07-18T00:00:00Z,3,6,NA
Cinnamon,Castilleja septentrionalis,Castilleja sulphurea,2016,2016-07-18T00:00:00Z,4,1,NA
Cinnamon,Castilleja septentrionalis,Castilleja sulphurea,2016,2016-07-18T00:00:00Z,5,4,NA
Cinnamon,Deschampsia cespitosa,Deschampsia cespitosa,2016,2016-07-18T00:00:00Z,1,11,NA
Cinnamon,Deschampsia cespitosa,Deschampsia cespitosa,2016,2016-07-18T00:00:00Z,2,7,NA
Cinnamon,Deschampsia cespitosa,Deschampsia cespitosa,2016,2016-07-18T00:00:00Z,3,13,NA
Cinnamon,Deschampsia cespitosa,Deschampsia cespitosa,2016,2016-07-18T00:00:00Z,4,1,NA
Cinnamon,Deschampsia cespitosa,Deschampsia cespitosa,2016,2016-07-18T00:00:00Z,5,0,NA
Cinnamon,Draba poluniniana,Thlaspi montanum,2016,2016-07-18T00:00:00Z,1,6,NA
Cinnamon,Draba poluniniana,Thlaspi montanum,2016,2016-07-18T00:00:00Z,2,0,NA
Cinnamon,Draba poluniniana,Thlaspi montanum,2016,2016-07-18T00:00:00Z,3,0,NA
Cinnamon,Draba poluniniana,Thlaspi montanum,2016,2016-07-18T00:00:00Z,4,0,NA
Cinnamon,Draba poluniniana,Thlaspi montanum,2016,2016-07-18T00:00:00Z,5,0,NA
Cinnamon,Draba spectabilis,Draba spectabilis,2016,2016-07-18T00:00:00Z,1,14,NA
Cinnamon,Draba spectabilis,Draba spectabilis,2016,2016-07-18T00:00:00Z,2,19,NA
Cinnamon,Draba spectabilis,Draba spectabilis,2016,2016-07-18T00:00:00Z,3,9,NA
Cinnamon,Draba spectabilis,Draba spectabilis,2016,2016-07-18T00:00:00Z,4,0,NA
Cinnamon,Draba spectabilis,Draba spectabilis,2016,2016-07-18T00:00:00Z,5,10,NA
Cinnamon,Erigeron glacialis,Erigeron glacialis,2016,2016-07-18T00:00:00Z,1,14,NA
Cinnamon,Erigeron glacialis,Erigeron glacialis,2016,2016-07-18T00:00:00Z,2,0,NA
Cinnamon,Erigeron glacialis,Erigeron glacialis,2016,2016-07-18T00:00:00Z,3,2,NA
Cinnamon,Erigeron glacialis,Erigeron glacialis,2016,2016-07-18T00:00:00Z,4,0,NA
Cinnamon,Erigeron glacialis,Erigeron glacialis,2016,2016-07-18T00:00:00Z,5,0,NA
Cinnamon,Erythronium grandiflorum,Erythronium gradiflorum,2016,2016-07-18T00:00:00Z,1,0,NA
Cinnamon,Erythronium grandiflorum,Erythronium gradiflorum,2016,2016-07-18T00:00:00Z,2,0,NA
Cinnamon,Erythronium grandiflorum,Erythronium gradiflorum,2016,2016-07-18T00:00:00Z,3,0,NA
Cinnamon,Erythronium grandiflorum,Erythronium gradiflorum,2016,2016-07-18T00:00:00Z,4,1,NA
Cinnamon,Erythronium grandiflorum,Erythronium gradiflorum,2016,2016-07-18T00:00:00Z,5,6,NA
Cinnamon,Forb 3 (small purp opp),Forb 3 (small purp opp),2016,2016-07-18T00:00:00Z,1,1,Not yet keyed
Cinnamon,Forb 3 (small purp opp),Forb 3 (small purp opp),2016,2016-07-18T00:00:00Z,2,4,Not yet keyed
Cinnamon,Forb 3 (small purp opp),Forb 3 (small purp opp),2016,2016-07-18T00:00:00Z,3,2,Not yet keyed
Cinnamon,Forb 3 (small purp opp),Forb 3 (small purp opp),2016,2016-07-18T00:00:00Z,4,0,Not yet keyed
Cinnamon,Forb 3 (small purp opp),Forb 3 (small purp opp),2016,2016-07-18T00:00:00Z,5,0,Not yet keyed
Cinnamon,Hieracium triste,Hieracium triste,2016,2016-07-18T00:00:00Z,1,0,NA
Cinnamon,Hieracium triste,Hieracium triste,2016,2016-07-18T00:00:00Z,2,0,NA
Cinnamon,Hieracium triste,Hieracium triste,2016,2016-07-18T00:00:00Z,3,1,NA
Cinnamon,Hieracium triste,Hieracium triste,2016,2016-07-18T00:00:00Z,4,2,NA
Cinnamon,Hieracium triste,Hieracium triste,2016,2016-07-18T00:00:00Z,5,0,NA
Cinnamon,Juncus drummondii,Juncus drummondii,2016,2016-07-18T00:00:00Z,1,7,NA
Cinnamon,Juncus drummondii,Juncus drummondii,2016,2016-07-18T00:00:00Z,2,17,NA
Cinnamon,Juncus drummondii,Juncus drummondii,2016,2016-07-18T00:00:00Z,3,9,NA
Cinnamon,Juncus drummondii,Juncus drummondii,2016,2016-07-18T00:00:00Z,4,5,NA
Cinnamon,Juncus drummondii,Juncus drummondii,2016,2016-07-18T00:00:00Z,5,14,NA
Cinnamon,Koeleria spicata,Trisetum spicatum,2016,2016-07-18T00:00:00Z,1,2,NA
Cinnamon,Koeleria spicata,Trisetum spicatum,2016,2016-07-18T00:00:00Z,2,1,NA
Cinnamon,Koeleria spicata,Trisetum spicatum,2016,2016-07-18T00:00:00Z,3,1,NA
Cinnamon,Koeleria spicata,Trisetum spicatum,2016,2016-07-18T00:00:00Z,4,1,NA
Cinnamon,Koeleria spicata,Trisetum spicatum,2016,2016-07-18T00:00:00Z,5,1,NA
Cinnamon,Lewisia pygmaea,Lewisia pygmaea,2016,2016-07-18T00:00:00Z,1,0,NA
Cinnamon,Lewisia pygmaea,Lewisia pygmaea,2016,2016-07-18T00:00:00Z,2,1,NA
Cinnamon,Lewisia pygmaea,Lewisia pygmaea,2016,2016-07-18T00:00:00Z,3,0,NA
Cinnamon,Lewisia pygmaea,Lewisia pygmaea,2016,2016-07-18T00:00:00Z,4,0,NA
Cinnamon,Lewisia pygmaea,Lewisia pygmaea,2016,2016-07-18T00:00:00Z,5,0,NA
Cinnamon,Lupinus argenteus,Lupinus argenteus,2016,2016-07-18T00:00:00Z,1,0,NA
Cinnamon,Lupinus argenteus,Lupinus argenteus,2016,2016-07-18T00:00:00Z,2,0,NA
Cinnamon,Lupinus argenteus,Lupinus argenteus,2016,2016-07-18T00:00:00Z,3,0,NA
Cinnamon,Lupinus argenteus,Lupinus argenteus,2016,2016-07-18T00:00:00Z,4,1,NA
Cinnamon,Lupinus argenteus,Lupinus argenteus,2016,2016-07-18T00:00:00Z,5,0,NA
Cinnamon,Phleum alpinum,Phleum alpinum,2016,2016-07-18T00:00:00Z,1,0,NA
Cinnamon,Phleum alpinum,Phleum alpinum,2016,2016-07-18T00:00:00Z,2,1,NA
Cinnamon,Phleum alpinum,Phleum alpinum,2016,2016-07-18T00:00:00Z,3,0,NA
Cinnamon,Phleum alpinum,Phleum alpinum,2016,2016-07-18T00:00:00Z,4,0,NA
Cinnamon,Phleum alpinum,Phleum alpinum,2016,2016-07-18T00:00:00Z,5,0,NA
Cinnamon,Poa cusickii,Poa cusickii,2016,2016-07-18T00:00:00Z,1,2,NA
Cinnamon,Poa cusickii,Poa cusickii,2016,2016-07-18T00:00:00Z,2,3,NA
Cinnamon,Poa cusickii,Poa cusickii,2016,2016-07-18T00:00:00Z,3,6,NA
Cinnamon,Poa cusickii,Poa cusickii,2016,2016-07-18T00:00:00Z,4,2,NA
Cinnamon,Poa cusickii,Poa cusickii,2016,2016-07-18T00:00:00Z,5,7,NA
Cinnamon,Poa glauca,Poa glauca,2016,2016-07-18T00:00:00Z,1,6,NA
Cinnamon,Poa glauca,Poa glauca,2016,2016-07-18T00:00:00Z,2,2,NA
Cinnamon,Poa glauca,Poa glauca,2016,2016-07-18T00:00:00Z,3,9,NA
Cinnamon,Poa glauca,Poa glauca,2016,2016-07-18T00:00:00Z,4,21,NA
Cinnamon,Poa glauca,Poa glauca,2016,2016-07-18T00:00:00Z,5,21,NA
Cinnamon,Potentilla gracilis,Potentilla gracilis,2016,2016-07-18T00:00:00Z,1,0,Not yet keyed
Cinnamon,Potentilla gracilis,Potentilla gracilis,2016,2016-07-18T00:00:00Z,2,3,Not yet keyed
Cinnamon,Potentilla gracilis,Potentilla gracilis,2016,2016-07-18T00:00:00Z,3,0,Not yet keyed
Cinnamon,Potentilla gracilis,Potentilla gracilis,2016,2016-07-18T00:00:00Z,4,0,Not yet keyed
Cinnamon,Potentilla gracilis,Potentilla gracilis,2016,2016-07-18T00:00:00Z,5,0,Not yet keyed
Cinnamon,Pseudocymopterus montanus,Pseudocymopterus montanus,2016,2016-07-18T00:00:00Z,1,0,NA
Cinnamon,Pseudocymopterus montanus,Pseudocymopterus montanus,2016,2016-07-18T00:00:00Z,2,0,NA
Cinnamon,Pseudocymopterus montanus,Pseudocymopterus montanus,2016,2016-07-18T00:00:00Z,3,5,NA
Cinnamon,Pseudocymopterus montanus,Pseudocymopterus montanus,2016,2016-07-18T00:00:00Z,4,0,NA
Cinnamon,Pseudocymopterus montanus,Pseudocymopterus montanus,2016,2016-07-18T00:00:00Z,5,2,NA
Cinnamon,Senecio crassulus,Senecio crassulus,2016,2016-07-18T00:00:00Z,1,6,Not yet keyed
Cinnamon,Senecio crassulus,Senecio crassulus,2016,2016-07-18T00:00:00Z,2,71,Not yet keyed
Cinnamon,Senecio crassulus,Senecio crassulus,2016,2016-07-18T00:00:00Z,3,136,Not yet keyed
Cinnamon,Senecio crassulus,Senecio crassulus,2016,2016-07-18T00:00:00Z,4,76,Not yet keyed
Cinnamon,Senecio crassulus,Senecio crassulus,2016,2016-07-18T00:00:00Z,5,45,Not yet keyed
Cinnamon,Sibbaldia procumbens,Sibbaldia procumbens,2016,2016-07-18T00:00:00Z,1,16,NA
Cinnamon,Sibbaldia procumbens,Sibbaldia procumbens,2016,2016-07-18T00:00:00Z,2,11,NA
Cinnamon,Sibbaldia procumbens,Sibbaldia procumbens,2016,2016-07-18T00:00:00Z,3,21,NA
Cinnamon,Sibbaldia procumbens,Sibbaldia procumbens,2016,2016-07-18T00:00:00Z,4,35,NA
Cinnamon,Sibbaldia procumbens,Sibbaldia procumbens,2016,2016-07-18T00:00:00Z,5,31,NA
Cinnamon,Viola sp.,Viola sp.,2016,2016-07-18T00:00:00Z,1,25,Not yet keyed
Cinnamon,Viola sp.,Viola sp.,2016,2016-07-18T00:00:00Z,2,25,Not yet keyed
Cinnamon,Viola sp.,Viola sp.,2016,2016-07-18T00:00:00Z,3,25,Not yet keyed
Cinnamon,Viola sp.,Viola sp.,2016,2016-07-18T00:00:00Z,4,2,Not yet keyed
Cinnamon,Viola sp.,Viola sp.,2016,2016-07-18T00:00:00Z,5,32,Not yet keyed
PBM,Achnatherum lettermanii,Achnatherum lettermanii,2016,2016-07-23T00:00:00Z,1,0,NA
PBM,Achnatherum lettermanii,Achnatherum lettermanii,2016,2016-07-23T00:00:00Z,2,0,NA
PBM,Achnatherum lettermanii,Achnatherum lettermanii,2016,2016-07-23T00:00:00Z,3,0,NA
PBM,Achnatherum lettermanii,Achnatherum lettermanii,2016,2016-07-23T00:00:00Z,4,0,NA
PBM,Achnatherum lettermanii,Achnatherum lettermanii,2016,2016-07-23T00:00:00Z,5,5,NA
PBM,Androsace septentrionalis,Androsace septentrionalis,2016,2016-07-23T00:00:00Z,1,0,NA
PBM,Androsace septentrionalis,Androsace septentrionalis,2016,2016-07-23T00:00:00Z,2,0,NA
PBM,Androsace septentrionalis,Androsace septentrionalis,2016,2016-07-23T00:00:00Z,3,0,NA
PBM,Androsace septentrionalis,Androsace septentrionalis,2016,2016-07-23T00:00:00Z,4,32,NA
PBM,Androsace septentrionalis,Androsace septentrionalis,2016,2016-07-23T00:00:00Z,5,11,NA
PBM,Boechera stricta,Boechera stricta,2016,2016-07-23T00:00:00Z,1,0,NA
PBM,Boechera stricta,Boechera stricta,2016,2016-07-23T00:00:00Z,2,0,NA
PBM,Boechera stricta,Boechera stricta,2016,2016-07-23T00:00:00Z,3,0,NA
PBM,Boechera stricta,Boechera stricta,2016,2016-07-23T00:00:00Z,4,2,NA
PBM,Boechera stricta,Boechera stricta,2016,2016-07-23T00:00:00Z,5,0,NA
PBM,Bromus carinatus,Ceratochloa carinata,2016,2016-07-23T00:00:00Z,1,7,NA
PBM,Bromus carinatus,Ceratochloa carinata,2016,2016-07-23T00:00:00Z,2,2,NA
PBM,Bromus carinatus,Ceratochloa carinata,2016,2016-07-23T00:00:00Z,3,0,NA
PBM,Bromus carinatus,Ceratochloa carinata,2016,2016-07-23T00:00:00Z,4,16,NA
PBM,Bromus carinatus,Ceratochloa carinata,2016,2016-07-23T00:00:00Z,5,0,NA
PBM,Carex sp.,Carex sp.,2016,2016-07-23T00:00:00Z,1,0,NA
PBM,Carex sp.,Carex sp.,2016,2016-07-23T00:00:00Z,2,0,NA
PBM,Carex sp.,Carex sp.,2016,2016-07-23T00:00:00Z,3,1,NA
PBM,Carex sp.,Carex sp.,2016,2016-07-23T00:00:00Z,4,0,NA
PBM,Carex sp.,Carex sp.,2016,2016-07-23T00:00:00Z,5,0,NA
PBM,Chamerion angustifolium,Chamerion angustifolium,2016,2016-07-23T00:00:00Z,1,12,NA
PBM,Chamerion angustifolium,Chamerion angustifolium,2016,2016-07-23T00:00:00Z,2,0,NA
PBM,Chamerion angustifolium,Chamerion angustifolium,2016,2016-07-23T00:00:00Z,3,0,NA
PBM,Chamerion angustifolium,Chamerion angustifolium,2016,2016-07-23T00:00:00Z,4,0,NA
PBM,Chamerion angustifolium,Chamerion angustifolium,2016,2016-07-23T00:00:00Z,5,0,NA
PBM,Corydalis caseana,Corydalis caseana,2016,2016-07-23T00:00:00Z,1,0,NA
PBM,Corydalis caseana,Corydalis caseana,2016,2016-07-23T00:00:00Z,2,0,NA
PBM,Corydalis caseana,Corydalis caseana,2016,2016-07-23T00:00:00Z,3,1,NA
PBM,Corydalis caseana,Corydalis caseana,2016,2016-07-23T00:00:00Z,4,0,NA
PBM,Corydalis caseana,Corydalis caseana,2016,2016-07-23T00:00:00Z,5,0,NA
PBM,Draba poluniniana,Thlaspi montanum,2016,2016-07-23T00:00:00Z,1,0,NA
PBM,Draba poluniniana,Thlaspi montanum,2016,2016-07-23T00:00:00Z,2,18,NA
PBM,Draba poluniniana,Thlaspi montanum,2016,2016-07-23T00:00:00Z,3,0,NA
PBM,Draba poluniniana,Thlaspi montanum,2016,2016-07-23T00:00:00Z,4,0,NA
PBM,Draba poluniniana,Thlaspi montanum,2016,2016-07-23T00:00:00Z,5,0,NA
PBM,Elymus bakeri,Elymus bakeri,2016,2015-07-23T00:00:00Z,1,1,"Not yet keyed, Was originally mistaken for grass 1"
PBM,Elymus bakeri,Elymus bakeri,2016,2015-07-23T00:00:00Z,2,0,"Not yet keyed, Was originally mistaken for grass 1"
PBM,Elymus bakeri,Elymus bakeri,2016,2015-07-23T00:00:00Z,3,13,"Not yet keyed, Was originally mistaken for grass 1"
PBM,Elymus bakeri,Elymus bakeri,2016,2015-07-23T00:00:00Z,4,0,"Not yet keyed, Was originally mistaken for grass 1"
PBM,Elymus bakeri,Elymus bakeri,2016,2015-07-23T00:00:00Z,5,0,"Not yet keyed, Was originally mistaken for grass 1"
PBM,Erigeron subtrinervis,Erigeron subtrinervis,2016,2016-07-23T00:00:00Z,1,3,NA
PBM,Erigeron subtrinervis,Erigeron subtrinervis,2016,2016-07-23T00:00:00Z,2,0,NA
PBM,Erigeron subtrinervis,Erigeron subtrinervis,2016,2016-07-23T00:00:00Z,3,0,NA
PBM,Erigeron subtrinervis,Erigeron subtrinervis,2016,2016-07-23T00:00:00Z,4,0,NA
PBM,Erigeron subtrinervis,Erigeron subtrinervis,2016,2016-07-23T00:00:00Z,5,0,NA
PBM,Eriogonum umbellatum,Eriogonum umbellatum,2016,2016-07-23T00:00:00Z,1,0,NA
PBM,Eriogonum umbellatum,Eriogonum umbellatum,2016,2016-07-23T00:00:00Z,2,0,NA
PBM,Eriogonum umbellatum,Eriogonum umbellatum,2016,2016-07-23T00:00:00Z,3,0,NA
PBM,Eriogonum umbellatum,Eriogonum umbellatum,2016,2016-07-23T00:00:00Z,4,1,NA
PBM,Eriogonum umbellatum,Eriogonum umbellatum,2016,2016-07-23T00:00:00Z,5,7,NA
PBM,Erythronium grandiflorum,Erythronium gradiflorum,2016,2016-07-23T00:00:00Z,1,0,NA
PBM,Erythronium grandiflorum,Erythronium gradiflorum,2016,2016-07-23T00:00:00Z,2,4,NA
PBM,Erythronium grandiflorum,Erythronium gradiflorum,2016,2016-07-23T00:00:00Z,3,0,NA
PBM,Erythronium grandiflorum,Erythronium gradiflorum,2016,2016-07-23T00:00:00Z,4,2,NA
PBM,Erythronium grandiflorum,Erythronium gradiflorum,2016,2016-07-23T00:00:00Z,5,3,NA
PBM,Forb 11 (Corydalis seedling?),Forb 11 (Corydalis seedling?),2016,2016-07-23T00:00:00Z,1,0,NA
PBM,Forb 11 (Corydalis seedling?),Forb 11 (Corydalis seedling?),2016,2016-07-23T00:00:00Z,2,14,NA
PBM,Forb 11 (Corydalis seedling?),Forb 11 (Corydalis seedling?),2016,2016-07-23T00:00:00Z,3,0,NA
PBM,Forb 11 (Corydalis seedling?),Forb 11 (Corydalis seedling?),2016,2016-07-23T00:00:00Z,4,0,NA
PBM,Forb 11 (Corydalis seedling?),Forb 11 (Corydalis seedling?),2016,2016-07-23T00:00:00Z,5,0,NA
PBM,Forb 5 (hairy basal leaves),Forb 5 (hairy basal leaves),2016,2016-07-23T00:00:00Z,1,0,NA
PBM,Forb 5 (hairy basal leaves),Forb 5 (hairy basal leaves),2016,2016-07-23T00:00:00Z,2,0,NA
PBM,Forb 5 (hairy basal leaves),Forb 5 (hairy basal leaves),2016,2016-07-23T00:00:00Z,3,0,NA
PBM,Forb 5 (hairy basal leaves),Forb 5 (hairy basal leaves),2016,2016-07-23T00:00:00Z,4,1,NA
PBM,Forb 5 (hairy basal leaves),Forb 5 (hairy basal leaves),2016,2016-07-23T00:00:00Z,5,0,NA
PBM,"Forb 6 (coarse, slightly serrate)","Forb 6 (coarse, slightly serrate)",2016,2016-07-23T00:00:00Z,1,0,NA
PBM,"Forb 6 (coarse, slightly serrate)","Forb 6 (coarse, slightly serrate)",2016,2016-07-23T00:00:00Z,2,6,NA
PBM,"Forb 6 (coarse, slightly serrate)","Forb 6 (coarse, slightly serrate)",2016,2016-07-23T00:00:00Z,3,0,NA
PBM,"Forb 6 (coarse, slightly serrate)","Forb 6 (coarse, slightly serrate)",2016,2016-07-23T00:00:00Z,4,0,NA
PBM,"Forb 6 (coarse, slightly serrate)","Forb 6 (coarse, slightly serrate)",2016,2016-07-23T00:00:00Z,5,0,NA
PBM,Forb 7,Forb 7,2016,2016-07-23T00:00:00Z,1,0,NA
PBM,Forb 7,Forb 7,2016,2016-07-23T00:00:00Z,2,1,NA
PBM,Forb 7,Forb 7,2016,2016-07-23T00:00:00Z,3,0,NA
PBM,Forb 7,Forb 7,2016,2016-07-23T00:00:00Z,4,0,NA
PBM,Forb 7,Forb 7,2016,2016-07-23T00:00:00Z,5,0,NA
PBM,"Forb 9 (large, perennial mustard)","Forb 9 (large, perennial mustard)",2016,2016-07-23T00:00:00Z,1,0,NA
PBM,"Forb 9 (large, perennial mustard)","Forb 9 (large, perennial mustard)",2016,2016-07-23T00:00:00Z,2,2,NA
PBM,"Forb 9 (large, perennial mustard)","Forb 9 (large, perennial mustard)",2016,2016-07-23T00:00:00Z,3,1,NA
PBM,"Forb 9 (large, perennial mustard)","Forb 9 (large, perennial mustard)",2016,2016-07-23T00:00:00Z,4,0,NA
PBM,"Forb 9 (large, perennial mustard)","Forb 9 (large, perennial mustard)",2016,2016-07-23T00:00:00Z,5,0,NA
PBM,Fragaria virginiana,Fragaria virginiana,2016,2016-07-23T00:00:00Z,1,6,NA
PBM,Fragaria virginiana,Fragaria virginiana,2016,2016-07-23T00:00:00Z,2,1,NA
PBM,Fragaria virginiana,Fragaria virginiana,2016,2016-07-23T00:00:00Z,3,5,NA
PBM,Fragaria virginiana,Fragaria virginiana,2016,2016-07-23T00:00:00Z,4,10,NA
PBM,Fragaria virginiana,Fragaria virginiana,2016,2016-07-23T00:00:00Z,5,0,NA
PBM,Frasera speciosa,Frasera speciosa,2016,2016-07-23T00:00:00Z,1,0,NA
PBM,Frasera speciosa,Frasera speciosa,2016,2016-07-23T00:00:00Z,2,0,NA
PBM,Frasera speciosa,Frasera speciosa,2016,2016-07-23T00:00:00Z,3,0,NA
PBM,Frasera speciosa,Frasera speciosa,2016,2016-07-23T00:00:00Z,4,0,NA
PBM,Frasera speciosa,Frasera speciosa,2016,2016-07-23T00:00:00Z,5,1,NA
PBM,Gentiana parryi,Gentiana parryi,2016,2016-07-23T00:00:00Z,1,0,NA
PBM,Gentiana parryi,Gentiana parryi,2016,2016-07-23T00:00:00Z,2,0,NA
PBM,Gentiana parryi,Gentiana parryi,2016,2016-07-23T00:00:00Z,3,0,NA
PBM,Gentiana parryi,Gentiana parryi,2016,2016-07-23T00:00:00Z,4,1,NA
PBM,Gentiana parryi,Gentiana parryi,2016,2016-07-23T00:00:00Z,5,2,NA
PBM,Geranium richardsonii,Geranium richardsonii,2016,2016-07-23T00:00:00Z,1,8,NA
PBM,Geranium richardsonii,Geranium richardsonii,2016,2016-07-23T00:00:00Z,2,6,NA
PBM,Geranium richardsonii,Geranium richardsonii,2016,2016-07-23T00:00:00Z,3,0,NA
PBM,Geranium richardsonii,Geranium richardsonii,2016,2016-07-23T00:00:00Z,4,0,NA
PBM,Geranium richardsonii,Geranium richardsonii,2016,2016-07-23T00:00:00Z,5,0,NA
PBM,Heterotheca pumila,Heterotheca pumila,2016,2016-07-23T00:00:00Z,1,0,NA
PBM,Heterotheca pumila,Heterotheca pumila,2016,2016-07-23T00:00:00Z,2,0,NA
PBM,Heterotheca pumila,Heterotheca pumila,2016,2016-07-23T00:00:00Z,3,0,NA
PBM,Heterotheca pumila,Heterotheca pumila,2016,2016-07-23T00:00:00Z,4,4,NA
PBM,Heterotheca pumila,Heterotheca pumila,2016,2016-07-23T00:00:00Z,5,3,NA
PBM,Hydrophyllum capitatum,Hydrophyllum capitatum,2016,2016-07-23T00:00:00Z,1,0,NA
PBM,Hydrophyllum capitatum,Hydrophyllum capitatum,2016,2016-07-23T00:00:00Z,2,0,NA
PBM,Hydrophyllum capitatum,Hydrophyllum capitatum,2016,2016-07-23T00:00:00Z,3,0,NA
PBM,Hydrophyllum capitatum,Hydrophyllum capitatum,2016,2016-07-23T00:00:00Z,4,2,NA
PBM,Hydrophyllum capitatum,Hydrophyllum capitatum,2016,2016-07-23T00:00:00Z,5,0,NA
PBM,Hymenoxys hoopesii,Hymenoxys hoopesii,2016,2016-07-23T00:00:00Z,1,16,NA
PBM,Hymenoxys hoopesii,Hymenoxys hoopesii,2016,2016-07-23T00:00:00Z,2,2,NA
PBM,Hymenoxys hoopesii,Hymenoxys hoopesii,2016,2016-07-23T00:00:00Z,3,0,NA
PBM,Hymenoxys hoopesii,Hymenoxys hoopesii,2016,2016-07-23T00:00:00Z,4,28,NA
PBM,Hymenoxys hoopesii,Hymenoxys hoopesii,2016,2016-07-23T00:00:00Z,5,6,NA
PBM,Ligusticum porteri,Ligusticum porteri,2016,2016-07-23T00:00:00Z,1,0,NA
PBM,Ligusticum porteri,Ligusticum porteri,2016,2016-07-23T00:00:00Z,2,0,NA
PBM,Ligusticum porteri,Ligusticum porteri,2016,2016-07-23T00:00:00Z,3,0,NA
PBM,Ligusticum porteri,Ligusticum porteri,2016,2016-07-23T00:00:00Z,4,0,NA
PBM,Ligusticum porteri,Ligusticum porteri,2016,2016-07-23T00:00:00Z,5,2,NA
PBM,Mertensia ciliata,Mertensia ciliata,2016,2016-07-23T00:00:00Z,1,0,NA
PBM,Mertensia ciliata,Mertensia ciliata,2016,2016-07-23T00:00:00Z,2,0,NA
PBM,Mertensia ciliata,Mertensia ciliata,2016,2016-07-23T00:00:00Z,3,0,NA
PBM,Mertensia ciliata,Mertensia ciliata,2016,2016-07-23T00:00:00Z,4,0,NA
PBM,Mertensia ciliata,Mertensia ciliata,2016,2016-07-23T00:00:00Z,5,4,NA
PBM,Mertensia fusiformis,Mertensia fusiformis,2016,2016-07-23T00:00:00Z,1,2,NA
PBM,Mertensia fusiformis,Mertensia fusiformis,2016,2016-07-23T00:00:00Z,2,2,NA
PBM,Mertensia fusiformis,Mertensia fusiformis,2016,2016-07-23T00:00:00Z,3,11,NA
PBM,Mertensia fusiformis,Mertensia fusiformis,2016,2016-07-23T00:00:00Z,4,0,NA
PBM,Mertensia fusiformis,Mertensia fusiformis,2016,2016-07-23T00:00:00Z,5,0,NA
PBM,Osmorhiza occidentalis,Ozmorhiza occidentalis,2016,2016-07-23T00:00:00Z,1,4,NA
PBM,Osmorhiza occidentalis,Ozmorhiza occidentalis,2016,2016-07-23T00:00:00Z,2,0,NA
PBM,Osmorhiza occidentalis,Ozmorhiza occidentalis,2016,2016-07-23T00:00:00Z,3,0,NA
PBM,Osmorhiza occidentalis,Ozmorhiza occidentalis,2016,2016-07-23T00:00:00Z,4,0,NA
PBM,Osmorhiza occidentalis,Ozmorhiza occidentalis,2016,2016-07-23T00:00:00Z,5,0,NA
PBM,Poa pratensis,Poa pratensis,2016,2016-07-23T00:00:00Z,1,0,NA
PBM,Poa pratensis,Poa pratensis,2016,2016-07-23T00:00:00Z,2,0,NA
PBM,Poa pratensis,Poa pratensis,2016,2016-07-23T00:00:00Z,3,0,NA
PBM,Poa pratensis,Poa pratensis,2016,2016-07-23T00:00:00Z,4,11,NA
PBM,Poa pratensis,Poa pratensis,2016,2016-07-23T00:00:00Z,5,2,NA
PBM,Potentilla gracilis,Potentilla gracilis,2016,2016-07-23T00:00:00Z,1,1,NA
PBM,Potentilla gracilis,Potentilla gracilis,2016,2016-07-23T00:00:00Z,2,0,NA
PBM,Potentilla gracilis,Potentilla gracilis,2016,2016-07-23T00:00:00Z,3,2,NA
PBM,Potentilla gracilis,Potentilla gracilis,2016,2016-07-23T00:00:00Z,4,10,NA
PBM,Potentilla gracilis,Potentilla gracilis,2016,2016-07-23T00:00:00Z,5,11,NA
PBM,Ranunculus inamoenus,Ranunculus inamoenus,2016,2016-07-23T00:00:00Z,1,3,NA
